Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Orange County, CA",6059,Assault by sharp object,X99,12,2908245,
,"Riverside County, CA",6065,Assault by handgun discharge,X93,22,1687147,1.3
,"Riverside County, CA",6065,Assault by other and unspecified firearm discharge,X95,42,1687147,2.5
,"Riverside County, CA",6065,Assault by sharp object,X99,19,1687147,
,"Riverside County, CA",6065,Assault by unspecified means,Y09,10,1687147,
,"Sacramento County, CA",6067,Assault by handgun discharge,X93,12,1301079,
,"Sacramento County, CA",6067,Assault by other and unspecified firearm discharge,X95,40,1301079,3.1
,"San Bernardino County, CA",6071,Assault by other and unspecified firearm discharge,X95,96,1799791,5.3
,"San Bernardino County, CA",6071,Assault by sharp object,X99,17,1799791,
,"San Bernardino County, CA",6071,Assault by unspecified means,Y09,14,1799791,
,"San Diego County, CA",6073,Assault by other and unspecified firearm discharge,X95,52,2900355,1.8
,"San Diego County, CA",6073,Assault by sharp object,X99,17,2900355,
,"San Diego County, CA",6073,Assault by unspecified means,Y09,16,2900355,
,"San Francisco County, CA",6075,Assault by other and unspecified firearm discharge,X95,33,772723,4.3
,"San Francisco County, CA",6075,Assault by unspecified means,Y09,10,772723,
,"San Joaquin County, CA",6077,Assault by other and unspecified firearm discharge,X95,36,609041,5.9
,"San Mateo County, CA",6081,Assault by other and unspecified firearm discharge,X95,15,697628,
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,23,1669348,1.4
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,18,379568,
,"Adams County, CO",8001,Assault by other and unspecified firearm discharge,X95,13,387339,
,"Arapahoe County, CO",8005,Assault by other and unspecified firearm discharge,X95,10,508936,
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,30,556790,5.4
,"El Paso County, CO",8041,Assault by other and unspecified firearm discharge,X95,12,544145,
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,12,892900,
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,19,867451,
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,17,835099,
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,19,510158,
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,172,573158,30
,"District of Columbia, DC",11001,Assault by sharp object,X99,21,573158,3.7
,"District of Columbia, DC",11001,Assault by unspecified means,Y09,21,573158,3.7
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,11,495425,
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,55,1690118,3.3
,"Broward County, FL",12011,Assault by sharp object,X99,11,1690118,
,"Broward County, FL",12011,Assault by unspecified means,Y09,11,1690118,
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,62,800532,7.7
,"Duval County, FL",12031,Assault by sharp object,X99,16,800532,
,"Duval County, FL",12031,Assault by unspecified means,Y09,12,800532,
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,15,1054860,
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,22,1054860,2.1
,"Hillsborough County, FL",12057,Assault by unspecified means,Y09,11,1054860,
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,35,478889,7.3
,"Manatee County, FL",12081,Assault by other and unspecified firearm discharge,X95,10,279950,
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,145,2315747,6.3
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,16,2315747,
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,35,2315747,1.5
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,37,955136,3.9
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,30,1191340,2.5
,"Pasco County, FL",12101,Assault by other and unspecified firearm discharge,X95,11,369665,
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,29,925102,3.1
,"Pinellas County, FL",12103,Assault by sharp object,X99,11,925102,
,"Pinellas County, FL",12103,Assault by unspecified means,Y09,10,925102,
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,19,501469,
,"St. Lucie County, FL",12111,Assault by other and unspecified firearm discharge,X95,13,205796,
,"Volusia County, FL",12127,Assault by other and unspecified firearm discharge,X95,17,458248,
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,13,153929,
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,31,236510,13.1
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,14,248954,
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,19,631018,
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,62,669789,9.3
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,107,815224,13.1
,"Fulton County, GA",13121,Assault by sharp object,X99,17,815224,
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,22,641986,3.4
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,17,185139,
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,10,198670,
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,26,5328775,0.5
,"Cook County, IL",17031,"Assault by rifle, shotgun and larger firearm discharge",X94,28,5328775,0.5
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,545,5328775,10.2
,"Cook County, IL",17031,Assault by sharp object,X99,52,5328775,1
,"Cook County, IL",17031,Assault by other specified means,Y08,19,5328775,
,"Cook County, IL",17031,Assault by unspecified means,Y09,44,5328775,0.8
,"Cook County, IL",17031,Sequelae of assault,Y87.1,15,5328775,
,"Kane County, IL",17089,Assault by other and unspecified firearm discharge,X95,17,440437,
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,16,257952,
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,11,281162,
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,14,337124,
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,65,484520,13.4
,"Lake County, IN",18089,Assault by sharp object,X99,12,484520,
,"Marion County, IN",18097,"Assault by hanging, strangulation and suffocation",X91,10,866210,
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,76,866210,8.8
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,19,265090,
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,11,461020,
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,25,157498,15.9
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,37,699810,5.3
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,38,248753,15.3
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,55,411024,13.4
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,43,453429,9.5
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,205,489722,41.9
,"Orleans Parish, LA",22071,Assault by sharp object,X99,13,489722,
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,10,504884,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,27,770147,3.5
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,16,903140,
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,118,828893,14.2
,"Prince George's County, MD",24033,Assault by sharp object,X99,16,828893,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,149,634115,23.5
,"Baltimore city, MD",24510,Assault by sharp object,X99,28,634115,4.4
,"Baltimore city, MD",24510,Assault by blunt object,Y00,13,634115,
,"Middlesex County, MA",25017,Assault by other and unspecified firearm discharge,X95,10,1468488,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,46,701333,6.6
,"Suffolk County, MA",25025,Assault by sharp object,X99,12,701333,
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,26,440062,5.9
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,14,808457,
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,21,1198889,1.8
,"Wayne County, MI",26163,"Assault by hanging, strangulation and suffocation",X91,11,2025133,
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,13,2025133,
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,318,2025133,15.7
,"Wayne County, MI",26163,Assault by sharp object,X99,36,2025133,1.8
,"Wayne County, MI",26163,Assault by other specified means,Y08,25,2025133,1.2
,"Wayne County, MI",26163,Assault by unspecified means,Y09,13,2025133,
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,29,1120730,2.6
,"Hennepin County, MN",27053,Assault by unspecified means,Y09,18,1120730,
,"Harrison County, MS",28047,Assault by other and unspecified firearm discharge,X95,15,192145,
,"Hinds County, MS",28049,Assault by handgun discharge,X93,32,247857,12.9
,"Washington County, MS",28151,Assault by other and unspecified firearm discharge,X95,16,59570,
,"Jackson County, MO",29095,Assault by handgun discharge,X93,30,658765,4.6
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,23,658765,3.5
,"Jackson County, MO",29095,Assault by sharp object,X99,10,658765,
,"Jackson County, MO",29095,Assault by unspecified means,Y09,11,658765,
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,46,1014359,4.5
,"St. Louis County, MO",29189,Assault by sharp object,X99,12,1014359,
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,70,338457,20.7
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,15,471866,
,"Clark County, NV",32003,"Assault by hanging, strangulation and suffocation",X91,12,1522962,
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,91,1522962,6
,"Clark County, NV",32003,Assault by sharp object,X99,17,1522962,
,"Clark County, NV",32003,Assault by unspecified means,Y09,15,1522962,
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,35,507899,6.9
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,63,795625,7.9
,"Essex County, NJ",34013,Assault by sharp object,X99,12,795625,
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,12,615554,
,"Hudson County, NJ",34017,Assault by sharp object,X99,11,615554,
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,11,355935,
,"Ocean County, NJ",34029,Assault by other and unspecified firearm discharge,X95,12,536069,
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,11,494571,
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,10,527625,
,"Bernalillo County, NM",35001,Assault by handgun discharge,X93,13,576532,
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,20,576532,3.5
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,102,1358739,7.5
,"Bronx County, NY",36005,Assault by sharp object,X99,37,1358739,2.7
,"Bronx County, NY",36005,Assault by unspecified means,Y09,12,1358739,
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,26,943551,2.8
,"Kings County, NY",36047,"Assault by hanging, strangulation and suffocation",X91,10,2480559,
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,129,2480559,5.2
,"Kings County, NY",36047,Assault by sharp object,X99,46,2480559,1.9
,"Kings County, NY",36047,Assault by unspecified means,Y09,20,2480559,0.8
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,28,741391,3.8
,"Monroe County, NY",36055,Assault by unspecified means,Y09,10,741391,
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,26,1339572,1.9
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,46,1555382,3
,"New York County, NY",36061,Assault by sharp object,X99,16,1555382,
,"Onondaga County, NY",36067,Assault by other and unspecified firearm discharge,X95,15,459484,
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,69,2224507,3.1
,"Queens County, NY",36081,Assault by sharp object,X99,21,2224507,0.9
,"Queens County, NY",36081,Assault by unspecified means,Y09,10,2224507,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,12,1456745,
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,16,935219,
,"Westchester County, NY",36119,Assault by sharp object,X99,10,935219,
,"Cleveland County, NC",37045,Assault by other and unspecified firearm discharge,X95,14,97068,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,23,305697,7.5
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,33,233505,14.1
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,15,314215,
,"Gaston County, NC",37071,Assault by other and unspecified firearm discharge,X95,14,191930,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,22,432068,5.1
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,50,736422,6.8
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,13,124676,
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,21,676392,3.1
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,53,1371493,3.9
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,16,1371493,
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,16,1371493,
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,51,1088693,4.7
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,24,832390,2.9
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,31,832390,3.7
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,18,454240,
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,25,252998,9.9
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,32,553170,5.8
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,18,544866,
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,20,671120,3
,"Oklahoma County, OK",40109,Assault by sharp object,X99,13,671120,
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,17,569170,
,"Tulsa County, OK",40143,Assault by unspecified means,Y09,10,569170,
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,60,1265577,4.7
,"Allegheny County, PA",42003,Assault by sharp object,X99,10,1265577,
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,17,381338,
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,10,254339,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,19,551929,
,"Montgomery County, PA",42091,Assault by other and unspecified firearm discharge,X95,10,766056,
,"Philadelphia County, PA",42101,"Assault by hanging, strangulation and suffocation",X91,10,1498493,
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,232,1498493,15.5
,"Philadelphia County, PA",42101,Assault by sharp object,X99,15,1498493,
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,12,1498493,
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,15,632252,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,29,317379,9.1
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,20,331285,6
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,10,258467,
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,46,574215,8
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,15,311890,
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,15,389443,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,129,902634,14.3
,"Shelby County, TN",47157,Assault by sharp object,X99,13,902634,
,"Shelby County, TN",47157,Assault by unspecified means,Y09,17,902634,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,75,1446755,5.2
,"Bexar County, TX",48029,Assault by sharp object,X99,14,1446755,
,"Bexar County, TX",48029,Assault by unspecified means,Y09,11,1446755,
,"Dallas County, TX",48113,"Assault by rifle, shotgun and larger firearm discharge",X94,10,2250326,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,181,2250326,8
,"Dallas County, TX",48113,Assault by sharp object,X99,23,2250326,1
,"Dallas County, TX",48113,Assault by unspecified means,Y09,28,2250326,1.2
,"El Paso County, TX",48141,Assault by other and unspecified firearm discharge,X95,11,696446,
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,10,397943,
,"Galveston County, TX",48167,Assault by other and unspecified firearm discharge,X95,14,260096,
,"Harris County, TX",48201,"Assault by hanging, strangulation and suffocation",X91,18,3536682,
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,15,3536682,
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,229,3536682,6.5
,"Harris County, TX",48201,Assault by sharp object,X99,37,3536682,1
,"Harris County, TX",48201,Assault by unspecified means,Y09,31,3536682,0.9
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,20,610520,3.3
,"McLennan County, TX",48309,Assault by other and unspecified firearm discharge,X95,11,216571,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,39,1524249,2.6
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,16,1524249,
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,12,918152,
,"Newport News city, VA",51700,Assault by handgun discharge,X93,12,183061,
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,20,241704,8.3
,"Portsmouth city, VA",51740,Assault by handgun discharge,X93,10,98297,
,"Richmond city, VA",51760,Assault by handgun discharge,X93,24,197513,12.2
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,41,197513,20.8
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,39,1758685,2.2
,"King County, WA",53033,Assault by sharp object,X99,16,1758685,
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,15,728091,
,"Spokane County, WA",53063,Assault by other and unspecified firearm discharge,X95,11,427107,
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,84,939854,8.9
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,10,939854,
