Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,16,184704,
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,18,196483,
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,22,5154235,0.4
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,407,5154235,7.9
,"Cook County, IL",17031,Assault by sharp object,X99,56,5154235,1.1
,"Cook County, IL",17031,Assault by unspecified means,Y09,44,5154235,0.9
,"Kane County, IL",17089,Assault by other and unspecified firearm discharge,X95,10,495752,
,"Peoria County, IL",17143,Assault by other and unspecified firearm discharge,X95,10,184048,
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,46,264764,17.4
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,11,664048,
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,15,293991,
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,20,349534,5.7
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,85,493403,17.2
,"Lake County, IN",18089,Assault by unspecified means,Y09,12,493403,
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,72,883591,8.1
,"Marion County, IN",18097,Assault by unspecified means,Y09,26,883591,2.9
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,26,478479,5.4
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,17,154267,
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,57,723040,7.9
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,25,251760,9.9
,"Calcasieu Parish, LA",22019,Assault by other and unspecified firearm discharge,X95,10,187081,
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,74,433344,17.1
,"East Baton Rouge Parish, LA",22033,Assault by sharp object,X99,12,433344,
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,60,432683,13.9
,"Lafayette Parish, LA",22055,Assault by other and unspecified firearm discharge,X95,11,211826,
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,169,268751,62.9
,"Tangipahoa Parish, LA",22105,Assault by other and unspecified firearm discharge,X95,12,116792,
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,15,520503,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,33,796073,4.1
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,12,931694,
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,107,849916,12.6
,"Prince George's County, MD",24033,Assault by sharp object,X99,17,849916,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,214,620306,34.5
,"Baltimore city, MD",24510,Assault by sharp object,X99,21,620306,3.4
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,18,620306,
,"Essex County, MA",25009,Assault by other and unspecified firearm discharge,X95,10,730664,
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,10,461434,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,48,693368,6.9
,"Suffolk County, MA",25025,Assault by sharp object,X99,10,693368,
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,29,438109,6.6
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,12,598077,
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,17,835703,
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,29,1199862,2.4
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,20,203144,9.8
,"Wayne County, MI",26163,"Assault by hanging, strangulation and suffocation",X91,10,1900992,
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,13,1900992,
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,323,1900992,17
,"Wayne County, MI",26163,Assault by sharp object,X99,28,1900992,1.5
,"Wayne County, MI",26163,Assault by other specified means,Y08,27,1900992,1.4
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,34,1126585,3
,"Hennepin County, MN",27053,Assault by unspecified means,Y09,11,1126585,
,"Ramsey County, MN",27123,Assault by other and unspecified firearm discharge,X95,10,499605,
,"Hinds County, MS",28049,Assault by handgun discharge,X93,38,246546,15.4
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,44,662995,6.6
,"Jackson County, MO",29095,Assault by sharp object,X99,11,662995,
,"Jackson County, MO",29095,Assault by unspecified means,Y09,19,662995,
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,55,999389,5.5
,"St. Louis County, MO",29189,Assault by unspecified means,Y09,11,999389,
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,87,317959,27.4
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,31,498743,6.2
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,106,1867817,5.7
,"Clark County, NV",32003,Assault by sharp object,X99,13,1867817,
,"Clark County, NV",32003,Assault by unspecified means,Y09,14,1867817,
,"Washoe County, NV",32031,Assault by other and unspecified firearm discharge,X95,14,408724,
,"Atlantic County, NJ",34001,Assault by other and unspecified firearm discharge,X95,10,272303,
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,38,513546,7.4
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,102,778996,13.1
,"Essex County, NJ",34013,Assault by unspecified means,Y09,12,778996,
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,16,613637,
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,16,363088,
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,12,492886,
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,21,524960,4
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,17,638978,
,"Bernalillo County, NM",35001,Assault by sharp object,X99,10,638978,
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,72,1354056,5.3
,"Bronx County, NY",36005,Assault by sharp object,X99,27,1354056,2
,"Bronx County, NY",36005,Assault by unspecified means,Y09,14,1354056,
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,40,921887,4.3
,"Erie County, NY",36029,Assault by unspecified means,Y09,10,921887,
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,159,2441324,6.5
,"Kings County, NY",36047,Assault by sharp object,X99,29,2441324,1.2
,"Kings County, NY",36047,Assault by unspecified means,Y09,15,2441324,
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,37,739249,5
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,18,1322048,
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,34,1581402,2.1
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,54,2177351,2.5
,"Queens County, NY",36081,Assault by sharp object,X99,10,2177351,
,"Queens County, NY",36081,Assault by unspecified means,Y09,12,2177351,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,16,1475255,
,"Suffolk County, NY",36103,Assault by sharp object,X99,10,1475255,
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,13,933414,
,"Buncombe County, NC",37021,Assault by other and unspecified firearm discharge,X95,10,230766,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,15,308284,
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,18,252796,
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,17,338638,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,32,468466,6.8
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,59,862177,6.8
,"Mecklenburg County, NC",37119,Assault by sharp object,X99,10,862177,
,"New Hanover County, NC",37129,Assault by other and unspecified firearm discharge,X95,10,194339,
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,25,130453,19.2
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,15,821607,
,"Wake County, NC",37183,Assault by sharp object,X99,10,821607,
,"Wayne County, NC",37191,Assault by other and unspecified firearm discharge,X95,13,118942,
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,102,1301540,7.8
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,18,1301540,
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,22,1301540,1.7
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,58,1127174,5.1
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,14,801815,
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,50,801815,6.2
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,10,445482,
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,34,243453,14
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,37,540667,6.8
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,11,544275,
,"Trumbull County, OH",39155,Assault by other and unspecified firearm discharge,X95,11,214296,
,"Oklahoma County, OK",40109,Assault by handgun discharge,X93,26,695706,3.7
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,15,695706,
,"Oklahoma County, OK",40109,Assault by sharp object,X99,10,695706,
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,30,582094,5.2
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,72,1222482,5.9
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,13,263096,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,38,554916,6.8
,"Lehigh County, PA",42077,Assault by other and unspecified firearm discharge,X95,10,340848,
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,302,1493309,20.2
,"Philadelphia County, PA",42101,Assault by sharp object,X99,31,1493309,2.1
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,16,1493309,
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,12,629110,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,37,337147,11
,"Dorchester County, SC",45035,Assault by other and unspecified firearm discharge,X95,10,126324,
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,15,427970,
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,10,252464,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,34,366111,9.3
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,13,274215,
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,55,605031,9.1
,"Davidson County, TN",47037,Assault by unspecified means,Y09,11,605031,
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,12,324784,
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,17,419096,
,"Montgomery County, TN",47125,Assault by other and unspecified firearm discharge,X95,11,160642,
,"Rutherford County, TN",47149,Assault by other and unspecified firearm discharge,X95,10,243953,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,128,921119,13.9
,"Shelby County, TN",47157,Assault by sharp object,X99,17,921119,
,"Shelby County, TN",47157,Assault by unspecified means,Y09,17,921119,
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,15,287752,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,81,1615210,5
,"Bexar County, TX",48029,Assault by sharp object,X99,14,1615210,
,"Bexar County, TX",48029,Assault by unspecified means,Y09,27,1615210,1.7
,"Brazoria County, TX",48039,Assault by other and unspecified firearm discharge,X95,10,293296,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,184,2291891,8
,"Dallas County, TX",48113,Assault by sharp object,X99,15,2291891,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,35,2291891,1.5
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,18,516564,
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,21,3863344,0.5
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,276,3863344,7.1
,"Harris County, TX",48201,Assault by sharp object,X99,38,3863344,1
,"Harris County, TX",48201,Assault by unspecified means,Y09,31,3863344,0.8
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,13,715264,
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,17,247629,
,"McLennan County, TX",48309,Assault by other and unspecified firearm discharge,X95,10,226741,
,"Nueces County, TX",48355,Assault by other and unspecified firearm discharge,X95,11,330512,
,"Tarrant County, TX",48439,Assault by handgun discharge,X93,13,1707157,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,39,1707157,2.3
,"Tarrant County, TX",48439,Assault by sharp object,X99,10,1707157,
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,11,1707157,
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,18,955399,
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,25,983719,2.5
,"Chesterfield County, VA",51041,Assault by other and unspecified firearm discharge,X95,10,304636,
,"Fairfax County, VA",51059,Assault by other and unspecified firearm discharge,X95,12,1027727,
,"Montgomery County, VA",51121,Assault by other and unspecified firearm discharge,X95,10,91548,
,"Prince William County, VA",51153,Assault by other and unspecified firearm discharge,X95,11,368016,
,"Newport News city, VA",51700,Assault by handgun discharge,X93,20,182528,11
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,27,241248,11.2
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,47,200201,23.5
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,46,1847986,2.5
,"King County, WA",53033,Assault by sharp object,X99,10,1847986,
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,21,772484,2.7
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,78,931453,8.4
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,12,931453,
