Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Tangipahoa Parish, LA",22105,Assault by other and unspecified firearm discharge,X95,12,125412,
,"Terrebonne Parish, LA",22109,Assault by other and unspecified firearm discharge,X95,11,112749,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,27,823015,3.3
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,44,890081,4.9
,"Prince George's County, MD",24033,Assault by unspecified means,Y09,12,890081,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,170,622104,27.3
,"Baltimore city, MD",24510,Assault by sharp object,X99,14,622104,
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,15,622104,
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,19,467319,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,33,755503,4.4
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,45,415376,10.8
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,13,621700,
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,20,854769,2.3
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,30,1231640,2.4
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,25,196542,12.7
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,12,1775273,
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,279,1775273,15.7
,"Wayne County, MI",26163,Assault by sharp object,X99,18,1775273,
,"Wayne County, MI",26163,Assault by other specified means,Y08,11,1775273,
,"Wayne County, MI",26163,Assault by unspecified means,Y09,15,1775273,
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,35,1198778,2.9
,"Ramsey County, MN",27123,Assault by other and unspecified firearm discharge,X95,11,526714,
,"Hinds County, MS",28049,Assault by handgun discharge,X93,35,244899,14.3
,"Hinds County, MS",28049,Assault by other and unspecified firearm discharge,X95,11,244899,
,"Jackson County, MO",29095,Assault by handgun discharge,X93,18,679996,
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,74,679996,10.9
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,62,1001444,6.2
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,71,318416,22.3
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,36,537256,6.7
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,58,2027868,2.9
,"Clark County, NV",32003,Assault by sharp object,X99,19,2027868,
,"Clark County, NV",32003,Assault by unspecified means,Y09,15,2027868,
,"Washoe County, NV",32031,Assault by other and unspecified firearm discharge,X95,13,433731,
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,47,512854,9.2
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,115,789565,14.6
,"Essex County, NJ",34013,Assault by unspecified means,Y09,10,789565,
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,19,660282,
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,31,370414,8.4
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,17,505672,
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,14,548256,
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,19,674221,
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,52,1418733,3.7
,"Bronx County, NY",36005,Assault by sharp object,X99,12,1418733,
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,37,919866,4
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,98,2592149,3.8
,"Kings County, NY",36047,Assault by sharp object,X99,30,2592149,1.2
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,26,749606,3.5
,"Monroe County, NY",36055,Assault by unspecified means,Y09,10,749606,
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,17,1352146,
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,18,1626159,
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,29,2296175,1.3
,"Queens County, NY",36081,Assault by sharp object,X99,15,2296175,
,"Queens County, NY",36081,Assault by unspecified means,Y09,13,2296175,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,18,1499738,
,"Cabarrus County, NC",37025,Assault by other and unspecified firearm discharge,X95,10,187226,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,32,325871,9.8
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,26,288133,9
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,15,361220,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,22,506610,4.3
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,54,990977,5.4
,"New Hanover County, NC",37129,Assault by other and unspecified firearm discharge,X95,10,213267,
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,12,134841,
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,20,974289,2.1
,"Cuyahoga County, OH",39035,"Assault by hanging, strangulation and suffocation",X91,10,1263154,
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,85,1263154,6.7
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,11,1263154,
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,77,1212263,6.4
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,19,804520,
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,53,804520,6.6
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,24,436393,5.5
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,15,233869,
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,42,535846,7.8
,"Stark County, OH",39151,Assault by other and unspecified firearm discharge,X95,13,375432,
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,12,541824,
,"Oklahoma County, OK",40109,Assault by handgun discharge,X93,15,755245,
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,37,755245,4.9
,"Oklahoma County, OK",40109,Assault by unspecified means,Y09,10,755245,
,"Tulsa County, OK",40143,Assault by handgun discharge,X93,12,622409,
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,34,622409,5.5
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,14,766135,
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,75,1231527,6.1
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,17,270937,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,27,561973,4.8
,"Luzerne County, PA",42079,Assault by other and unspecified firearm discharge,X95,15,320103,
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,188,1553165,12.1
,"Philadelphia County, PA",42101,Assault by sharp object,X99,20,1553165,1.3
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,11,1553165,
,"York County, PA",42133,Assault by other and unspecified firearm discharge,X95,17,438965,
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,16,628600,
,"Anderson County, SC",45007,Assault by other and unspecified firearm discharge,X95,15,190641,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,22,372803,5.9
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,17,474266,
,"Greenwood County, SC",45047,Assault by other and unspecified firearm discharge,X95,13,69723,
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,10,289650,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,32,399256,8
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,28,658602,4.3
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,15,348673,
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,12,444622,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,133,939465,14.2
,"Shelby County, TN",47157,Assault by unspecified means,Y09,13,939465,
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,14,326843,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,70,1817610,3.9
,"Bexar County, TX",48029,Assault by sharp object,X99,12,1817610,
,"Bexar County, TX",48029,Assault by unspecified means,Y09,14,1817610,
,"Collin County, TX",48085,Assault by other and unspecified firearm discharge,X95,10,854778,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,139,2480331,5.6
,"Dallas County, TX",48113,Assault by sharp object,X99,12,2480331,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,33,2480331,1.3
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,14,652365,
,"Harris County, TX",48201,"Assault by hanging, strangulation and suffocation",X91,12,4336853,
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,261,4336853,6
,"Harris County, TX",48201,Assault by sharp object,X99,26,4336853,0.6
,"Harris County, TX",48201,Assault by unspecified means,Y09,42,4336853,1
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,14,815996,
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,22,252358,8.7
,"Montgomery County, TX",48339,Assault by other and unspecified firearm discharge,X95,13,499137,
,"Nueces County, TX",48355,Assault by other and unspecified firearm discharge,X95,10,352107,
,"Tarrant County, TX",48439,Assault by handgun discharge,X93,10,1911541,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,67,1911541,3.5
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,12,1911541,
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,15,1120954,
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,11,1079721,
,"Chesterfield County, VA",51041,Assault by other and unspecified firearm discharge,X95,10,327745,
,"Richmond city, VA",51760,Assault by handgun discharge,X93,11,214114,
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,14,214114,
,"Roanoke city, VA",51770,Assault by other and unspecified firearm discharge,X95,10,98465,
,"Virginia Beach city, VA",51810,Assault by other and unspecified firearm discharge,X95,12,448479,
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,32,2044449,1.6
,"King County, WA",53033,Assault by unspecified means,Y09,10,2044449,
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,14,819743,
,"Spokane County, WA",53063,Assault by other and unspecified firearm discharge,X95,13,479398,
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,11,956023,
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,68,956023,7.1
,"Milwaukee County, WI",55079,Assault by sharp object,X99,11,956023,
