Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Cook County, IL",17031,Assault by sharp object,X99,53,5165495,1
,"Cook County, IL",17031,Assault by unspecified means,Y09,44,5165495,0.9
,"Peoria County, IL",17143,Assault by other and unspecified firearm discharge,X95,11,183446,
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,29,263445,11
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,16,650779,
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,15,346314,
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,63,491432,12.8
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,105,878515,12
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,13,265496,
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,28,153689,18.2
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,34,715149,4.8
,"Jefferson County, KY",21111,Assault by unspecified means,Y09,12,715149,
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,26,252740,10.3
,"Calcasieu Parish, LA",22019,Assault by other and unspecified firearm discharge,X95,11,185350,
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,62,433474,14.3
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,65,426285,15.2
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,132,230172,57.3
,"St. Tammany Parish, LA",22103,Assault by other and unspecified firearm discharge,X95,16,223133,
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,17,517698,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,34,793733,4.3
,"Baltimore County, MD",24005,Assault by sharp object,X99,11,793733,
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,10,926492,
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,106,852097,12.4
,"Prince George's County, MD",24033,Assault by sharp object,X99,14,852097,
,"Prince George's County, MD",24033,Assault by unspecified means,Y09,11,852097,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,189,621109,30.4
,"Baltimore city, MD",24510,Assault by sharp object,X99,26,621109,4.2
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,12,621109,
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,13,461408,
,"Middlesex County, MA",25017,Assault by other and unspecified firearm discharge,X95,14,1456528,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,46,687192,6.7
,"Suffolk County, MA",25025,Assault by sharp object,X99,10,687192,
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,48,441164,10.9
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,12,595191,
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,17,833328,
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,25,1202256,2.1
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,24,205822,11.7
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,26,1932490,1.3
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,321,1932490,16.6
,"Wayne County, MI",26163,Assault by sharp object,X99,29,1932490,1.5
,"Wayne County, MI",26163,Assault by other specified means,Y08,31,1932490,1.6
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,48,1119507,4.3
,"Harrison County, MS",28047,Assault by other and unspecified firearm discharge,X95,13,174449,
,"Hinds County, MS",28049,Assault by handgun discharge,X93,33,248989,13.3
,"Jackson County, MS",28059,Assault by other and unspecified firearm discharge,X95,12,132717,
,"Jackson County, MO",29095,Assault by handgun discharge,X93,37,660539,5.6
,"Jackson County, MO",29095,"Assault by rifle, shotgun and larger firearm discharge",X94,17,660539,
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,40,660539,6.1
,"Jackson County, MO",29095,Assault by unspecified means,Y09,13,660539,
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,50,1002050,5
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,86,320131,26.9
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,20,493757,4.1
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,107,1803774,5.9
,"Clark County, NV",32003,Assault by sharp object,X99,10,1803774,
,"Clark County, NV",32003,Assault by unspecified means,Y09,29,1803774,1.6
,"Washoe County, NV",32031,Assault by other and unspecified firearm discharge,X95,10,400453,
,"Washoe County, NV",32031,"Assault by smoke, fire and flames",X97,11,400453,
,"Atlantic County, NJ",34001,Assault by other and unspecified firearm discharge,X95,14,271759,
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,25,513195,4.9
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,112,781027,14.3
,"Essex County, NJ",34013,Assault by sharp object,X99,10,781027,
,"Essex County, NJ",34013,Assault by unspecified means,Y09,13,781027,
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,16,613577,
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,21,362840,5.8
,"Middlesex County, NJ",34023,Assault by other and unspecified firearm discharge,X95,10,786890,
,"Monmouth County, NJ",34025,Assault by handgun discharge,X93,10,626934,
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,12,492730,
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,28,525153,5.3
,"Bernalillo County, NM",35001,Assault by handgun discharge,X93,15,628632,
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,16,628632,
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,95,1348164,7
,"Bronx County, NY",36005,Assault by sharp object,X99,27,1348164,2
,"Bronx County, NY",36005,Assault by unspecified means,Y09,12,1348164,
,"Bronx County, NY",36005,Sequelae of assault,Y87.1,11,1348164,
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,53,925564,5.7
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,144,2436132,5.9
,"Kings County, NY",36047,Assault by sharp object,X99,35,2436132,1.4
,"Kings County, NY",36047,Assault by unspecified means,Y09,15,2436132,
,"Kings County, NY",36047,Sequelae of assault,Y87.1,10,2436132,
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,36,738329,4.9
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,20,1324905,1.5
,"New York County, NY",36061,"Assault by hanging, strangulation and suffocation",X91,12,1578171,
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,43,1578171,2.7
,"New York County, NY",36061,Assault by sharp object,X99,21,1578171,1.3
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,53,2173862,2.4
,"Queens County, NY",36081,Assault by sharp object,X99,20,2173862,0.9
,"Queens County, NY",36081,Assault by unspecified means,Y09,10,2173862,
,"Richmond County, NY",36085,Assault by other and unspecified firearm discharge,X95,12,457577,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,20,1475626,1.4
,"Suffolk County, NY",36103,Assault by unspecified means,Y09,10,1475626,
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,16,931426,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,18,307365,
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,19,246929,
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,12,332110,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,26,458792,5.7
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,64,831507,7.7
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,21,128894,16.3
,"Union County, NC",37179,Assault by other and unspecified firearm discharge,X95,11,172529,
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,16,784038,
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,85,1312816,6.5
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,16,1312816,
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,15,1312816,
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,79,1115924,7.1
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,21,804913,2.6
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,58,804913,7.2
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,17,446769,
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,29,246112,11.8
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,36,543620,6.6
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,22,544660,4
,"Oklahoma County, OK",40109,Assault by handgun discharge,X93,20,690153,2.9
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,16,690153,
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,31,575014,5.4
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,10,683767,
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,79,1226025,6.4
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,11,401834,
,"Bucks County, PA",42017,Assault by other and unspecified firearm discharge,X95,11,619544,
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,10,260312,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,27,553806,4.9
,"Lancaster County, PA",42071,Assault by other and unspecified firearm discharge,X95,12,500922,
,"Lehigh County, PA",42077,Assault by other and unspecified firearm discharge,X95,12,336794,
,"Luzerne County, PA",42079,Assault by other and unspecified firearm discharge,X95,11,316837,
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,333,1488710,22.4
,"Philadelphia County, PA",42101,Assault by sharp object,X99,21,1488710,1.4
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,14,1488710,
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,15,631691,
,"Berkeley County, SC",45015,Assault by other and unspecified firearm discharge,X95,13,159501,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,41,334826,12.2
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,15,415957,
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,13,242194,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,27,357096,7.6
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,19,268898,
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,52,597597,8.7
,"Davidson County, TN",47037,Assault by unspecified means,Y09,11,597597,
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,14,321350,
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,14,411785,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,117,920106,12.7
,"Shelby County, TN",47157,Assault by sharp object,X99,10,920106,
,"Shelby County, TN",47157,Assault by unspecified means,Y09,23,920106,2.5
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,82,1573935,5.2
,"Bexar County, TX",48029,Assault by sharp object,X99,16,1573935,
,"Bexar County, TX",48029,Assault by unspecified means,Y09,13,1573935,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,157,2275434,6.9
,"Dallas County, TX",48113,Assault by sharp object,X99,14,2275434,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,33,2275434,1.5
,"Denton County, TX",48121,Assault by other and unspecified firearm discharge,X95,10,584561,
,"El Paso County, TX",48141,Assault by other and unspecified firearm discharge,X95,13,744795,
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,15,490916,
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,15,3807435,
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,333,3807435,8.7
,"Harris County, TX",48201,Assault by sharp object,X99,33,3807435,0.9
,"Harris County, TX",48201,Assault by unspecified means,Y09,38,3807435,1
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,18,695352,
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,10,245962,
,"Nueces County, TX",48355,Assault by other and unspecified firearm discharge,X95,14,329113,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,39,1662005,2.3
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,12,1662005,
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,15,925151,
,"Webb County, TX",48479,Assault by other and unspecified firearm discharge,X95,20,229307,8.7
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,11,966798,
,"Chesterfield County, VA",51041,Assault by other and unspecified firearm discharge,X95,14,298496,
,"Fairfax County, VA",51059,Assault by other and unspecified firearm discharge,X95,11,1018981,
,"Newport News city, VA",51700,Assault by handgun discharge,X93,14,183581,
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,15,243406,
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,45,198618,22.7
,"Virginia Beach city, VA",51810,Assault by handgun discharge,X93,13,437739,
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,39,1822967,2.1
,"King County, WA",53033,Assault by sharp object,X99,13,1822967,
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,22,763408,2.9
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,71,930263,7.6
