Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"San Diego County, CA",6073,Assault by other and unspecified firearm discharge,X95,39,3263431,1.2
,"San Diego County, CA",6073,Assault by sharp object,X99,13,3263431,
,"San Diego County, CA",6073,Assault by unspecified means,Y09,13,3263431,
,"San Francisco County, CA",6075,Assault by other and unspecified firearm discharge,X95,20,852469,2.3
,"San Joaquin County, CA",6077,Assault by other and unspecified firearm discharge,X95,51,715597,7.1
,"Santa Clara County, CA",6085,Assault by handgun discharge,X93,10,1894605,
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,12,1894605,
,"Santa Clara County, CA",6085,Assault by sharp object,X99,15,1894605,
,"Solano County, CA",6095,Assault by other and unspecified firearm discharge,X95,24,431131,5.6
,"Stanislaus County, CA",6099,Assault by other and unspecified firearm discharge,X95,14,531997,
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,22,458198,4.8
,"Ventura County, CA",6111,Assault by other and unspecified firearm discharge,X95,16,846178,
,"Arapahoe County, CO",8005,Assault by other and unspecified firearm discharge,X95,12,618821,
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,22,663862,3.3
,"El Paso County, CO",8041,Assault by other and unspecified firearm discharge,X95,15,663519,
,"Pueblo County, CO",8101,Assault by other and unspecified firearm discharge,X95,11,161875,
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,14,945438,
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,21,897985,2.3
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,19,861277,
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,30,552778,5.4
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,66,658893,10
,"District of Columbia, DC",11001,Assault by sharp object,X99,11,658893,
,"District of Columbia, DC",11001,Assault by unspecified means,Y09,13,658893,
,"Bay County, FL",12005,Assault by other and unspecified firearm discharge,X95,14,178985,
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,13,556885,
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,48,1869235,2.6
,"Broward County, FL",12011,Assault by sharp object,X99,14,1869235,
,"Broward County, FL",12011,Assault by unspecified means,Y09,11,1869235,
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,82,897698,9.1
,"Duval County, FL",12031,Assault by unspecified means,Y09,10,897698,
,"Escambia County, FL",12033,Assault by other and unspecified firearm discharge,X95,12,310659,
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,28,1316298,2.1
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,12,1316298,
,"Lee County, FL",12071,Assault by handgun discharge,X93,13,679513,
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,16,679513,
,"Manatee County, FL",12081,Assault by handgun discharge,X93,13,351746,
,"Marion County, FL",12083,Assault by other and unspecified firearm discharge,X95,14,339167,
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,191,2662874,7.2
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,14,2662874,
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,13,2662874,
,"Orange County, FL",12095,Assault by handgun discharge,X93,14,1253001,
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,54,1253001,4.3
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,65,1397710,4.7
,"Palm Beach County, FL",12099,Assault by sharp object,X99,14,1397710,
,"Palm Beach County, FL",12099,Assault by unspecified means,Y09,10,1397710,
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,21,938098,2.2
,"Pinellas County, FL",12103,Assault by unspecified means,Y09,11,938098,
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,16,634638,
,"St. Lucie County, FL",12111,Assault by other and unspecified firearm discharge,X95,14,291028,
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,12,153905,
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,23,283379,8.1
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,30,267542,11.2
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,25,730981,3.4
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,66,722161,9.1
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,96,996319,9.6
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,25,877922,2.8
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,15,200887,
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,15,201368,
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,454,5246456,8.7
,"Cook County, IL",17031,Assault by sharp object,X99,38,5246456,0.7
,"Cook County, IL",17031,Assault by unspecified means,Y09,25,5246456,0.5
,"Lake County, IL",17097,Assault by other and unspecified firearm discharge,X95,10,705186,
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,34,265729,12.8
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,15,685419,
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,16,288542,
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,13,365918,
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,51,490228,10.4
,"Lake County, IN",18089,Assault by unspecified means,Y09,14,490228,
,"Marion County, IN",18097,Assault by handgun discharge,X93,13,934243,
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,101,934243,10.8
,"Marion County, IN",18097,Assault by unspecified means,Y09,12,934243,
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,14,267618,
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,17,508803,
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,25,161636,15.5
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,49,760026,6.4
,"Ascension Parish, LA",22005,Assault by other and unspecified firearm discharge,X95,10,117029,
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,20,252603,7.9
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,58,446042,13
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,41,435716,9.4
,"Lafayette Parish, LA",22055,Assault by other and unspecified firearm discharge,X95,10,235644,
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,124,384320,32.3
,"Rapides Parish, LA",22079,Assault by other and unspecified firearm discharge,X95,17,132488,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,29,826925,3.5
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,42,904430,4.6
,"Prince George's County, MD",24033,Assault by unspecified means,Y09,13,904430,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,135,622793,21.7
,"Baltimore city, MD",24510,Assault by sharp object,X99,22,622793,3.5
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,14,622793,
,"Essex County, MA",25009,Assault by other and unspecified firearm discharge,X95,10,769091,
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,12,468161,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,38,767254,5
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,27,412895,6.5
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,19,860112,
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,18,1237868,
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,12,195012,
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,256,1764804,14.5
,"Wayne County, MI",26163,Assault by sharp object,X99,18,1764804,
,"Wayne County, MI",26163,Assault by other specified means,Y08,13,1764804,
,"Wayne County, MI",26163,Assault by unspecified means,Y09,20,1764804,1.1
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,25,1212064,2.1
,"Hinds County, MS",28049,Assault by handgun discharge,X93,42,243729,17.2
,"Hinds County, MS",28049,Assault by other and unspecified firearm discharge,X95,16,243729,
,"Lauderdale County, MS",28075,Assault by other and unspecified firearm discharge,X95,12,79739,
,"Jackson County, MO",29095,Assault by handgun discharge,X93,12,683191,
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,50,683191,7.3
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,73,1001876,7.3
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,104,317419,32.8
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,26,543244,4.8
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,81,2069681,3.9
,"Clark County, NV",32003,Assault by sharp object,X99,24,2069681,1.2
,"Clark County, NV",32003,Assault by unspecified means,Y09,22,2069681,1.1
,"Washoe County, NV",32031,Assault by other and unspecified firearm discharge,X95,13,440078,
,"Burlington County, NJ",34005,Assault by other and unspecified firearm discharge,X95,11,449722,
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,27,511038,5.3
,"Cumberland County, NJ",34011,Assault by other and unspecified firearm discharge,X95,13,157389,
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,92,795723,11.6
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,16,669115,
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,23,371537,6.2
,"Middlesex County, NJ",34023,Assault by other and unspecified firearm discharge,X95,10,836297,
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,18,508856,
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,16,552939,
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,20,675551,3
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,57,1438159,4
,"Bronx County, NY",36005,Assault by sharp object,X99,27,1438159,1.9
,"Bronx County, NY",36005,Assault by unspecified means,Y09,11,1438159,
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,47,922835,5.1
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,74,2621793,2.8
,"Kings County, NY",36047,Assault by sharp object,X99,35,2621793,1.3
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,24,749857,3.2
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,14,1358627,
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,23,1636268,1.4
,"Onondaga County, NY",36067,Assault by other and unspecified firearm discharge,X95,10,468196,
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,36,2321580,1.6
,"Queens County, NY",36081,Assault by sharp object,X99,16,2321580,
,"Richmond County, NY",36085,Assault by other and unspecified firearm discharge,X95,10,473279,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,14,1502968,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,25,326328,7.7
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,16,294460,
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,14,365298,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,18,512119,
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,45,1012539,4.4
,"New Hanover County, NC",37129,Assault by other and unspecified firearm discharge,X95,13,216298,
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,28,134760,20.8
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,24,998691,2.4
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,95,1259828,7.5
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,12,1259828,
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,82,1231393,6.7
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,18,806631,
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,49,806631,6.1
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,13,435286,
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,18,233204,
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,30,533116,5.6
,"Stark County, OH",39151,Assault by other and unspecified firearm discharge,X95,11,375736,
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,16,541943,
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,33,766215,4.3
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,27,629598,4.3
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,13,776712,
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,83,1231255,6.7
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,13,271453,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,38,562960,6.8
,"Lehigh County, PA",42077,Assault by other and unspecified firearm discharge,X95,11,357823,
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,198,1560297,12.7
,"Philadelphia County, PA",42101,Assault by sharp object,X99,18,1560297,
,"York County, PA",42133,Assault by other and unspecified firearm discharge,X95,11,440755,
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,11,631974,
,"Providence County, RI",44007,Assault by unspecified means,Y09,11,631974,
,"Aiken County, SC",45003,Assault by other and unspecified firearm discharge,X95,10,164753,
,"Anderson County, SC",45007,Assault by other and unspecified firearm discharge,X95,12,192810,
,"Berkeley County, SC",45015,Assault by other and unspecified firearm discharge,X95,13,198205,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,33,381015,8.7
,"Dorchester County, SC",45035,Assault by other and unspecified firearm discharge,X95,11,148469,
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,15,482752,
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,18,298832,
,"Orangeburg County, SC",45075,Assault by other and unspecified firearm discharge,X95,11,90090,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,27,401566,6.7
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,40,668347,6
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,23,351220,6.5
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,13,448644,
,"Madison County, TN",47113,Assault by other and unspecified firearm discharge,X95,14,98178,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,139,938803,14.8
,"Shelby County, TN",47157,Assault by sharp object,X99,11,938803,
,"Shelby County, TN",47157,Assault by unspecified means,Y09,10,938803,
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,18,329140,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,88,1855866,4.7
,"Bexar County, TX",48029,Assault by unspecified means,Y09,17,1855866,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,105,2518638,4.2
,"Dallas County, TX",48113,Assault by sharp object,X99,16,2518638,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,17,2518638,
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,15,685345,
,"Gregg County, TX",48183,Assault by other and unspecified firearm discharge,X95,12,123204,
,"Harris County, TX",48201,"Assault by hanging, strangulation and suffocation",X91,13,4441370,
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,252,4441370,5.7
,"Harris County, TX",48201,Assault by sharp object,X99,26,4441370,0.6
,"Harris County, TX",48201,Assault by unspecified means,Y09,38,4441370,0.9
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,18,831073,
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,18,252235,
,"Lubbock County, TX",48303,Assault by other and unspecified firearm discharge,X95,11,293974,
,"Nueces County, TX",48355,Assault by other and unspecified firearm discharge,X95,20,356221,5.6
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,61,1945360,3.1
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,13,1151145,
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,13,1091742,
,"Chesterfield County, VA",51041,Assault by other and unspecified firearm discharge,X95,13,332499,
,"Norfolk city, VA",51710,Assault by other and unspecified firearm discharge,X95,13,245428,
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,23,217853,10.6
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,32,2079967,1.5
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,19,956406,
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,58,956406,6.1
