Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,New York,36,Assault by other and unspecified firearm discharge,X95,490,19171567,2.6
,New York,36,"Assault by smoke, fire and flames",X97,13,19171567,
,New York,36,Assault by sharp object,X99,165,19171567,0.9
,New York,36,Assault by other specified means,Y08,17,19171567,
,New York,36,Assault by unspecified means,Y09,80,19171567,0.4
,New York,36,Sequelae of assault,Y87.1,12,19171567,
Total,New York,36,,,860,19171567,4.5
,North Carolina,37,"Assault by hanging, strangulation and suffocation",X91,22,8553152,0.3
,North Carolina,37,"Assault by rifle, shotgun and larger firearm discharge",X94,21,8553152,0.2
,North Carolina,37,Assault by other and unspecified firearm discharge,X95,387,8553152,4.5
,North Carolina,37,Assault by sharp object,X99,95,8553152,1.1
,North Carolina,37,Assault by other specified means,Y08,10,8553152,
,North Carolina,37,Assault by unspecified means,Y09,55,8553152,0.6
Total,North Carolina,37,,,613,8553152,7.2
Total,North Dakota,38,,,11,644705,
,Ohio,39,Assault by gases and vapours,X88,10,11452251,
,Ohio,39,"Assault by hanging, strangulation and suffocation",X91,25,11452251,0.2
,Ohio,39,Assault by handgun discharge,X93,55,11452251,0.5
,Ohio,39,"Assault by rifle, shotgun and larger firearm discharge",X94,21,11452251,0.2
,Ohio,39,Assault by other and unspecified firearm discharge,X95,264,11452251,2.3
,Ohio,39,"Assault by smoke, fire and flames",X97,11,11452251,
,Ohio,39,Assault by sharp object,X99,63,11452251,0.6
,Ohio,39,Assault by unspecified means,Y09,74,11452251,0.6
,Ohio,39,Sequelae of assault,Y87.1,13,11452251,
Total,Ohio,39,,,563,11452251,4.9
,Oklahoma,40,Assault by handgun discharge,X93,14,3525233,
,Oklahoma,40,"Assault by rifle, shotgun and larger firearm discharge",X94,19,3525233,
,Oklahoma,40,Assault by other and unspecified firearm discharge,X95,91,3525233,2.6
,Oklahoma,40,Assault by sharp object,X99,28,3525233,0.8
,Oklahoma,40,Assault by unspecified means,Y09,40,3525233,1.1
Total,Oklahoma,40,,,221,3525233,6.3
,Oregon,41,Assault by handgun discharge,X93,37,3569463,1
,Oregon,41,Assault by other and unspecified firearm discharge,X95,23,3569463,0.6
,Oregon,41,Assault by sharp object,X99,16,3569463,
,Oregon,41,Assault by unspecified means,Y09,16,3569463,
Total,Oregon,41,,,112,3569463,3.1
,Pennsylvania,42,"Assault by hanging, strangulation and suffocation",X91,25,12410722,0.2
,Pennsylvania,42,Assault by handgun discharge,X93,10,12410722,
,Pennsylvania,42,"Assault by rifle, shotgun and larger firearm discharge",X94,11,12410722,
,Pennsylvania,42,Assault by other and unspecified firearm discharge,X95,483,12410722,3.9
,Pennsylvania,42,"Assault by smoke, fire and flames",X97,11,12410722,
,Pennsylvania,42,Assault by sharp object,X99,61,12410722,0.5
,Pennsylvania,42,Assault by other specified means,Y08,12,12410722,
,Pennsylvania,42,Assault by unspecified means,Y09,47,12410722,0.4
Total,Pennsylvania,42,,,683,12410722,5.5
,Rhode Island,44,Assault by other and unspecified firearm discharge,X95,17,1074579,
Total,Rhode Island,44,,,29,1074579,2.7
,South Carolina,45,"Assault by hanging, strangulation and suffocation",X91,12,4210921,
,South Carolina,45,"Assault by rifle, shotgun and larger firearm discharge",X94,15,4210921,
,South Carolina,45,Assault by other and unspecified firearm discharge,X95,201,4210921,4.8
,South Carolina,45,Assault by sharp object,X99,46,4210921,1.1
,South Carolina,45,Assault by unspecified means,Y09,22,4210921,0.5
Total,South Carolina,45,,,323,4210921,7.7
Total,South Dakota,46,,,24,770396,3.1
,Tennessee,47,"Assault by hanging, strangulation and suffocation",X91,18,5910809,
,Tennessee,47,Assault by handgun discharge,X93,13,5910809,
,Tennessee,47,"Assault by rifle, shotgun and larger firearm discharge",X94,28,5910809,0.5
,Tennessee,47,Assault by other and unspecified firearm discharge,X95,245,5910809,4.1
,Tennessee,47,Assault by sharp object,X99,51,5910809,0.9
,Tennessee,47,Assault by other specified means,Y08,12,5910809,
,Tennessee,47,Assault by unspecified means,Y09,36,5910809,0.6
Total,Tennessee,47,,,417,5910809,7.1
,Texas,48,"Assault by drugs, medicaments and biological substances",X85,10,22394023,
,Texas,48,"Assault by hanging, strangulation and suffocation",X91,48,22394023,0.2
,Texas,48,Assault by handgun discharge,X93,14,22394023,
,Texas,48,"Assault by rifle, shotgun and larger firearm discharge",X94,86,22394023,0.4
,Texas,48,Assault by other and unspecified firearm discharge,X95,823,22394023,3.7
,Texas,48,Assault by sharp object,X99,176,22394023,0.8
,Texas,48,Assault by other specified means,Y08,12,22394023,
,Texas,48,Assault by unspecified means,Y09,186,22394023,0.8
,Texas,48,Sequelae of assault,Y87.1,15,22394023,
Total,Texas,48,,,1416,22394023,6.3
,Utah,49,Assault by other and unspecified firearm discharge,X95,22,2401580,0.9
Total,Utah,49,,,45,2401580,1.9
Total,Vermont,50,,,10,619920,
,Virginia,51,"Assault by hanging, strangulation and suffocation",X91,14,7475575,
,Virginia,51,Assault by handgun discharge,X93,87,7475575,1.2
,Virginia,51,"Assault by rifle, shotgun and larger firearm discharge",X94,28,7475575,0.4
,Virginia,51,Assault by other and unspecified firearm discharge,X95,180,7475575,2.4
,Virginia,51,Assault by sharp object,X99,48,7475575,0.6
,Virginia,51,Assault by unspecified means,Y09,32,7475575,0.4
Total,Virginia,51,,,407,7475575,5.4
,Washington,53,"Assault by hanging, strangulation and suffocation",X91,11,6178645,
,Washington,53,Assault by handgun discharge,X93,45,6178645,0.7
,Washington,53,"Assault by rifle, shotgun and larger firearm discharge",X94,15,6178645,
,Washington,53,Assault by other and unspecified firearm discharge,X95,62,6178645,1
,Washington,53,Assault by sharp object,X99,32,6178645,0.5
,Washington,53,Assault by unspecified means,Y09,28,6178645,0.5
Total,Washington,53,,,217,6178645,3.5
,West Virginia,54,Assault by other and unspecified firearm discharge,X95,41,1816438,2.3
,West Virginia,54,Assault by sharp object,X99,11,1816438,
Total,West Virginia,54,,,79,1816438,4.3
,Wisconsin,55,Assault by handgun discharge,X93,65,5514026,1.2
,Wisconsin,55,"Assault by rifle, shotgun and larger firearm discharge",X94,13,5514026,
,Wisconsin,55,Assault by other and unspecified firearm discharge,X95,15,5514026,
,Wisconsin,55,Assault by sharp object,X99,18,5514026,
,Wisconsin,55,Assault by unspecified means,Y09,11,5514026,
Total,Wisconsin,55,,,151,5514026,2.7
Total,Wyoming,56,,,19,509106,
Total,,,,,17357,292805298,5.9
