Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Missouri,29,Assault by sharp object,X99,42,5595211,0.8
,Missouri,29,Assault by unspecified means,Y09,38,5595211,0.7
Total,Missouri,29,,,398,5595211,7.1
,Montana,30,Assault by other and unspecified firearm discharge,X95,10,902195,
Total,Montana,30,,,35,902195,3.9
,Nebraska,31,Assault by other and unspecified firearm discharge,X95,37,1711263,2.2
Total,Nebraska,31,,,64,1711263,3.7
,Nevada,32,Assault by handgun discharge,X93,18,1998257,
,Nevada,32,Assault by other and unspecified firearm discharge,X95,62,1998257,3.1
,Nevada,32,Assault by sharp object,X99,15,1998257,
,Nevada,32,Assault by unspecified means,Y09,13,1998257,
Total,Nevada,32,,,134,1998257,6.7
Total,New Hampshire,33,,,15,1235786,
,New Jersey,34,Assault by handgun discharge,X93,13,8414350,
,New Jersey,34,Assault by other and unspecified firearm discharge,X95,151,8414350,1.8
,New Jersey,34,Assault by sharp object,X99,69,8414350,0.8
,New Jersey,34,Assault by other specified means,Y08,13,8414350,
,New Jersey,34,Assault by unspecified means,Y09,39,8414350,0.5
Total,New Jersey,34,,,320,8414350,3.8
,New Mexico,35,Assault by handgun discharge,X93,33,1819046,1.8
,New Mexico,35,"Assault by rifle, shotgun and larger firearm discharge",X94,11,1819046,
,New Mexico,35,Assault by other and unspecified firearm discharge,X95,55,1819046,3
,New Mexico,35,Assault by sharp object,X99,25,1819046,1.4
,New Mexico,35,Assault by unspecified means,Y09,16,1819046,
Total,New Mexico,35,,,160,1819046,8.8
,New York,36,"Assault by hanging, strangulation and suffocation",X91,36,18976457,0.2
,New York,36,"Assault by rifle, shotgun and larger firearm discharge",X94,27,18976457,0.1
,New York,36,Assault by other and unspecified firearm discharge,X95,572,18976457,3
,New York,36,"Assault by smoke, fire and flames",X97,15,18976457,
,New York,36,Assault by sharp object,X99,158,18976457,0.8
,New York,36,By unspecified person,Y07.9,10,18976457,
,New York,36,Assault by other specified means,Y08,34,18976457,0.2
,New York,36,Assault by unspecified means,Y09,98,18976457,0.5
Total,New York,36,,,991,18976457,5.2
,North Carolina,37,"Assault by hanging, strangulation and suffocation",X91,31,8049313,0.4
,North Carolina,37,"Assault by rifle, shotgun and larger firearm discharge",X94,30,8049313,0.4
,North Carolina,37,Assault by other and unspecified firearm discharge,X95,426,8049313,5.3
,North Carolina,37,Assault by sharp object,X99,58,8049313,0.7
,North Carolina,37,Assault by other specified means,Y08,18,8049313,
,North Carolina,37,Assault by unspecified means,Y09,60,8049313,0.7
Total,North Carolina,37,,,657,8049313,8.2
Total,North Dakota,38,,,12,642200,
,Ohio,39,"Assault by hanging, strangulation and suffocation",X91,26,11353140,0.2
,Ohio,39,Assault by handgun discharge,X93,15,11353140,
,Ohio,39,"Assault by rifle, shotgun and larger firearm discharge",X94,15,11353140,
,Ohio,39,Assault by other and unspecified firearm discharge,X95,223,11353140,2
,Ohio,39,"Assault by smoke, fire and flames",X97,16,11353140,
,Ohio,39,Assault by sharp object,X99,59,11353140,0.5
,Ohio,39,Assault by other specified means,Y08,32,11353140,0.3
,Ohio,39,Assault by unspecified means,Y09,40,11353140,0.4
Total,Ohio,39,,,465,11353140,4.1
,Oklahoma,40,"Assault by hanging, strangulation and suffocation",X91,10,3450654,
,Oklahoma,40,"Assault by rifle, shotgun and larger firearm discharge",X94,12,3450654,
,Oklahoma,40,Assault by other and unspecified firearm discharge,X95,103,3450654,3
,Oklahoma,40,Assault by sharp object,X99,29,3450654,0.8
,Oklahoma,40,Assault by unspecified means,Y09,27,3450654,0.8
Total,Oklahoma,40,,,200,3450654,5.8
,Oregon,41,Assault by handgun discharge,X93,21,3421399,0.6
,Oregon,41,Assault by other and unspecified firearm discharge,X95,35,3421399,1
Total,Oregon,41,,,91,3421399,2.7
,Pennsylvania,42,"Assault by hanging, strangulation and suffocation",X91,29,12281054,0.2
,Pennsylvania,42,Assault by other and unspecified firearm discharge,X95,430,12281054,3.5
,Pennsylvania,42,"Assault by smoke, fire and flames",X97,16,12281054,
,Pennsylvania,42,Assault by sharp object,X99,20,12281054,0.2
,Pennsylvania,42,Assault by other specified means,Y08,65,12281054,0.5
,Pennsylvania,42,Assault by unspecified means,Y09,53,12281054,0.4
Total,Pennsylvania,42,,,650,12281054,5.3
,Rhode Island,44,Assault by other and unspecified firearm discharge,X95,27,1048319,2.6
Total,Rhode Island,44,,,39,1048319,3.7
,South Carolina,45,"Assault by hanging, strangulation and suffocation",X91,10,4012012,
,South Carolina,45,"Assault by rifle, shotgun and larger firearm discharge",X94,18,4012012,
,South Carolina,45,Assault by other and unspecified firearm discharge,X95,146,4012012,3.6
,South Carolina,45,Assault by sharp object,X99,20,4012012,0.5
,South Carolina,45,Assault by other specified means,Y08,42,4012012,1
,South Carolina,45,Assault by unspecified means,Y09,55,4012012,1.4
Total,South Carolina,45,,,326,4012012,8.1
Total,South Dakota,46,,,14,754844,
,Tennessee,47,"Assault by hanging, strangulation and suffocation",X91,17,5689283,
,Tennessee,47,Assault by handgun discharge,X93,17,5689283,
,Tennessee,47,"Assault by rifle, shotgun and larger firearm discharge",X94,28,5689283,0.5
,Tennessee,47,Assault by other and unspecified firearm discharge,X95,298,5689283,5.2
,Tennessee,47,Assault by sharp object,X99,51,5689283,0.9
,Tennessee,47,Assault by unspecified means,Y09,33,5689283,0.6
Total,Tennessee,47,,,471,5689283,8.3
,Texas,48,"Assault by hanging, strangulation and suffocation",X91,45,20851820,0.2
,Texas,48,Assault by handgun discharge,X93,32,20851820,0.2
,Texas,48,"Assault by rifle, shotgun and larger firearm discharge",X94,71,20851820,0.3
,Texas,48,Assault by other and unspecified firearm discharge,X95,701,20851820,3.4
,Texas,48,Assault by sharp object,X99,128,20851820,0.6
,Texas,48,Assault by blunt object,Y00,22,20851820,0.1
,Texas,48,Assault by pushing or placing victim before moving object,Y02,23,20851820,0.1
,Texas,48,Assault by crashing of motor vehicle,Y03,15,20851820,
,Texas,48,Assault by bodily force,Y04,13,20851820,
,Texas,48,By unspecified person,Y07.9,12,20851820,
,Texas,48,Assault by other specified means,Y08,93,20851820,0.4
,Texas,48,Assault by unspecified means,Y09,129,20851820,0.6
,Texas,48,Sequelae of assault,Y87.1,14,20851820,
Total,Texas,48,,,1317,20851820,6.3
Total,Utah,49,,,52,2233169,2.3
Total,Vermont,50,,,11,608827,
,Virginia,51,"Assault by hanging, strangulation and suffocation",X91,19,7078515,
,Virginia,51,Assault by handgun discharge,X93,116,7078515,1.6
,Virginia,51,"Assault by rifle, shotgun and larger firearm discharge",X94,20,7078515,0.3
,Virginia,51,Assault by other and unspecified firearm discharge,X95,148,7078515,2.1
,Virginia,51,Assault by sharp object,X99,60,7078515,0.8
,Virginia,51,Assault by blunt object,Y00,10,7078515,
,Virginia,51,Assault by other specified means,Y08,16,7078515,
,Virginia,51,Assault by unspecified means,Y09,29,7078515,0.4
Total,Virginia,51,,,435,7078515,6.1
,Washington,53,"Assault by hanging, strangulation and suffocation",X91,11,5894121,
,Washington,53,Assault by handgun discharge,X93,34,5894121,0.6
,Washington,53,"Assault by rifle, shotgun and larger firearm discharge",X94,16,5894121,
,Washington,53,Assault by other and unspecified firearm discharge,X95,62,5894121,1.1
,Washington,53,Assault by sharp object,X99,17,5894121,
,Washington,53,Assault by other specified means,Y08,17,5894121,
,Washington,53,Assault by unspecified means,Y09,26,5894121,0.4
Total,Washington,53,,,200,5894121,3.4
,West Virginia,54,Assault by other and unspecified firearm discharge,X95,43,1808344,2.4
Total,West Virginia,54,,,80,1808344,4.4
,Wisconsin,55,"Assault by hanging, strangulation and suffocation",X91,10,5363675,
,Wisconsin,55,Assault by handgun discharge,X93,80,5363675,1.5
,Wisconsin,55,"Assault by rifle, shotgun and larger firearm discharge",X94,13,5363675,
,Wisconsin,55,Assault by other and unspecified firearm discharge,X95,19,5363675,
,Wisconsin,55,Assault by sharp object,X99,18,5363675,
Total,Wisconsin,55,,,174,5363675,3.2
Total,Wyoming,56,,,10,493782,
Total,,,,,16765,281421906,6
