Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Florida,12,Assault by handgun discharge,X93,89,18801310,0.5
,Florida,12,"Assault by rifle, shotgun and larger firearm discharge",X94,31,18801310,0.2
,Florida,12,Assault by other and unspecified firearm discharge,X95,647,18801310,3.4
,Florida,12,Assault by sharp object,X99,108,18801310,0.6
,Florida,12,By unspecified person,Y07.9,13,18801310,
,Florida,12,Assault by other specified means,Y08,18,18801310,
,Florida,12,Assault by unspecified means,Y09,135,18801310,0.7
,Florida,12,Sequelae of assault,Y87.1,21,18801310,0.1
Total,Florida,12,,,1114,18801310,5.9
,Georgia,13,"Assault by hanging, strangulation and suffocation",X91,29,9687653,0.3
,Georgia,13,Assault by handgun discharge,X93,17,9687653,
,Georgia,13,"Assault by rifle, shotgun and larger firearm discharge",X94,14,9687653,
,Georgia,13,Assault by other and unspecified firearm discharge,X95,412,9687653,4.3
,Georgia,13,Assault by sharp object,X99,68,9687653,0.7
,Georgia,13,Assault by unspecified means,Y09,57,9687653,0.6
Total,Georgia,13,,,640,9687653,6.6
Total,Hawaii,15,,,24,1360301,1.8
,Idaho,16,Assault by other and unspecified firearm discharge,X95,11,1567582,
Total,Idaho,16,,,23,1567582,1.5
,Illinois,17,"Assault by drugs, medicaments and biological substances",X85,10,12830632,
,Illinois,17,"Assault by hanging, strangulation and suffocation",X91,27,12830632,0.2
,Illinois,17,Assault by other and unspecified firearm discharge,X95,562,12830632,4.4
,Illinois,17,Assault by sharp object,X99,69,12830632,0.5
,Illinois,17,By unspecified person,Y07.9,12,12830632,
,Illinois,17,Assault by unspecified means,Y09,47,12830632,0.4
,Illinois,17,Sequelae of assault,Y87.1,10,12830632,
Total,Illinois,17,,,783,12830632,6.1
,Indiana,18,Assault by handgun discharge,X93,20,6483802,0.3
,Indiana,18,Assault by other and unspecified firearm discharge,X95,196,6483802,3
,Indiana,18,Assault by sharp object,X99,24,6483802,0.4
,Indiana,18,Assault by unspecified means,Y09,34,6483802,0.5
Total,Indiana,18,,,315,6483802,4.9
,Iowa,19,Assault by handgun discharge,X93,11,3046355,
,Iowa,19,"Assault by rifle, shotgun and larger firearm discharge",X94,12,3046355,
,Iowa,19,Assault by other and unspecified firearm discharge,X95,11,3046355,
Total,Iowa,19,,,55,3046355,1.8
,Kansas,20,Assault by other and unspecified firearm discharge,X95,60,2853118,2.1
,Kansas,20,Assault by unspecified means,Y09,17,2853118,
Total,Kansas,20,,,105,2853118,3.7
,Kentucky,21,"Assault by hanging, strangulation and suffocation",X91,13,4339367,
,Kentucky,21,"Assault by rifle, shotgun and larger firearm discharge",X94,10,4339367,
,Kentucky,21,Assault by other and unspecified firearm discharge,X95,107,4339367,2.5
,Kentucky,21,Assault by sharp object,X99,15,4339367,
,Kentucky,21,Assault by unspecified means,Y09,34,4339367,0.8
Total,Kentucky,21,,,199,4339367,4.6
,Louisiana,22,"Assault by hanging, strangulation and suffocation",X91,11,4533372,
,Louisiana,22,"Assault by rifle, shotgun and larger firearm discharge",X94,13,4533372,
,Louisiana,22,Assault by other and unspecified firearm discharge,X95,418,4533372,9.2
,Louisiana,22,Assault by sharp object,X99,44,4533372,1
,Louisiana,22,Assault by other specified means,Y08,10,4533372,
,Louisiana,22,Assault by unspecified means,Y09,29,4533372,0.6
Total,Louisiana,22,,,541,4533372,11.9
Total,Maine,23,,,26,1328361,2
,Maryland,24,Assault by other and unspecified firearm discharge,X95,302,5773552,5.2
,Maryland,24,Assault by sharp object,X99,47,5773552,0.8
,Maryland,24,Assault by blunt object,Y00,10,5773552,
,Maryland,24,Assault by unspecified means,Y09,54,5773552,0.9
Total,Maryland,24,,,438,5773552,7.6
,Massachusetts,25,Assault by other and unspecified firearm discharge,X95,122,6547629,1.9
,Massachusetts,25,Assault by sharp object,X99,44,6547629,0.7
,Massachusetts,25,Assault by unspecified means,Y09,19,6547629,
Total,Massachusetts,25,,,204,6547629,3.1
,Michigan,26,"Assault by hanging, strangulation and suffocation",X91,13,9883640,
,Michigan,26,"Assault by rifle, shotgun and larger firearm discharge",X94,23,9883640,0.2
,Michigan,26,Assault by other and unspecified firearm discharge,X95,409,9883640,4.1
,Michigan,26,Assault by sharp object,X99,58,9883640,0.6
,Michigan,26,Assault by other specified means,Y08,24,9883640,0.2
,Michigan,26,Assault by unspecified means,Y09,33,9883640,0.3
,Michigan,26,Sequelae of assault,Y87.1,10,9883640,
Total,Michigan,26,,,610,9883640,6.2
,Minnesota,27,Assault by other and unspecified firearm discharge,X95,56,5303925,1.1
,Minnesota,27,Assault by unspecified means,Y09,24,5303925,0.5
Total,Minnesota,27,,,112,5303925,2.1
,Mississippi,28,Assault by handgun discharge,X93,54,2967297,1.8
,Mississippi,28,"Assault by rifle, shotgun and larger firearm discharge",X94,19,2967297,
,Mississippi,28,Assault by other and unspecified firearm discharge,X95,132,2967297,4.4
,Mississippi,28,Assault by sharp object,X99,30,2967297,1
,Mississippi,28,Assault by unspecified means,Y09,19,2967297,
Total,Mississippi,28,,,284,2967297,9.6
,Missouri,29,"Assault by hanging, strangulation and suffocation",X91,12,5988927,
,Missouri,29,Assault by handgun discharge,X93,18,5988927,
,Missouri,29,"Assault by rifle, shotgun and larger firearm discharge",X94,14,5988927,
,Missouri,29,Assault by other and unspecified firearm discharge,X95,303,5988927,5.1
,Missouri,29,Assault by sharp object,X99,25,5988927,0.4
,Missouri,29,Assault by unspecified means,Y09,40,5988927,0.7
Total,Missouri,29,,,438,5988927,7.3
,Montana,30,Assault by other and unspecified firearm discharge,X95,13,989415,
Total,Montana,30,,,30,989415,3
,Nebraska,31,Assault by other and unspecified firearm discharge,X95,37,1826341,2
Total,Nebraska,31,,,60,1826341,3.3
,Nevada,32,Assault by other and unspecified firearm discharge,X95,86,2700551,3.2
,Nevada,32,Assault by sharp object,X99,20,2700551,0.7
,Nevada,32,By unspecified person,Y07.9,10,2700551,
,Nevada,32,Assault by unspecified means,Y09,28,2700551,1
Total,Nevada,32,,,164,2700551,6.1
Total,New Hampshire,33,,,19,1316470,
,New Jersey,34,"Assault by hanging, strangulation and suffocation",X91,14,8791894,
,New Jersey,34,"Assault by rifle, shotgun and larger firearm discharge",X94,11,8791894,
,New Jersey,34,Assault by other and unspecified firearm discharge,X95,246,8791894,2.8
,New Jersey,34,Assault by sharp object,X99,50,8791894,0.6
,New Jersey,34,Assault by unspecified means,Y09,51,8791894,0.6
Total,New Jersey,34,,,388,8791894,4.4
,New Mexico,35,Assault by handgun discharge,X93,29,2059179,1.4
,New Mexico,35,"Assault by rifle, shotgun and larger firearm discharge",X94,12,2059179,
,New Mexico,35,Assault by other and unspecified firearm discharge,X95,35,2059179,1.7
,New Mexico,35,Assault by sharp object,X99,22,2059179,1.1
,New Mexico,35,Assault by other specified means,Y08,18,2059179,
,New Mexico,35,Assault by unspecified means,Y09,28,2059179,1.4
Total,New Mexico,35,,,152,2059179,7.4
,New York,36,"Assault by hanging, strangulation and suffocation",X91,41,19378102,0.2
,New York,36,"Assault by rifle, shotgun and larger firearm discharge",X94,19,19378102,
,New York,36,Assault by other and unspecified firearm discharge,X95,501,19378102,2.6
,New York,36,"Assault by smoke, fire and flames",X97,10,19378102,
,New York,36,Assault by sharp object,X99,167,19378102,0.9
,New York,36,By unspecified person,Y07.9,13,19378102,
,New York,36,Assault by other specified means,Y08,10,19378102,
,New York,36,Assault by unspecified means,Y09,94,19378102,0.5
,New York,36,Sequelae of assault,Y87.1,19,19378102,
Total,New York,36,,,898,19378102,4.6
,North Carolina,37,"Assault by hanging, strangulation and suffocation",X91,23,9535483,0.2
,North Carolina,37,"Assault by rifle, shotgun and larger firearm discharge",X94,25,9535483,0.3
,North Carolina,37,Assault by other and unspecified firearm discharge,X95,347,9535483,3.6
,North Carolina,37,Assault by sharp object,X99,59,9535483,0.6
,North Carolina,37,Assault by unspecified means,Y09,61,9535483,0.6
Total,North Carolina,37,,,539,9535483,5.7
Total,North Dakota,38,,,14,672591,
,Ohio,39,"Assault by hanging, strangulation and suffocation",X91,24,11536504,0.2
,Ohio,39,Assault by handgun discharge,X93,14,11536504,
,Ohio,39,"Assault by rifle, shotgun and larger firearm discharge",X94,10,11536504,
,Ohio,39,Assault by other and unspecified firearm discharge,X95,372,11536504,3.2
,Ohio,39,Assault by sharp object,X99,55,11536504,0.5
,Ohio,39,Assault by unspecified means,Y09,53,11536504,0.5
,Ohio,39,Sequelae of assault,Y87.1,11,11536504,
Total,Ohio,39,,,569,11536504,4.9
,Oklahoma,40,Assault by handgun discharge,X93,43,3751351,1.1
,Oklahoma,40,"Assault by rifle, shotgun and larger firearm discharge",X94,11,3751351,
,Oklahoma,40,Assault by other and unspecified firearm discharge,X95,77,3751351,2.1
,Oklahoma,40,Assault by sharp object,X99,22,3751351,0.6
,Oklahoma,40,Assault by unspecified means,Y09,42,3751351,1.1
Total,Oklahoma,40,,,214,3751351,5.7
,Oregon,41,"Assault by hanging, strangulation and suffocation",X91,10,3831074,
,Oregon,41,Assault by handgun discharge,X93,21,3831074,0.5
,Oregon,41,"Assault by rifle, shotgun and larger firearm discharge",X94,10,3831074,
,Oregon,41,Assault by other and unspecified firearm discharge,X95,29,3831074,0.8
,Oregon,41,Assault by sharp object,X99,16,3831074,
,Oregon,41,Assault by unspecified means,Y09,22,3831074,0.6
Total,Oregon,41,,,115,3831074,3
,Pennsylvania,42,"Assault by hanging, strangulation and suffocation",X91,20,12702379,0.2
,Pennsylvania,42,"Assault by rifle, shotgun and larger firearm discharge",X94,12,12702379,
,Pennsylvania,42,Assault by other and unspecified firearm discharge,X95,486,12702379,3.8
,Pennsylvania,42,Assault by sharp object,X99,63,12702379,0.5
,Pennsylvania,42,Assault by other specified means,Y08,13,12702379,
,Pennsylvania,42,Assault by unspecified means,Y09,56,12702379,0.4
,Pennsylvania,42,Sequelae of assault,Y87.1,13,12702379,
Total,Pennsylvania,42,,,689,12702379,5.4
,Rhode Island,44,Assault by other and unspecified firearm discharge,X95,15,1052567,
Total,Rhode Island,44,,,27,1052567,2.6
,South Carolina,45,Assault by other and unspecified firearm discharge,X95,218,4625364,4.7
,South Carolina,45,Assault by sharp object,X99,30,4625364,0.6
,South Carolina,45,Assault by unspecified means,Y09,25,4625364,0.5
Total,South Carolina,45,,,322,4625364,7
Total,South Dakota,46,,,17,814180,
,Tennessee,47,"Assault by hanging, strangulation and suffocation",X91,18,6346105,
,Tennessee,47,"Assault by rifle, shotgun and larger firearm discharge",X94,13,6346105,
,Tennessee,47,Assault by other and unspecified firearm discharge,X95,277,6346105,4.4
,Tennessee,47,Assault by sharp object,X99,33,6346105,0.5
,Tennessee,47,Assault by unspecified means,Y09,52,6346105,0.8
Total,Tennessee,47,,,410,6346105,6.5
,Texas,48,"Assault by hanging, strangulation and suffocation",X91,37,25145561,0.1
,Texas,48,Assault by drowning and submersion,X92,10,25145561,
,Texas,48,Assault by handgun discharge,X93,58,25145561,0.2
,Texas,48,"Assault by rifle, shotgun and larger firearm discharge",X94,76,25145561,0.3
,Texas,48,Assault by other and unspecified firearm discharge,X95,779,25145561,3.1
,Texas,48,Assault by sharp object,X99,161,25145561,0.6
,Texas,48,Assault by other specified means,Y08,11,25145561,
,Texas,48,Assault by unspecified means,Y09,182,25145561,0.7
,Texas,48,Sequelae of assault,Y87.1,20,25145561,0.1
Total,Texas,48,,,1363,25145561,5.4
,Utah,49,Assault by other and unspecified firearm discharge,X95,23,2763885,0.8
,Utah,49,Assault by unspecified means,Y09,14,2763885,
Total,Utah,49,,,52,2763885,1.9
,Virginia,51,"Assault by hanging, strangulation and suffocation",X91,10,8001024,
,Virginia,51,Assault by handgun discharge,X93,84,8001024,1
,Virginia,51,"Assault by rifle, shotgun and larger firearm discharge",X94,21,8001024,0.3
,Virginia,51,Assault by other and unspecified firearm discharge,X95,166,8001024,2.1
,Virginia,51,Assault by sharp object,X99,40,8001024,0.5
,Virginia,51,Assault by unspecified means,Y09,29,8001024,0.4
Total,Virginia,51,,,373,8001024,4.7
,Washington,53,Assault by handgun discharge,X93,19,6724540,
,Washington,53,Assault by other and unspecified firearm discharge,X95,87,6724540,1.3
,Washington,53,Assault by sharp object,X99,20,6724540,0.3
,Washington,53,Assault by unspecified means,Y09,23,6724540,0.3
Total,Washington,53,,,180,6724540,2.7
,West Virginia,54,Assault by other and unspecified firearm discharge,X95,38,1852994,2.1
,West Virginia,54,Assault by sharp object,X99,15,1852994,
,West Virginia,54,Assault by unspecified means,Y09,11,1852994,
Total,West Virginia,54,,,86,1852994,4.6
,Wisconsin,55,"Assault by hanging, strangulation and suffocation",X91,12,5686986,
,Wisconsin,55,Assault by handgun discharge,X93,51,5686986,0.9
,Wisconsin,55,"Assault by rifle, shotgun and larger firearm discharge",X94,13,5686986,
,Wisconsin,55,Assault by other and unspecified firearm discharge,X95,42,5686986,0.7
,Wisconsin,55,Assault by sharp object,X99,12,5686986,
,Wisconsin,55,Assault by unspecified means,Y09,11,5686986,
Total,Wisconsin,55,,,159,5686986,2.8
Total,,,,,16259,308745538,5.3
