Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Marion County, FL",12083,Assault by other and unspecified firearm discharge,X95,13,332529,
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,179,2554766,7
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,18,2554766,
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,14,2554766,
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,63,1169107,5.4
,"Orange County, FL",12095,Assault by unspecified means,Y09,10,1169107,
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,62,1335187,4.6
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,33,917398,3.6
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,18,609492,
,"St. Lucie County, FL",12111,Assault by other and unspecified firearm discharge,X95,15,280379,
,"Seminole County, FL",12117,Assault by other and unspecified firearm discharge,X95,14,425071,
,"Volusia County, FL",12127,Assault by other and unspecified firearm discharge,X95,15,494804,
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,13,156433,
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,17,271544,
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,21,261532,8
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,20,697553,2.9
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,62,699893,8.9
,"DeKalb County, GA",13089,Assault by sharp object,X99,11,699893,
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,68,949599,7.2
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,15,824941,
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,16,194107,
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,18,201217,
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,434,5217080,8.3
,"Cook County, IL",17031,Assault by sharp object,X99,32,5217080,0.6
,"Cook County, IL",17031,By unspecified person,Y07.9,10,5217080,
,"Cook County, IL",17031,Assault by unspecified means,Y09,35,5217080,0.7
,"DuPage County, IL",17043,Assault by other and unspecified firearm discharge,X95,10,923222,
,"Macon County, IL",17115,Assault by other and unspecified firearm discharge,X95,10,110730,
,"Peoria County, IL",17143,Assault by other and unspecified firearm discharge,X95,10,186834,
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,39,270259,14.4
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,12,681545,
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,13,293993,
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,11,358327,
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,43,495558,8.7
,"Marion County, IN",18097,Assault by handgun discharge,X93,14,911296,
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,57,911296,6.3
,"Marion County, IN",18097,Assault by sharp object,X99,11,911296,
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,11,501076,
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,18,158224,
,"Fayette County, KY",21067,Assault by other and unspecified firearm discharge,X95,11,301569,
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,42,746906,5.6
,"Jefferson County, KY",21111,Assault by unspecified means,Y09,11,746906,
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,17,257051,
,"Calcasieu Parish, LA",22019,Assault by other and unspecified firearm discharge,X95,12,194092,
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,66,441438,15
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,65,432640,15
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,159,360740,44.1
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,12,544403,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,25,809941,3.1
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,15,989794,
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,65,871233,7.5
,"Prince George's County, MD",24033,Assault by sharp object,X99,14,871233,
,"Prince George's County, MD",24033,Assault by unspecified means,Y09,13,871233,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,135,619493,21.8
,"Baltimore city, MD",24510,Assault by sharp object,X99,16,619493,
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,21,619493,3.4
,"Essex County, MA",25009,Assault by other and unspecified firearm discharge,X95,15,748930,
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,16,463783,
,"Middlesex County, MA",25017,Assault by other and unspecified firearm discharge,X95,14,1518171,
,"Plymouth County, MA",25023,Assault by other and unspecified firearm discharge,X95,10,497579,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,44,730932,6
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,54,422080,12.8
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,21,608453,3.5
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,16,842145,
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,24,1210145,2
,"Oakland County, MI",26125,Assault by unspecified means,Y09,10,1210145,
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,12,199088,
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,309,1802096,17.1
,"Wayne County, MI",26163,Assault by sharp object,X99,29,1802096,1.6
,"Wayne County, MI",26163,Assault by unspecified means,Y09,17,1802096,
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,24,1168431,2.1
,"Hennepin County, MN",27053,Assault by unspecified means,Y09,12,1168431,
,"Coahoma County, MS",28027,Assault by other and unspecified firearm discharge,X95,11,25913,
,"Harrison County, MS",28047,Assault by other and unspecified firearm discharge,X95,15,191040,
,"Hinds County, MS",28049,Assault by handgun discharge,X93,34,248184,13.7
,"Jackson County, MO",29095,Assault by handgun discharge,X93,24,676360,3.5
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,66,676360,9.8
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,58,998692,5.8
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,76,318069,23.9
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,32,524861,6.1
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,59,1969975,3
,"Clark County, NV",32003,Assault by sharp object,X99,10,1969975,
,"Washoe County, NV",32031,Assault by other and unspecified firearm discharge,X95,11,425710,
,"Atlantic County, NJ",34001,Assault by other and unspecified firearm discharge,X95,13,274338,
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,41,513241,8
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,98,785137,12.5
,"Essex County, NJ",34013,Assault by sharp object,X99,10,785137,
,"Essex County, NJ",34013,Assault by unspecified means,Y09,11,785137,
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,15,641224,
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,20,367063,5.4
,"Middlesex County, NJ",34023,Assault by other and unspecified firearm discharge,X95,11,814217,
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,16,502007,
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,26,539494,4.8
,"Bernalillo County, NM",35001,Assault by handgun discharge,X93,12,670968,
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,91,1392002,6.5
,"Bronx County, NY",36005,Assault by sharp object,X99,28,1392002,2
,"Bronx County, NY",36005,Assault by unspecified means,Y09,13,1392002,
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,32,918028,3.5
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,127,2532645,5
,"Kings County, NY",36047,Assault by sharp object,X99,37,2532645,1.5
,"Kings County, NY",36047,Assault by unspecified means,Y09,19,2532645,
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,17,745625,
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,15,1344436,
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,37,1601948,2.3
,"New York County, NY",36061,Assault by sharp object,X99,17,1601948,
,"New York County, NY",36061,Assault by unspecified means,Y09,13,1601948,
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,50,2247848,2.2
,"Queens County, NY",36081,Assault by sharp object,X99,21,2247848,0.9
,"Queens County, NY",36081,Assault by unspecified means,Y09,10,2247848,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,16,1498816,
,"Suffolk County, NY",36103,Assault by unspecified means,Y09,14,1498816,
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,16,955899,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,24,324885,7.4
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,27,273392,9.9
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,11,354952,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,32,495279,6.5
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,39,944373,4.1
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,15,135517,
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,15,929780,
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,76,1270294,6
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,13,1270294,
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,81,1178799,6.9
,"Franklin County, OH",39049,Assault by sharp object,X99,12,1178799,
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,14,800362,
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,53,800362,6.6
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,23,440005,5.2
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,19,237270,
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,36,537602,6.7
,"Stark County, OH",39151,Assault by other and unspecified firearm discharge,X95,11,375087,
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,32,539832,5.9
,"Oklahoma County, OK",40109,Assault by handgun discharge,X93,18,732371,
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,21,732371,2.9
,"Oklahoma County, OK",40109,Assault by unspecified means,Y09,10,732371,
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,36,610599,5.9
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,11,748031,
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,67,1227066,5.5
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,11,412778,
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,12,268977,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,25,559494,4.5
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,272,1536471,17.7
,"Philadelphia County, PA",42101,Assault by sharp object,X99,25,1536471,1.6
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,11,1536471,
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,10,626709,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,22,357704,6.2
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,17,461299,
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,10,276340,
,"Orangeburg County, SC",45075,Assault by other and unspecified firearm discharge,X95,10,91910,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,24,389116,6.2
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,15,286868,
,"York County, SC",45091,Assault by other and unspecified firearm discharge,X95,11,230528,
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,38,635475,6
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,24,340855,7
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,11,436929,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,117,935088,12.5
,"Shelby County, TN",47157,Assault by sharp object,X99,13,935088,
,"Shelby County, TN",47157,Assault by unspecified means,Y09,17,935088,
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,13,315196,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,57,1756153,3.2
,"Bexar County, TX",48029,Assault by sharp object,X99,13,1756153,
,"Bexar County, TX",48029,Assault by unspecified means,Y09,15,1756153,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,113,2416014,4.7
,"Dallas County, TX",48113,Assault by sharp object,X99,11,2416014,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,24,2416014,1
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,18,4180894,
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,213,4180894,5.1
,"Harris County, TX",48201,Assault by sharp object,X99,29,4180894,0.7
,"Harris County, TX",48201,Assault by unspecified means,Y09,27,4180894,0.6
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,17,797810,
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,11,252802,
,"Tarrant County, TX",48439,Assault by handgun discharge,X93,13,1849815,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,50,1849815,2.7
,"Tarrant County, TX",48439,Assault by sharp object,X99,11,1849815,
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,16,1849815,
,"Webb County, TX",48479,Assault by other and unspecified firearm discharge,X95,10,256496,
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,13,242628,
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,24,205533,11.7
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,17,1969722,
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,15,807904,
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,54,952532,5.7
,"Milwaukee County, WI",55079,Assault by sharp object,X99,11,952532,
