Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,14,579547,
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,16,339569,
,"Elkhart County, IN",18039,Assault by other and unspecified firearm discharge,X95,11,187149,
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,75,485596,15.4
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,74,868576,8.5
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,14,264762,
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,16,462442,
,"Shawnee County, KS",20177,Assault by other and unspecified firearm discharge,X95,12,170854,
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,21,156276,13.4
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,31,703970,4.4
,"Bossier Parish, LA",22015,Assault by other and unspecified firearm discharge,X95,10,103088,
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,41,248346,16.5
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,35,412553,8.5
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,49,454533,10.8
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,216,492187,43.9
,"Orleans Parish, LA",22071,Assault by sharp object,X99,14,492187,
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,15,507769,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,26,777756,3.3
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,14,910498,
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,115,837648,13.7
,"Prince George's County, MD",24033,Assault by sharp object,X99,20,837648,2.4
,"Prince George's County, MD",24033,Assault by unspecified means,Y09,13,837648,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,179,629033,28.5
,"Baltimore city, MD",24510,Assault by sharp object,X99,29,629033,4.6
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,20,697080,2.9
,"Suffolk County, MA",25025,Assault by sharp object,X99,12,697080,
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,21,441689,4.8
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,12,815982,
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,25,1201756,2.1
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,16,208755,
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,19,2006154,
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,319,2006154,15.9
,"Wayne County, MI",26163,Assault by sharp object,X99,29,2006154,1.4
,"Wayne County, MI",26163,Assault by other specified means,Y08,20,2006154,1
,"Wayne County, MI",26163,Assault by unspecified means,Y09,10,2006154,
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,41,1119458,3.7
,"Hennepin County, MN",27053,Assault by unspecified means,Y09,12,1119458,
,"Harrison County, MS",28047,Assault by other and unspecified firearm discharge,X95,10,191290,
,"Hinds County, MS",28049,Assault by handgun discharge,X93,27,247449,10.9
,"Washington County, MS",28151,Assault by other and unspecified firearm discharge,X95,11,58072,
,"Jackson County, MO",29095,Assault by handgun discharge,X93,32,658914,4.9
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,32,658914,4.9
,"Jackson County, MO",29095,Assault by unspecified means,Y09,10,658914,
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,38,1011678,3.8
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,47,334893,14
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,22,476701,4.6
,"Clark County, NV",32003,"Assault by hanging, strangulation and suffocation",X91,15,1584166,
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,100,1584166,6.3
,"Clark County, NV",32003,Assault by sharp object,X99,24,1584166,1.5
,"Clark County, NV",32003,Assault by unspecified means,Y09,15,1584166,
,"Atlantic County, NJ",34001,Assault by other and unspecified firearm discharge,X95,11,263285,
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,34,508563,6.7
,"Cumberland County, NJ",34011,Assault by other and unspecified firearm discharge,X95,10,148437,
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,88,795167,11.1
,"Essex County, NJ",34013,Assault by sharp object,X99,26,795167,3.3
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,15,614813,
,"Middlesex County, NJ",34023,Assault by other and unspecified firearm discharge,X95,12,775973,
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,20,494915,4
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,16,527611,
,"Bernalillo County, NM",35001,Assault by handgun discharge,X93,16,587049,
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,17,587049,
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,101,1362373,7.4
,"Bronx County, NY",36005,Assault by sharp object,X99,19,1362373,
,"Bronx County, NY",36005,Assault by unspecified means,Y09,15,1362373,
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,39,941846,4.1
,"Erie County, NY",36029,Assault by unspecified means,Y09,11,941846,
,"Kings County, NY",36047,"Assault by hanging, strangulation and suffocation",X91,17,2472999,
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,156,2472999,6.3
,"Kings County, NY",36047,Assault by sharp object,X99,35,2472999,1.4
,"Kings County, NY",36047,Assault by unspecified means,Y09,17,2472999,
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,46,741671,6.2
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,18,1339761,
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,40,1562154,2.6
,"New York County, NY",36061,Assault by sharp object,X99,14,1562154,
,"New York County, NY",36061,Assault by unspecified means,Y09,10,1562154,
,"Onondaga County, NY",36067,Assault by other and unspecified firearm discharge,X95,14,460961,
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,73,2214608,3.3
,"Queens County, NY",36081,Assault by sharp object,X99,33,2214608,1.5
,"Richmond County, NY",36085,Assault by other and unspecified firearm discharge,X95,11,455939,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,16,1470849,
,"Suffolk County, NY",36103,Assault by unspecified means,Y09,11,1470849,
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,17,935799,
,"Cleveland County, NC",37045,Assault by other and unspecified firearm discharge,X95,10,97241,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,14,303318,
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,17,235570,
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,16,316659,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,23,436327,5.3
,"Guilford County, NC",37081,Assault by sharp object,X99,12,436327,
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,46,753991,6.1
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,18,125665,
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,13,695746,
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,49,1359929,3.6
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,17,1359929,
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,10,1359929,
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,72,1095250,6.6
,"Franklin County, OH",39049,Assault by sharp object,X99,12,1095250,
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,35,825139,4.2
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,21,825139,2.5
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,11,453778,
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,15,251696,
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,27,551742,4.9
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,25,674571,3.7
,"Oklahoma County, OK",40109,Assault by sharp object,X99,11,674571,
,"Oklahoma County, OK",40109,Assault by unspecified means,Y09,10,674571,
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,51,568406,9
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,13,679348,
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,71,1258420,5.6
,"Allegheny County, PA",42003,Assault by sharp object,X99,11,1258420,
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,12,385846,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,23,552111,4.2
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,267,1493802,17.9
,"Philadelphia County, PA",42101,Assault by sharp object,X99,34,1493802,2.3
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,18,636149,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,27,321222,8.4
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,17,394242,
,"Orangeburg County, SC",45075,Assault by other and unspecified firearm discharge,X95,11,91788,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,20,336273,5.9
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,14,260223,
,"York County, SC",45091,Assault by other and unspecified firearm discharge,X95,12,177138,
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,52,577231,9
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,17,313079,
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,18,394263,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,106,906733,11.7
,"Shelby County, TN",47157,Assault by unspecified means,Y09,20,906733,2.2
,"Bexar County, TX",48029,"Assault by hanging, strangulation and suffocation",X91,10,1469623,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,59,1469623,4
,"Bexar County, TX",48029,Assault by sharp object,X99,15,1469623,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,186,2246432,8.3
,"Dallas County, TX",48113,Assault by sharp object,X99,17,2246432,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,28,2246432,1.2
,"El Paso County, TX",48141,Assault by other and unspecified firearm discharge,X95,12,705200,
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,13,418747,
,"Galveston County, TX",48167,Assault by other and unspecified firearm discharge,X95,13,265269,
,"Harris County, TX",48201,"Assault by hanging, strangulation and suffocation",X91,11,3586133,
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,10,3586133,
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,257,3586133,7.2
,"Harris County, TX",48201,Assault by sharp object,X99,37,3586133,1
,"Harris County, TX",48201,Assault by unspecified means,Y09,36,3586133,1
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,26,632475,4.1
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,13,250183,
,"McLennan County, TX",48309,Assault by other and unspecified firearm discharge,X95,12,218744,
,"Nueces County, TX",48355,Assault by other and unspecified firearm discharge,X95,13,317632,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,51,1553086,3.3
,"Tarrant County, TX",48439,Assault by sharp object,X99,12,1553086,
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,11,1553086,
,"Travis County, TX",48453,Assault by sharp object,X99,14,856315,
,"Webb County, TX",48479,Assault by other and unspecified firearm discharge,X95,20,211786,9.4
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,17,924802,
,"Chesterfield County, VA",51041,Assault by other and unspecified firearm discharge,X95,15,276300,
,"Henrico County, VA",51087,Assault by other and unspecified firearm discharge,X95,15,274555,
,"Newport News city, VA",51700,Assault by handgun discharge,X93,18,183404,
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,16,239286,
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,64,197306,32.4
,"Virginia Beach city, VA",51810,Assault by handgun discharge,X93,15,431600,
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,41,1763440,2.3
,"King County, WA",53033,Assault by sharp object,X99,15,1763440,
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,10,733969,
,"Kanawha County, WV",54039,Assault by other and unspecified firearm discharge,X95,13,195960,
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,75,939513,8
,"Milwaukee County, WI",55079,Assault by sharp object,X99,11,939513,
