Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"San Bernardino County, CA",6071,Assault by other and unspecified firearm discharge,X95,83,1760731,4.7
,"San Bernardino County, CA",6071,Assault by sharp object,X99,17,1760731,
,"San Diego County, CA",6073,Assault by other and unspecified firearm discharge,X95,57,2869672,2
,"San Diego County, CA",6073,Assault by sharp object,X99,13,2869672,
,"San Diego County, CA",6073,Assault by unspecified means,Y09,15,2869672,
,"San Francisco County, CA",6075,Assault by other and unspecified firearm discharge,X95,33,780865,4.2
,"San Francisco County, CA",6075,Assault by unspecified means,Y09,12,780865,
,"San Joaquin County, CA",6077,Assault by other and unspecified firearm discharge,X95,28,591207,4.7
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,14,1688082,
,"Stanislaus County, CA",6099,Assault by other and unspecified firearm discharge,X95,15,463761,
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,12,373171,
,"Ventura County, CA",6111,Assault by handgun discharge,X93,10,766689,
,"Arapahoe County, CO",8005,Assault by other and unspecified firearm discharge,X95,12,502393,
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,22,561976,3.9
,"Fairfield County, CT",9001,Terrorism involving destruction of aircraft,U01.1,51,889063,5.7
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,14,889063,
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,27,862573,3.1
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,23,829875,2.8
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,13,506026,
,"District of Columbia, DC",11001,Terrorism involving destruction of aircraft,U01.1,15,574504,
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,137,574504,23.8
,"District of Columbia, DC",11001,Assault by sharp object,X99,26,574504,4.5
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,55,1662848,3.3
,"Broward County, FL",12011,Assault by unspecified means,Y09,11,1662848,
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,48,790681,6.1
,"Duval County, FL",12031,Assault by sharp object,X99,12,790681,
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,20,1028385,1.9
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,17,1028385,
,"Hillsborough County, FL",12057,Assault by sharp object,X99,11,1028385,
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,11,461037,
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,127,2287458,5.6
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,18,2287458,
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,24,2287458,1
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,35,931775,3.8
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,42,1160474,3.6
,"Pasco County, FL",12101,Assault by other and unspecified firearm discharge,X95,11,357653,
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,20,923850,2.2
,"Pinellas County, FL",12103,Assault by unspecified means,Y09,10,923850,
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,14,492917,
,"St. Lucie County, FL",12111,Assault by other and unspecified firearm discharge,X95,12,198459,
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,17,153548,
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,23,234150,9.8
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,16,245327,
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,17,623006,
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,69,670900,10.3
,"Fulton County, GA",13121,Assault by handgun discharge,X93,15,820213,
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,91,820213,11.1
,"Fulton County, GA",13121,Assault by other specified means,Y08,15,820213,
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,15,620025,
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,10,199443,
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,40,5360562,0.7
,"Cook County, IL",17031,Assault by handgun discharge,X93,14,5360562,
,"Cook County, IL",17031,"Assault by rifle, shotgun and larger firearm discharge",X94,13,5360562,
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,584,5360562,10.9
,"Cook County, IL",17031,Assault by sharp object,X99,55,5360562,1
,"Cook County, IL",17031,Assault by other specified means,Y08,20,5360562,0.4
,"Cook County, IL",17031,Assault by unspecified means,Y09,49,5360562,0.9
,"Cook County, IL",17031,Sequelae of assault,Y87.1,11,5360562,
,"Kane County, IL",17089,Assault by other and unspecified firearm discharge,X95,15,423975,
,"Lake County, IL",17097,Assault by other and unspecified firearm discharge,X95,12,658986,
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,20,256540,7.8
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,11,280009,
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,16,334956,
,"Lake County, IN",18089,"Assault by rifle, shotgun and larger firearm discharge",X94,11,484454,
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,84,484454,17.3
,"Marion County, IN",18097,"Assault by hanging, strangulation and suffocation",X91,19,865662,
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,74,865662,8.5
,"Marion County, IN",18097,Assault by other specified means,Y08,15,865662,
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,16,265502,
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,11,456887,
,"Shawnee County, KS",20177,Assault by other and unspecified firearm discharge,X95,14,170320,
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,36,158372,22.7
,"Fayette County, KY",21067,Assault by other and unspecified firearm discharge,X95,10,263990,
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,24,697159,3.4
,"Jefferson County, KY",21111,Assault by sharp object,X99,10,697159,
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,28,249815,11.2
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,44,411666,10.7
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,31,453154,6.8
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,169,487363,34.7
,"Tangipahoa Parish, LA",22105,Assault by other and unspecified firearm discharge,X95,11,101657,
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,15,498559,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,30,762925,3.9
,"Montgomery County, MD",24031,Terrorism involving destruction of aircraft,U01.1,10,891764,
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,10,891764,
,"Prince George's County, MD",24033,Terrorism involving destruction of aircraft,U01.1,23,817360,2.8
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,99,817360,12.1
,"Prince George's County, MD",24033,Assault by sharp object,X99,15,817360,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,163,640733,25.4
,"Baltimore city, MD",24510,Assault by sharp object,X99,18,640733,
,"Baltimore city, MD",24510,Assault by blunt object,Y00,12,640733,
,"Essex County, MA",25009,Terrorism involving destruction of aircraft,U01.1,13,730206,
,"Middlesex County, MA",25017,Terrorism involving destruction of aircraft,U01.1,36,1473021,2.4
,"Norfolk County, MA",25021,Terrorism involving destruction of aircraft,U01.1,12,653137,
,"Suffolk County, MA",25025,Terrorism involving destruction of aircraft,U01.1,16,700232,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,39,700232,5.6
,"Suffolk County, MA",25025,Assault by sharp object,X99,13,700232,
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,32,438584,7.3
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,22,1200425,1.8
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,14,209460,
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,18,2043167,
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,341,2043167,16.7
,"Wayne County, MI",26163,Assault by sharp object,X99,37,2043167,1.8
,"Wayne County, MI",26163,Assault by other specified means,Y08,16,2043167,
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,32,1123375,2.8
,"Hennepin County, MN",27053,Assault by unspecified means,Y09,10,1123375,
,"Ramsey County, MN",27123,Assault by other and unspecified firearm discharge,X95,13,512926,
,"Harrison County, MS",28047,Assault by other and unspecified firearm discharge,X95,10,190922,
,"Hinds County, MS",28049,Assault by handgun discharge,X93,25,248941,10
,"Jackson County, MS",28059,Assault by other and unspecified firearm discharge,X95,10,133069,
,"Jackson County, MO",29095,Assault by handgun discharge,X93,35,657012,5.3
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,33,657012,5
,"Jackson County, MO",29095,Assault by sharp object,X99,12,657012,
,"Jackson County, MO",29095,Assault by unspecified means,Y09,14,657012,
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,27,1016243,2.7
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,90,343243,26.2
,"St. Louis city, MO",29510,Assault by sharp object,X99,17,343243,
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,12,468125,
,"Clark County, NV",32003,Assault by handgun discharge,X93,23,1460500,1.6
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,71,1460500,4.9
,"Clark County, NV",32003,Assault by sharp object,X99,18,1460500,
,"Clark County, NV",32003,Assault by unspecified means,Y09,17,1460500,
,"Bergen County, NJ",34003,Terrorism involving destruction of aircraft,U01.1,124,888782,14
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,19,506326,
,"Essex County, NJ",34013,Terrorism involving destruction of aircraft,U01.1,43,794312,5.4
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,80,794312,10.1
,"Essex County, NJ",34013,Assault by sharp object,X99,18,794312,
,"Hudson County, NJ",34017,Terrorism involving destruction of aircraft,U01.1,116,616629,18.8
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,11,616629,
,"Hunterdon County, NJ",34019,Terrorism involving destruction of aircraft,U01.1,16,124500,
,"Mercer County, NJ",34021,Terrorism involving destruction of aircraft,U01.1,23,353816,6.5
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,11,353816,
,"Middlesex County, NJ",34023,Terrorism involving destruction of aircraft,U01.1,58,761770,7.6
,"Monmouth County, NJ",34025,Terrorism involving destruction of aircraft,U01.1,122,620563,19.7
,"Morris County, NJ",34027,Terrorism involving destruction of aircraft,U01.1,53,473515,11.2
,"Ocean County, NJ",34029,Terrorism involving destruction of aircraft,U01.1,14,523357,
,"Passaic County, NJ",34031,Terrorism involving destruction of aircraft,U01.1,22,493252,4.5
,"Somerset County, NJ",34035,Terrorism involving destruction of aircraft,U01.1,34,301671,11.3
,"Union County, NJ",34039,Terrorism involving destruction of aircraft,U01.1,50,526183,9.5
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,14,526183,
,"Bernalillo County, NM",35001,Assault by handgun discharge,X93,10,564241,
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,13,564241,
,"Bronx County, NY",36005,Terrorism involving destruction of aircraft,U01.1,92,1346555,6.8
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,120,1346555,8.9
,"Bronx County, NY",36005,Assault by sharp object,X99,43,1346555,3.2
,"Bronx County, NY",36005,Assault by unspecified means,Y09,18,1346555,
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,43,946515,4.5
,"Kings County, NY",36047,Terrorism involving destruction of aircraft,U01.1,292,2477252,11.8
,"Kings County, NY",36047,"Assault by hanging, strangulation and suffocation",X91,10,2477252,
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,168,2477252,6.8
,"Kings County, NY",36047,Assault by sharp object,X99,50,2477252,2
,"Kings County, NY",36047,Assault by other specified means,Y08,13,2477252,
,"Kings County, NY",36047,Assault by unspecified means,Y09,21,2477252,0.8
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,28,739891,3.8
,"Nassau County, NY",36059,Terrorism involving destruction of aircraft,U01.1,241,1337086,18
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,18,1337086,
,"New York County, NY",36061,Terrorism involving destruction of aircraft,U01.1,339,1555729,21.8
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,51,1555729,3.3
,"New York County, NY",36061,Assault by sharp object,X99,24,1555729,1.5
,"New York County, NY",36061,Assault by unspecified means,Y09,19,1555729,
,"Orange County, NY",36071,Terrorism involving destruction of aircraft,U01.1,34,347674,9.8
,"Queens County, NY",36081,Terrorism involving destruction of aircraft,U01.1,258,2231316,11.6
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,49,2231316,2.2
,"Queens County, NY",36081,Assault by sharp object,X99,21,2231316,0.9
,"Richmond County, NY",36085,Terrorism involving destruction of aircraft,U01.1,195,448961,43.4
,"Rockland County, NY",36087,Terrorism involving destruction of aircraft,U01.1,46,290613,15.8
,"Suffolk County, NY",36103,Terrorism involving destruction of aircraft,U01.1,143,1442488,9.9
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,17,1442488,
,"Suffolk County, NY",36103,Assault by unspecified means,Y09,12,1442488,
,"Westchester County, NY",36119,Terrorism involving destruction of aircraft,U01.1,110,931577,11.8
,"Cleveland County, NC",37045,Assault by other and unspecified firearm discharge,X95,14,96861,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,23,304316,7.6
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,16,228978,
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,10,310807,
,"Gaston County, NC",37071,Assault by other and unspecified firearm discharge,X95,12,191424,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,22,428381,5.1
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,42,720171,5.8
,"New Hanover County, NC",37129,Assault by other and unspecified firearm discharge,X95,15,164386,
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,22,123913,17.8
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,11,656819,
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,60,1382520,4.3
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,20,1382520,1.4
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,55,1082938,5.1
,"Franklin County, OH",39049,Assault by sharp object,X99,10,1082938,
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,15,840335,
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,27,840335,3.2
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,22,255264,8.6
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,22,555536,4
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,27,664836,4.1
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,31,566175,5.5
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,58,1272416,4.6
,"Allegheny County, PA",42003,Assault by other specified means,Y08,11,1272416,
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,18,377487,
,"Bucks County, PA",42017,Terrorism involving destruction of aircraft,U01.1,11,602883,
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,11,252500,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,24,552041,4.3
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,237,1505455,15.7
,"Philadelphia County, PA",42101,Assault by other specified means,Y08,21,1505455,1.4
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,22,1505455,1.5
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,16,626935,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,22,313065,7
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,13,201982,
,"Lexington County, SC",45063,Assault by other and unspecified firearm discharge,X95,15,220099,
,"Orangeburg County, SC",45075,Assault by other and unspecified firearm discharge,X95,12,91536,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,19,327446,
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,20,256469,7.8
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,53,574119,9.2
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,18,310254,
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,10,385823,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,104,899345,11.6
,"Shelby County, TN",47157,Assault by sharp object,X99,27,899345,3
,"Shelby County, TN",47157,Assault by unspecified means,Y09,12,899345,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,60,1419020,4.2
,"Bexar County, TX",48029,Assault by sharp object,X99,22,1419020,1.6
,"Dallas County, TX",48113,"Assault by rifle, shotgun and larger firearm discharge",X94,14,2249418,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,213,2249418,9.5
,"Dallas County, TX",48113,Assault by sharp object,X99,10,2249418,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,42,2249418,1.9
,"Galveston County, TX",48167,Assault by other and unspecified firearm discharge,X95,11,254521,
,"Harris County, TX",48201,"Assault by hanging, strangulation and suffocation",X91,16,3471291,
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,17,3471291,
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,197,3471291,5.7
,"Harris County, TX",48201,Assault by sharp object,X99,34,3471291,1
,"Harris County, TX",48201,Assault by other specified means,Y08,10,3471291,
,"Harris County, TX",48201,Assault by unspecified means,Y09,16,3471291,
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,14,590067,
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,13,250137,
,"McLennan County, TX",48309,Assault by other and unspecified firearm discharge,X95,11,215099,
,"Montgomery County, TX",48339,Assault by other and unspecified firearm discharge,X95,12,311437,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,49,1490204,3.3
,"Tarrant County, TX",48439,Assault by sharp object,X99,15,1490204,
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,14,1490204,
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,21,844877,2.5
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,17,910750,
,"Fairfax County, VA",51059,Terrorism involving destruction of aircraft,U01.1,54,991564,5.4
,"Henrico County, VA",51087,Assault by other and unspecified firearm discharge,X95,11,267722,
,"Prince William County, VA",51153,Terrorism involving destruction of aircraft,U01.1,18,298843,
,"Alexandria city, VA",51510,Terrorism involving destruction of aircraft,U01.1,10,130932,
,"Hampton city, VA",51650,Assault by handgun discharge,X93,12,143432,
,"Newport News city, VA",51700,Assault by handgun discharge,X93,21,181873,11.5
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,20,236489,8.5
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,34,197575,17.2
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,34,1754090,1.9
,"King County, WA",53033,Assault by unspecified means,Y09,13,1754090,
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,16,716447,
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,82,939305,8.7
,"Milwaukee County, WI",55079,Assault by sharp object,X99,14,939305,
