Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Colorado,8,Assault by blunt object,Y00,18,93127301,
,Colorado,8,Assault by crashing of motor vehicle,Y03,12,93127301,
,Colorado,8,Assault by bodily force,Y04,26,93127301,0
,Colorado,8,By unspecified person,Y07.9,44,93127301,0
,Colorado,8,Assault by other specified means,Y08,101,93127301,0.1
,Colorado,8,Assault by unspecified means,Y09,499,93127301,0.5
,Colorado,8,Sequelae of assault,Y87.1,62,93127301,0.1
Total,Colorado,8,,,3669,93127301,3.9
,Connecticut,9,Terrorism involving destruction of aircraft,U01.1,63,67016484,0.1
,Connecticut,9,"Assault by hanging, strangulation and suffocation",X91,81,67016484,0.1
,Connecticut,9,"Assault by rifle, shotgun and larger firearm discharge",X94,41,67016484,0.1
,Connecticut,9,Assault by other and unspecified firearm discharge,X95,1382,67016484,2.1
,Connecticut,9,"Assault by smoke, fire and flames",X97,22,67016484,0
,Connecticut,9,Assault by sharp object,X99,301,67016484,0.4
,Connecticut,9,Assault by other specified means,Y08,18,67016484,
,Connecticut,9,Assault by unspecified means,Y09,253,67016484,0.4
,Connecticut,9,Sequelae of assault,Y87.1,28,67016484,0
Total,Connecticut,9,,,2240,67016484,3.3
,Delaware,10,"Assault by hanging, strangulation and suffocation",X91,26,16604497,0.2
,Delaware,10,"Assault by rifle, shotgun and larger firearm discharge",X94,21,16604497,0.1
,Delaware,10,Assault by other and unspecified firearm discharge,X95,632,16604497,3.8
,Delaware,10,"Assault by smoke, fire and flames",X97,11,16604497,
,Delaware,10,Assault by sharp object,X99,92,16604497,0.6
,Delaware,10,Assault by unspecified means,Y09,93,16604497,0.6
Total,Delaware,10,,,913,16604497,5.5
,District of Columbia,11,Terrorism involving destruction of aircraft,U01.1,15,11515629,
,District of Columbia,11,"Assault by drugs, medicaments and biological substances",X85,10,11515629,
,District of Columbia,11,"Assault by hanging, strangulation and suffocation",X91,47,11515629,0.4
,District of Columbia,11,"Assault by rifle, shotgun and larger firearm discharge",X94,39,11515629,0.3
,District of Columbia,11,Assault by other and unspecified firearm discharge,X95,2100,11515629,18.2
,District of Columbia,11,"Assault by smoke, fire and flames",X97,13,11515629,
,District of Columbia,11,Assault by sharp object,X99,324,11515629,2.8
,District of Columbia,11,Assault by other specified means,Y08,28,11515629,0.2
,District of Columbia,11,Assault by unspecified means,Y09,177,11515629,1.5
,District of Columbia,11,Sequelae of assault,Y87.1,37,11515629,0.3
Total,District of Columbia,11,,,2829,11515629,24.6
,Florida,12,"Assault by drugs, medicaments and biological substances",X85,43,349255045,0
,Florida,12,Assault by gases and vapours,X88,25,349255045,0
,Florida,12,"Assault by hanging, strangulation and suffocation",X91,768,349255045,0.2
,Florida,12,Assault by drowning and submersion,X92,73,349255045,0
,Florida,12,Assault by handgun discharge,X93,1300,349255045,0.4
,Florida,12,"Assault by rifle, shotgun and larger firearm discharge",X94,574,349255045,0.2
,Florida,12,Assault by other and unspecified firearm discharge,X95,12611,349255045,3.6
,Florida,12,"Assault by smoke, fire and flames",X97,106,349255045,0
,Florida,12,Assault by sharp object,X99,2192,349255045,0.6
,Florida,12,Assault by blunt object,Y00,151,349255045,0
,Florida,12,Assault by pushing from high place,Y01,12,349255045,
,Florida,12,Assault by pushing or placing victim before moving object,Y02,29,349255045,0
,Florida,12,Assault by crashing of motor vehicle,Y03,54,349255045,0
,Florida,12,Assault by bodily force,Y04,150,349255045,0
,Florida,12,By unspecified person,Y06.9,22,349255045,0
,Florida,12,By unspecified person,Y07.9,176,349255045,0.1
,Florida,12,Assault by other specified means,Y08,464,349255045,0.1
,Florida,12,Assault by unspecified means,Y09,2293,349255045,0.7
,Florida,12,Sequelae of assault,Y87.1,347,349255045,0.1
Total,Florida,12,,,21421,349255045,6.1
,Georgia,13,"Assault by drugs, medicaments and biological substances",X85,32,177534097,0
,Georgia,13,Assault by gases and vapours,X88,14,177534097,
,Georgia,13,"Assault by hanging, strangulation and suffocation",X91,429,177534097,0.2
,Georgia,13,Assault by drowning and submersion,X92,28,177534097,0
,Georgia,13,Assault by handgun discharge,X93,421,177534097,0.2
,Georgia,13,"Assault by rifle, shotgun and larger firearm discharge",X94,390,177534097,0.2
,Georgia,13,Assault by other and unspecified firearm discharge,X95,8615,177534097,4.9
,Georgia,13,"Assault by smoke, fire and flames",X97,89,177534097,0.1
,Georgia,13,Assault by sharp object,X99,1194,177534097,0.7
,Georgia,13,Assault by blunt object,Y00,69,177534097,0
,Georgia,13,Assault by crashing of motor vehicle,Y03,23,177534097,0
,Georgia,13,Assault by bodily force,Y04,78,177534097,0
,Georgia,13,By unspecified person,Y06.9,37,177534097,0
,Georgia,13,By unspecified person,Y07.9,85,177534097,0
,Georgia,13,Assault by other specified means,Y08,291,177534097,0.2
,Georgia,13,Assault by unspecified means,Y09,1061,177534097,0.6
,Georgia,13,Sequelae of assault,Y87.1,173,177534097,0.1
Total,Georgia,13,,,13068,177534097,7.4
,Hawaii,15,"Assault by hanging, strangulation and suffocation",X91,32,25247923,0.1
,Hawaii,15,"Assault by rifle, shotgun and larger firearm discharge",X94,17,25247923,
,Hawaii,15,Assault by other and unspecified firearm discharge,X95,154,25247923,0.6
,Hawaii,15,Assault by sharp object,X99,129,25247923,0.5
,Hawaii,15,Assault by bodily force,Y04,22,25247923,0.1
,Hawaii,15,By unspecified person,Y07.9,15,25247923,
,Hawaii,15,Assault by other specified means,Y08,16,25247923,
,Hawaii,15,Assault by unspecified means,Y09,117,25247923,0.5
Total,Hawaii,15,,,556,25247923,2.2
,Idaho,16,"Assault by hanging, strangulation and suffocation",X91,30,28525825,0.1
,Idaho,16,Assault by handgun discharge,X93,68,28525825,0.2
,Idaho,16,"Assault by rifle, shotgun and larger firearm discharge",X94,36,28525825,0.1
,Idaho,16,Assault by other and unspecified firearm discharge,X95,250,28525825,0.9
,Idaho,16,Assault by sharp object,X99,81,28525825,0.3
,Idaho,16,Assault by blunt object,Y00,17,28525825,
,Idaho,16,By unspecified person,Y07.9,11,28525825,
,Idaho,16,Assault by other specified means,Y08,17,28525825,
,Idaho,16,Assault by unspecified means,Y09,83,28525825,0.3
Total,Idaho,16,,,636,28525825,2.2
,Illinois,17,Terrorism involving destruction of aircraft,U01.1,10,241233049,
,Illinois,17,"Assault by drugs, medicaments and biological substances",X85,156,241233049,0.1
,Illinois,17,Assault by gases and vapours,X88,14,241233049,
,Illinois,17,"Assault by hanging, strangulation and suffocation",X91,603,241233049,0.2
,Illinois,17,Assault by drowning and submersion,X92,45,241233049,0
,Illinois,17,Assault by handgun discharge,X93,263,241233049,0.1
,Illinois,17,"Assault by rifle, shotgun and larger firearm discharge",X94,255,241233049,0.1
,Illinois,17,Assault by other and unspecified firearm discharge,X95,12209,241233049,5.1
,Illinois,17,"Assault by smoke, fire and flames",X97,162,241233049,0.1
,Illinois,17,Assault by sharp object,X99,1515,241233049,0.6
,Illinois,17,Assault by blunt object,Y00,72,241233049,0
,Illinois,17,Assault by pushing from high place,Y01,20,241233049,0
,Illinois,17,Assault by pushing or placing victim before moving object,Y02,12,241233049,
,Illinois,17,Assault by crashing of motor vehicle,Y03,65,241233049,0
,Illinois,17,Assault by bodily force,Y04,64,241233049,0
,Illinois,17,By unspecified person,Y06.9,36,241233049,0
,Illinois,17,By unspecified person,Y07.9,175,241233049,0.1
,Illinois,17,Assault by other specified means,Y08,288,241233049,0.1
,Illinois,17,Assault by unspecified means,Y09,1228,241233049,0.5
,Illinois,17,Sequelae of assault,Y87.1,227,241233049,0.1
Total,Illinois,17,,,17452,241233049,7.2
,Indiana,18,"Assault by drugs, medicaments and biological substances",X85,36,121339207,0
,Indiana,18,Assault by gases and vapours,X88,16,121339207,
,Indiana,18,"Assault by hanging, strangulation and suffocation",X91,268,121339207,0.2
,Indiana,18,Assault by drowning and submersion,X92,14,121339207,
,Indiana,18,Assault by handgun discharge,X93,265,121339207,0.2
,Indiana,18,"Assault by rifle, shotgun and larger firearm discharge",X94,182,121339207,0.1
,Indiana,18,Assault by other and unspecified firearm discharge,X95,4563,121339207,3.8
,Indiana,18,"Assault by smoke, fire and flames",X97,77,121339207,0.1
,Indiana,18,Assault by sharp object,X99,456,121339207,0.4
,Indiana,18,Assault by blunt object,Y00,119,121339207,0.1
,Indiana,18,Assault by pushing or placing victim before moving object,Y02,11,121339207,
,Indiana,18,Assault by crashing of motor vehicle,Y03,34,121339207,0
,Indiana,18,Assault by bodily force,Y04,33,121339207,0
,Indiana,18,By unspecified person,Y06.9,18,121339207,
,Indiana,18,By unspecified person,Y07.9,68,121339207,0.1
,Indiana,18,Assault by other specified means,Y08,164,121339207,0.1
,Indiana,18,Assault by unspecified means,Y09,716,121339207,0.6
,Indiana,18,Sequelae of assault,Y87.1,33,121339207,0
Total,Indiana,18,,,7098,121339207,5.8
,Iowa,19,"Assault by drugs, medicaments and biological substances",X85,11,57386432,
,Iowa,19,"Assault by hanging, strangulation and suffocation",X91,74,57386432,0.1
,Iowa,19,Assault by handgun discharge,X93,152,57386432,0.3
,Iowa,19,"Assault by rifle, shotgun and larger firearm discharge",X94,122,57386432,0.2
,Iowa,19,Assault by other and unspecified firearm discharge,X95,337,57386432,0.6
,Iowa,19,"Assault by smoke, fire and flames",X97,21,57386432,0
,Iowa,19,Assault by sharp object,X99,179,57386432,0.3
,Iowa,19,Assault by blunt object,Y00,17,57386432,
,Iowa,19,Assault by crashing of motor vehicle,Y03,12,57386432,
,Iowa,19,Assault by bodily force,Y04,12,57386432,
,Iowa,19,By unspecified person,Y07.9,43,57386432,0.1
,Iowa,19,Assault by other specified means,Y08,33,57386432,0.1
,Iowa,19,Assault by unspecified means,Y09,145,57386432,0.3
,Iowa,19,Sequelae of assault,Y87.1,17,57386432,
Total,Iowa,19,,,1199,57386432,2.1
,Kansas,20,"Assault by hanging, strangulation and suffocation",X91,110,53312917,0.2
,Kansas,20,Assault by handgun discharge,X93,83,53312917,0.2
,Kansas,20,"Assault by rifle, shotgun and larger firearm discharge",X94,82,53312917,0.2
,Kansas,20,Assault by other and unspecified firearm discharge,X95,1439,53312917,2.7
,Kansas,20,"Assault by smoke, fire and flames",X97,26,53312917,0
,Kansas,20,Assault by sharp object,X99,217,53312917,0.4
,Kansas,20,Assault by blunt object,Y00,20,53312917,0
,Kansas,20,Assault by crashing of motor vehicle,Y03,10,53312917,
,Kansas,20,Assault by bodily force,Y04,13,53312917,
,Kansas,20,By unspecified person,Y07.9,33,53312917,0.1
,Kansas,20,Assault by other specified means,Y08,56,53312917,0.1
,Kansas,20,Assault by unspecified means,Y09,236,53312917,0.4
,Kansas,20,Sequelae of assault,Y87.1,21,53312917,0
Total,Kansas,20,,,2379,53312917,4.5
,Kentucky,21,"Assault by drugs, medicaments and biological substances",X85,13,80960850,
,Kentucky,21,Assault by gases and vapours,X88,11,80960850,
,Kentucky,21,"Assault by hanging, strangulation and suffocation",X91,173,80960850,0.2
,Kentucky,21,Assault by drowning and submersion,X92,12,80960850,
,Kentucky,21,Assault by handgun discharge,X93,172,80960850,0.2
,Kentucky,21,"Assault by rifle, shotgun and larger firearm discharge",X94,212,80960850,0.3
,Kentucky,21,Assault by other and unspecified firearm discharge,X95,2460,80960850,3
,Kentucky,21,"Assault by smoke, fire and flames",X97,35,80960850,0
,Kentucky,21,Assault by sharp object,X99,399,80960850,0.5
,Kentucky,21,Assault by blunt object,Y00,31,80960850,0
,Kentucky,21,Assault by crashing of motor vehicle,Y03,10,80960850,
,Kentucky,21,Assault by bodily force,Y04,19,80960850,
,Kentucky,21,By unspecified person,Y06.9,10,80960850,
,Kentucky,21,By unspecified person,Y07.9,48,80960850,0.1
,Kentucky,21,Assault by other specified means,Y08,72,80960850,0.1
,Kentucky,21,Assault by unspecified means,Y09,497,80960850,0.6
,Kentucky,21,Sequelae of assault,Y87.1,28,80960850,0
Total,Kentucky,21,,,4220,80960850,5.2
,Louisiana,22,"Assault by drugs, medicaments and biological substances",X85,26,86182287,0
,Louisiana,22,"Assault by hanging, strangulation and suffocation",X91,229,86182287,0.3
,Louisiana,22,Assault by drowning and submersion,X92,27,86182287,0
,Louisiana,22,Assault by handgun discharge,X93,106,86182287,0.1
,Louisiana,22,"Assault by rifle, shotgun and larger firearm discharge",X94,234,86182287,0.3
,Louisiana,22,Assault by other and unspecified firearm discharge,X95,8190,86182287,9.5
,Louisiana,22,"Assault by smoke, fire and flames",X97,67,86182287,0.1
,Louisiana,22,Assault by sharp object,X99,852,86182287,1
,Louisiana,22,Assault by blunt object,Y00,32,86182287,0
,Louisiana,22,Assault by pushing or placing victim before moving object,Y02,21,86182287,0
,Louisiana,22,Assault by crashing of motor vehicle,Y03,25,86182287,0
,Louisiana,22,Assault by bodily force,Y04,39,86182287,0
,Louisiana,22,By unspecified person,Y07.9,81,86182287,0.1
,Louisiana,22,Assault by other specified means,Y08,232,86182287,0.3
,Louisiana,22,Assault by unspecified means,Y09,636,86182287,0.7
,Louisiana,22,Sequelae of assault,Y87.1,90,86182287,0.1
Total,Louisiana,22,,,10923,86182287,12.7
,Maine,23,"Assault by hanging, strangulation and suffocation",X91,25,25013975,0.1
,Maine,23,Assault by handgun discharge,X93,89,25013975,0.4
,Maine,23,"Assault by rifle, shotgun and larger firearm discharge",X94,58,25013975,0.2
,Maine,23,Assault by other and unspecified firearm discharge,X95,74,25013975,0.3
,Maine,23,Assault by sharp object,X99,66,25013975,0.3
,Maine,23,Assault by unspecified means,Y09,91,25013975,0.4
Total,Maine,23,,,443,25013975,1.8
,Maryland,24,Terrorism involving destruction of aircraft,U01.1,50,108164436,0
,Maryland,24,"Assault by drugs, medicaments and biological substances",X85,26,108164436,0
,Maryland,24,"Assault by hanging, strangulation and suffocation",X91,257,108164436,0.2
,Maryland,24,Assault by drowning and submersion,X92,18,108164436,
,Maryland,24,Assault by handgun discharge,X93,20,108164436,0
,Maryland,24,"Assault by rifle, shotgun and larger firearm discharge",X94,237,108164436,0.2
,Maryland,24,Assault by other and unspecified firearm discharge,X95,6716,108164436,6.2
,Maryland,24,"Assault by smoke, fire and flames",X97,49,108164436,0
,Maryland,24,Assault by sharp object,X99,959,108164436,0.9
,Maryland,24,Assault by blunt object,Y00,189,108164436,0.2
,Maryland,24,Assault by crashing of motor vehicle,Y03,14,108164436,
,Maryland,24,Assault by bodily force,Y04,11,108164436,
,Maryland,24,By unspecified person,Y06.9,13,108164436,
,Maryland,24,By unspecified person,Y07.9,38,108164436,0
,Maryland,24,Assault by other specified means,Y08,168,108164436,0.2
,Maryland,24,Assault by unspecified means,Y09,796,108164436,0.7
,Maryland,24,Sequelae of assault,Y87.1,164,108164436,0.2
Total,Maryland,24,,,9750,108164436,9
,Massachusetts,25,Terrorism involving destruction of aircraft,U01.1,91,124233202,0.1
,Massachusetts,25,"Assault by hanging, strangulation and suffocation",X91,117,124233202,0.1
,Massachusetts,25,Assault by handgun discharge,X93,70,124233202,0.1
,Massachusetts,25,"Assault by rifle, shotgun and larger firearm discharge",X94,33,124233202,0
,Massachusetts,25,Assault by other and unspecified firearm discharge,X95,1707,124233202,1.4
,Massachusetts,25,"Assault by smoke, fire and flames",X97,19,124233202,
,Massachusetts,25,Assault by sharp object,X99,658,124233202,0.5
,Massachusetts,25,Assault by blunt object,Y00,37,124233202,0
,Massachusetts,25,Assault by bodily force,Y04,56,124233202,0
,Massachusetts,25,By unspecified person,Y07.9,34,124233202,0
,Massachusetts,25,Assault by other specified means,Y08,42,124233202,0
,Massachusetts,25,Assault by unspecified means,Y09,229,124233202,0.2
,Massachusetts,25,Sequelae of assault,Y87.1,31,124233202,0
Total,Massachusetts,25,,,3159,124233202,2.5
,Michigan,26,"Assault by drugs, medicaments and biological substances",X85,37,189137712,0
,Michigan,26,Assault by gases and vapours,X88,15,189137712,
,Michigan,26,"Assault by hanging, strangulation and suffocation",X91,375,189137712,0.2
,Michigan,26,Assault by drowning and submersion,X92,25,189137712,0
,Michigan,26,Assault by handgun discharge,X93,119,189137712,0.1
,Michigan,26,"Assault by rifle, shotgun and larger firearm discharge",X94,447,189137712,0.2
,Michigan,26,Assault by other and unspecified firearm discharge,X95,8714,189137712,4.6
,Michigan,26,"Assault by smoke, fire and flames",X97,130,189137712,0.1
,Michigan,26,Assault by sharp object,X99,1095,189137712,0.6
,Michigan,26,Assault by blunt object,Y00,56,189137712,0
,Michigan,26,Assault by crashing of motor vehicle,Y03,40,189137712,0
,Michigan,26,Assault by bodily force,Y04,29,189137712,0
,Michigan,26,By unspecified person,Y06.9,27,189137712,0
,Michigan,26,By unspecified person,Y07.9,155,189137712,0.1
,Michigan,26,Assault by other specified means,Y08,447,189137712,0.2
,Michigan,26,Assault by unspecified means,Y09,730,189137712,0.4
,Michigan,26,Sequelae of assault,Y87.1,151,189137712,0.1
Total,Michigan,26,,,12623,189137712,6.7
,Minnesota,27,"Assault by hanging, strangulation and suffocation",X91,98,99446183,0.1
,Minnesota,27,Assault by drowning and submersion,X92,13,99446183,
,Minnesota,27,Assault by handgun discharge,X93,56,99446183,0.1
,Minnesota,27,"Assault by rifle, shotgun and larger firearm discharge",X94,89,99446183,0.1
,Minnesota,27,Assault by other and unspecified firearm discharge,X95,1195,99446183,1.2
,Minnesota,27,"Assault by smoke, fire and flames",X97,14,99446183,
,Minnesota,27,Assault by sharp object,X99,242,99446183,0.2
,Minnesota,27,Assault by crashing of motor vehicle,Y03,13,99446183,
,Minnesota,27,Assault by bodily force,Y04,17,99446183,
,Minnesota,27,By unspecified person,Y07.9,33,99446183,0
,Minnesota,27,Assault by other specified means,Y08,44,99446183,0
,Minnesota,27,Assault by unspecified means,Y09,456,99446183,0.5
,Minnesota,27,Sequelae of assault,Y87.1,48,99446183,0
Total,Minnesota,27,,,2354,99446183,2.4
,Mississippi,28,"Assault by drugs, medicaments and biological substances",X85,13,55669094,
,Mississippi,28,"Assault by hanging, strangulation and suffocation",X91,129,55669094,0.2
,Mississippi,28,Assault by drowning and submersion,X92,17,55669094,
,Mississippi,28,Assault by handgun discharge,X93,1060,55669094,1.9
,Mississippi,28,"Assault by rifle, shotgun and larger firearm discharge",X94,337,55669094,0.6
,Mississippi,28,Assault by other and unspecified firearm discharge,X95,2881,55669094,5.2
,Mississippi,28,"Assault by smoke, fire and flames",X97,46,55669094,0.1
,Mississippi,28,Assault by sharp object,X99,634,55669094,1.1
,Mississippi,28,Assault by blunt object,Y00,116,55669094,0.2
,Mississippi,28,Assault by crashing of motor vehicle,Y03,14,55669094,
,Mississippi,28,Assault by bodily force,Y04,22,55669094,0
,Mississippi,28,By unspecified person,Y07.9,36,55669094,0.1
,Mississippi,28,Assault by other specified means,Y08,100,55669094,0.2
,Mississippi,28,Assault by unspecified means,Y09,378,55669094,0.7
,Mississippi,28,Sequelae of assault,Y87.1,37,55669094,0.1
Total,Mississippi,28,,,5847,55669094,10.5
,Missouri,29,"Assault by drugs, medicaments and biological substances",X85,88,111755457,0.1
,Missouri,29,"Assault by hanging, strangulation and suffocation",X91,244,111755457,0.2
,Missouri,29,Assault by drowning and submersion,X92,23,111755457,0
,Missouri,29,Assault by handgun discharge,X93,772,111755457,0.7
,Missouri,29,"Assault by rifle, shotgun and larger firearm discharge",X94,391,111755457,0.3
,Missouri,29,Assault by other and unspecified firearm discharge,X95,4946,111755457,4.4
,Missouri,29,"Assault by smoke, fire and flames",X97,45,111755457,0
,Missouri,29,Assault by sharp object,X99,647,111755457,0.6
,Missouri,29,Assault by blunt object,Y00,25,111755457,0
,Missouri,29,Assault by crashing of motor vehicle,Y03,28,111755457,0
,Missouri,29,Assault by bodily force,Y04,21,111755457,0
,Missouri,29,By unspecified person,Y06.9,16,111755457,
,Missouri,29,By unspecified person,Y07.9,79,111755457,0.1
,Missouri,29,Assault by other specified means,Y08,77,111755457,0.1
,Missouri,29,Assault by unspecified means,Y09,735,111755457,0.7
,Missouri,29,Sequelae of assault,Y87.1,113,111755457,0.1
Total,Missouri,29,,,8287,111755457,7.4
,Montana,30,"Assault by hanging, strangulation and suffocation",X91,27,18443327,0.1
,Montana,30,Assault by handgun discharge,X93,53,18443327,0.3
,Montana,30,"Assault by rifle, shotgun and larger firearm discharge",X94,33,18443327,0.2
,Montana,30,Assault by other and unspecified firearm discharge,X95,214,18443327,1.2
,Montana,30,Assault by sharp object,X99,117,18443327,0.6
,Montana,30,Assault by blunt object,Y00,13,18443327,
,Montana,30,Assault by crashing of motor vehicle,Y03,13,18443327,
,Montana,30,Assault by other specified means,Y08,23,18443327,0.1
,Montana,30,Assault by unspecified means,Y09,75,18443327,0.4
Total,Montana,30,,,618,18443327,3.4
,Nebraska,31,"Assault by hanging, strangulation and suffocation",X91,58,34276767,0.2
,Nebraska,31,Assault by handgun discharge,X93,10,34276767,
,Nebraska,31,"Assault by rifle, shotgun and larger firearm discharge",X94,30,34276767,0.1
,Nebraska,31,Assault by other and unspecified firearm discharge,X95,657,34276767,1.9
,Nebraska,31,Assault by sharp object,X99,138,34276767,0.4
,Nebraska,31,Assault by crashing of motor vehicle,Y03,13,34276767,
,Nebraska,31,Assault by bodily force,Y04,20,34276767,0.1
,Nebraska,31,By unspecified person,Y07.9,20,34276767,0.1
,Nebraska,31,Assault by other specified means,Y08,36,34276767,0.1
,Nebraska,31,Assault by unspecified means,Y09,107,34276767,0.3
Total,Nebraska,31,,,1131,34276767,3.3
,Nevada,32,"Assault by drugs, medicaments and biological substances",X85,28,48335386,0.1
,Nevada,32,"Assault by hanging, strangulation and suffocation",X91,144,48335386,0.3
,Nevada,32,Assault by handgun discharge,X93,90,48335386,0.2
,Nevada,32,"Assault by rifle, shotgun and larger firearm discharge",X94,97,48335386,0.2
,Nevada,32,Assault by other and unspecified firearm discharge,X95,1911,48335386,4
,Nevada,32,"Assault by smoke, fire and flames",X97,25,48335386,0.1
,Nevada,32,Assault by sharp object,X99,388,48335386,0.8
,Nevada,32,Assault by blunt object,Y00,12,48335386,
,Nevada,32,Assault by bodily force,Y04,19,48335386,
,Nevada,32,By unspecified person,Y07.9,57,48335386,0.1
,Nevada,32,Assault by other specified means,Y08,54,48335386,0.1
,Nevada,32,Assault by unspecified means,Y09,403,48335386,0.8
