Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,18,892389,
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,21,856875,2.5
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,32,556987,5.7
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,98,681170,14.4
,"District of Columbia, DC",11001,Assault by sharp object,X99,17,681170,
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,23,579130,4
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,85,1909632,4.5
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,84,926255,9.1
,"Duval County, FL",12031,Assault by unspecified means,Y09,10,926255,
,"Escambia County, FL",12033,Assault by other and unspecified firearm discharge,X95,13,315187,
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,37,1376238,2.7
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,24,1376238,1.7
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,29,722336,4
,"Manatee County, FL",12081,Assault by handgun discharge,X93,10,375888,
,"Marion County, FL",12083,Assault by other and unspecified firearm discharge,X95,18,349020,
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,173,2712945,6.4
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,21,2712945,0.8
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,17,2712945,
,"Orange County, FL",12095,Assault by handgun discharge,X93,22,1314367,1.7
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,79,1314367,6
,"Osceola County, FL",12097,Assault by other and unspecified firearm discharge,X95,14,336015,
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,70,1443810,4.8
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,32,960730,3.3
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,34,666149,5.1
,"St. Lucie County, FL",12111,Assault by other and unspecified firearm discharge,X95,13,306507,
,"Seminole County, FL",12117,Assault by other and unspecified firearm discharge,X95,22,455479,4.8
,"Volusia County, FL",12127,Assault by other and unspecified firearm discharge,X95,15,529364,
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,12,152760,
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,40,289082,13.8
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,33,279462,11.8
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,23,748150,3.1
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,81,740321,10.9
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,128,1023336,12.5
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,33,907135,3.6
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,19,197485,
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,20,201647,9.9
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,774,5203499,14.9
,"Cook County, IL",17031,"Assault by smoke, fire and flames",X97,10,5203499,
,"Cook County, IL",17031,Assault by sharp object,X99,43,5203499,0.8
,"Cook County, IL",17031,Assault by unspecified means,Y09,27,5203499,0.5
,"Cook County, IL",17031,Sequelae of assault,Y87.1,13,5203499,
,"Kane County, IL",17089,Assault by other and unspecified firearm discharge,X95,14,531715,
,"Lake County, IL",17097,Assault by other and unspecified firearm discharge,X95,12,703047,
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,33,262759,12.6
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,17,689529,
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,18,285873,
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,44,370404,11.9
,"Elkhart County, IN",18039,Assault by other and unspecified firearm discharge,X95,16,203781,
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,64,485846,13.2
,"Marion County, IN",18097,Assault by handgun discharge,X93,21,941229,2.2
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,134,941229,14.2
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,12,269141,
,"Polk County, IA",19153,Assault by other and unspecified firearm discharge,X95,13,474045,
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,26,511995,5.1
,"Shawnee County, KS",20177,Assault by other and unspecified firearm discharge,X95,14,178146,
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,41,163831,25
,"Fayette County, KY",21067,Assault by other and unspecified firearm discharge,X95,23,318449,7.2
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,101,765352,13.2
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,41,248851,16.5
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,64,447037,14.3
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,57,436523,13.1
,"Lafayette Parish, LA",22055,Assault by other and unspecified firearm discharge,X95,19,241398,
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,128,391495,32.7
,"Orleans Parish, LA",22071,Assault by unspecified means,Y09,10,391495,
,"Ouachita Parish, LA",22073,Assault by other and unspecified firearm discharge,X95,12,156983,
,"Rapides Parish, LA",22079,Assault by other and unspecified firearm discharge,X95,10,132424,
,"St. John the Baptist Parish, LA",22095,Assault by other and unspecified firearm discharge,X95,10,43631,
,"St. Landry Parish, LA",22097,Assault by other and unspecified firearm discharge,X95,12,83883,
,"Tangipahoa Parish, LA",22105,Assault by other and unspecified firearm discharge,X95,17,130710,
,"Terrebonne Parish, LA",22109,Assault by other and unspecified firearm discharge,X95,12,113220,
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,17,568346,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,50,831026,6
,"Harford County, MD",24025,Assault by other and unspecified firearm discharge,X95,10,251032,
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,87,908049,9.6
,"Prince George's County, MD",24033,Assault by sharp object,X99,16,908049,
,"Prince George's County, MD",24033,Assault by unspecified means,Y09,12,908049,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,228,614664,37.1
,"Baltimore city, MD",24510,Assault by sharp object,X99,12,614664,
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,21,614664,3.4
,"Essex County, MA",25009,Assault by other and unspecified firearm discharge,X95,10,779018,
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,15,468467,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,31,784230,4
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,46,408615,11.3
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,14,642173,
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,21,867730,2.4
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,32,1243970,2.6
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,15,192326,
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,273,1749366,15.6
,"Wayne County, MI",26163,Assault by sharp object,X99,20,1749366,1.1
,"Wayne County, MI",26163,Assault by unspecified means,Y09,13,1749366,
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,39,1232483,3.2
,"Harrison County, MS",28047,Assault by other and unspecified firearm discharge,X95,14,203234,
,"Hinds County, MS",28049,Assault by handgun discharge,X93,26,241229,10.8
,"Hinds County, MS",28049,Assault by other and unspecified firearm discharge,X95,27,241229,11.2
,"Lee County, MS",28081,Assault by other and unspecified firearm discharge,X95,11,85381,
,"Leflore County, MS",28083,Assault by other and unspecified firearm discharge,X95,12,29856,
,"Washington County, MS",28151,Assault by other and unspecified firearm discharge,X95,11,47231,
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,115,691801,16.6
,"St. Charles County, MO",29183,Assault by other and unspecified firearm discharge,X95,10,390918,
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,101,998581,10.1
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,127,311404,40.8
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,25,554995,4.5
,"Lancaster County, NE",31109,Assault by other and unspecified firearm discharge,X95,12,309637,
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,125,2155664,5.8
,"Clark County, NV",32003,Assault by sharp object,X99,17,2155664,
,"Clark County, NV",32003,Assault by unspecified means,Y09,24,2155664,1.1
,"Washoe County, NV",32031,Assault by other and unspecified firearm discharge,X95,10,453616,
,"Atlantic County, NJ",34001,Assault by other and unspecified firearm discharge,X95,15,270991,
,"Burlington County, NJ",34005,Assault by other and unspecified firearm discharge,X95,17,449284,
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,44,510150,8.6
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,95,796914,11.9
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,18,677983,
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,22,371023,5.9
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,16,507945,
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,16,555630,
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,48,676953,7.1
,"Chaves County, NM",35005,Assault by other and unspecified firearm discharge,X95,10,65282,
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,56,1455720,3.8
,"Bronx County, NY",36005,Assault by sharp object,X99,29,1455720,2
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,36,921046,3.9
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,99,2629150,3.8
,"Kings County, NY",36047,Assault by sharp object,X99,20,2629150,0.8
,"Kings County, NY",36047,Assault by unspecified means,Y09,12,2629150,
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,25,747727,3.3
,"Monroe County, NY",36055,Assault by unspecified means,Y09,12,747727,
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,16,1361500,
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,16,1643734,
,"Onondaga County, NY",36067,Assault by other and unspecified firearm discharge,X95,22,466194,4.7
,"Orange County, NY",36071,Assault by other and unspecified firearm discharge,X95,10,379210,
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,29,2333054,1.2
,"Queens County, NY",36081,Assault by unspecified means,Y09,11,2333054,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,15,1492583,
,"Suffolk County, NY",36103,Assault by unspecified means,Y09,15,1492583,
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,12,974542,
,"Buncombe County, NC",37021,Assault by other and unspecified firearm discharge,X95,10,256088,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,27,327127,8.3
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,35,306212,11.4
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,18,371511,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,33,521330,6.3
,"Mecklenburg County, NC",37119,Assault by handgun discharge,X93,12,1054835,
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,51,1054835,4.8
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,33,133235,24.8
,"Rowan County, NC",37159,Assault by other and unspecified firearm discharge,X95,12,139933,
,"Vance County, NC",37181,Assault by other and unspecified firearm discharge,X95,10,44244,
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,23,1046791,2.2
,"Wayne County, NC",37191,Assault by other and unspecified firearm discharge,X95,16,124150,
,"Butler County, OH",39017,Assault by other and unspecified firearm discharge,X95,15,377537,
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,144,1249352,11.5
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,12,1249352,
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,87,1264518,6.9
,"Franklin County, OH",39049,Assault by sharp object,X99,10,1264518,
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,14,809099,
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,45,809099,5.6
,"Lorain County, OH",39093,Assault by other and unspecified firearm discharge,X95,15,306365,
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,27,432488,6.2
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,13,230008,
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,62,531239,11.7
,"Stark County, OH",39151,Assault by other and unspecified firearm discharge,X95,10,373612,
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,21,540300,3.9
,"Trumbull County, OH",39155,Assault by other and unspecified firearm discharge,X95,14,201825,
,"Oklahoma County, OK",40109,Assault by handgun discharge,X93,15,782970,
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,54,782970,6.9
,"Oklahoma County, OK",40109,Assault by unspecified means,Y09,13,782970,
,"Tulsa County, OK",40143,Assault by handgun discharge,X93,25,642940,3.9
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,29,642940,4.5
,"Tulsa County, OK",40143,Assault by unspecified means,Y09,11,642940,
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,12,799766,
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,82,1225365,6.7
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,13,273707,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,44,563402,7.8
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,237,1567872,15.1
,"Philadelphia County, PA",42101,Assault by sharp object,X99,24,1567872,1.5
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,10,1567872,
,"York County, PA",42133,Assault by other and unspecified firearm discharge,X95,13,443744,
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,12,633673,
,"Aiken County, SC",45003,Assault by other and unspecified firearm discharge,X95,11,167458,
,"Anderson County, SC",45007,Assault by other and unspecified firearm discharge,X95,21,196569,10.7
,"Beaufort County, SC",45013,Assault by other and unspecified firearm discharge,X95,11,183149,
,"Berkeley County, SC",45015,Assault by other and unspecified firearm discharge,X95,11,210898,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,45,396484,11.3
,"Dorchester County, SC",45035,Assault by other and unspecified firearm discharge,X95,11,153773,
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,24,498766,4.8
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,24,322342,7.4
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,29,409549,7.1
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,13,301463,
,"York County, SC",45091,Assault by other and unspecified firearm discharge,X95,12,258526,
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,65,684410,9.5
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,34,357738,9.5
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,15,456132,
,"Montgomery County, TN",47125,Assault by other and unspecified firearm discharge,X95,14,195734,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,194,934603,20.8
,"Shelby County, TN",47157,Assault by sharp object,X99,17,934603,
,"Bastrop County, TX",48021,Assault by other and unspecified firearm discharge,X95,14,82733,
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,18,340411,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,139,1928680,7.2
,"Bexar County, TX",48029,Assault by sharp object,X99,19,1928680,
,"Bexar County, TX",48029,Assault by unspecified means,Y09,12,1928680,
,"Brazoria County, TX",48039,Assault by other and unspecified firearm discharge,X95,11,354195,
,"Collin County, TX",48085,Assault by other and unspecified firearm discharge,X95,14,939585,
,"Dallas County, TX",48113,"Assault by rifle, shotgun and larger firearm discharge",X94,15,2574984,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,142,2574984,5.5
,"Dallas County, TX",48113,Assault by sharp object,X99,18,2574984,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,21,2574984,0.8
,"Fort Bend County, TX",48157,Assault by handgun discharge,X93,18,741237,
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,15,741237,
,"Galveston County, TX",48167,Assault by other and unspecified firearm discharge,X95,13,329431,
,"Gregg County, TX",48183,Assault by other and unspecified firearm discharge,X95,15,123745,
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,328,4589928,7.1
,"Harris County, TX",48201,Assault by sharp object,X99,38,4589928,0.8
,"Harris County, TX",48201,Assault by unspecified means,Y09,39,4589928,0.8
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,16,849843,
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,20,254679,7.9
,"Montgomery County, TX",48339,Assault by other and unspecified firearm discharge,X95,10,556203,
,"Nueces County, TX",48355,Assault by other and unspecified firearm discharge,X95,14,361350,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,73,2016872,3.6
,"Tarrant County, TX",48439,Assault by sharp object,X99,13,2016872,
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,12,2016872,
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,28,1199323,2.3
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,26,1121354,2.3
,"Chesterfield County, VA",51041,Assault by other and unspecified firearm discharge,X95,12,339009,
,"Henrico County, VA",51087,Assault by other and unspecified firearm discharge,X95,15,326501,
,"Prince William County, VA",51153,Assault by other and unspecified firearm discharge,X95,15,455210,
,"Danville city, VA",51590,Assault by other and unspecified firearm discharge,X95,14,41898,
,"Hampton city, VA",51650,Assault by handgun discharge,X93,12,135410,
,"Newport News city, VA",51700,Assault by handgun discharge,X93,22,181825,12.1
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,27,245115,11
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,39,223170,17.5
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,39,2149970,1.8
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,23,861312,2.7
,"Kanawha County, WV",54039,Assault by other and unspecified firearm discharge,X95,10,186241,
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,38,951448,4
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,92,951448,9.7
,"Milwaukee County, WI",55079,Assault by sharp object,X99,14,951448,
