Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"San Bernardino County, CA",6071,Assault by sharp object,X99,16,1899065,
,"San Bernardino County, CA",6071,Assault by unspecified means,Y09,10,1899065,
,"San Diego County, CA",6073,Assault by other and unspecified firearm discharge,X95,78,2930007,2.7
,"San Diego County, CA",6073,Assault by sharp object,X99,17,2930007,
,"San Diego County, CA",6073,Assault by unspecified means,Y09,25,2930007,0.9
,"San Francisco County, CA",6075,Assault by other and unspecified firearm discharge,X95,50,761325,6.6
,"San Francisco County, CA",6075,Assault by unspecified means,Y09,12,761325,
,"San Joaquin County, CA",6077,Assault by other and unspecified firearm discharge,X95,33,642898,5.1
,"San Joaquin County, CA",6077,Assault by sharp object,X99,10,642898,
,"San Joaquin County, CA",6077,Assault by unspecified means,Y09,12,642898,
,"San Mateo County, CA",6081,Assault by other and unspecified firearm discharge,X95,16,690161,
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,27,1663167,1.6
,"Stanislaus County, CA",6099,Assault by other and unspecified firearm discharge,X95,24,492613,4.9
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,16,398226,
,"Ventura County, CA",6111,Assault by other and unspecified firearm discharge,X95,16,793994,
,"Arapahoe County, CO",8005,Assault by other and unspecified firearm discharge,X95,14,518971,
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,42,550756,7.6
,"Denver County, CO",8031,Assault by sharp object,X99,14,550756,
,"Denver County, CO",8031,Assault by unspecified means,Y09,10,550756,
,"El Paso County, CO",8041,Assault by other and unspecified firearm discharge,X95,12,556667,
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,19,897472,
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,17,874449,
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,17,844505,
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,25,518944,4.8
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,136,567754,24
,"District of Columbia, DC",11001,Assault by sharp object,X99,20,567754,3.5
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,14,518722,
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,45,1725461,2.6
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,74,820070,9
,"Duval County, FL",12031,Assault by sharp object,X99,15,820070,
,"Duval County, FL",12031,Assault by unspecified means,Y09,10,820070,
,"Escambia County, FL",12033,Assault by other and unspecified firearm discharge,X95,10,298225,
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,12,1108225,
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,20,1108225,1.8
,"Hillsborough County, FL",12057,Assault by sharp object,X99,16,1108225,
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,19,522431,
,"Marion County, FL",12083,Assault by other and unspecified firearm discharge,X95,13,291164,
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,150,2358684,6.4
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,21,2358684,0.9
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,20,2358684,0.8
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,35,1011681,3.5
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,54,1252223,4.3
,"Pasco County, FL",12101,Assault by other and unspecified firearm discharge,X95,11,401648,
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,31,928305,3.3
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,16,527685,
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,12,154159,
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,15,240818,
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,20,255322,7.8
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,15,640346,
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,56,666204,8.4
,"DeKalb County, GA",13089,Assault by unspecified means,Y09,11,666204,
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,87,809481,10.7
,"Fulton County, GA",13121,Assault by unspecified means,Y09,11,809481,
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,24,687468,3.5
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,13,185057,
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,31,5252021,0.6
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,432,5252021,8.2
,"Cook County, IL",17031,Assault by sharp object,X99,58,5252021,1.1
,"Cook County, IL",17031,Assault by other specified means,Y08,11,5252021,
,"Cook County, IL",17031,Assault by unspecified means,Y09,46,5252021,0.9
,"Cook County, IL",17031,Sequelae of assault,Y87.1,10,5252021,
,"Kane County, IL",17089,Assault by other and unspecified firearm discharge,X95,18,466884,
,"Peoria County, IL",17143,Assault by other and unspecified firearm discharge,X95,10,182613,
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,16,260214,
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,15,605934,
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,14,340916,
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,70,487405,14.4
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,70,870378,8
,"Marion County, IN",18097,Assault by unspecified means,Y09,10,870378,
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,20,464021,4.3
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,22,154874,14.2
,"Fayette County, KY",21067,Assault by other and unspecified firearm discharge,X95,12,272377,
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,47,706828,6.6
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,31,249157,12.4
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,41,414162,9.9
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,46,456602,10.1
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,222,493765,45
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,11,513259,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,24,784371,3.1
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,11,914991,
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,102,845950,12.1
,"Prince George's County, MD",24033,Assault by sharp object,X99,14,845950,
,"Prince George's County, MD",24033,Assault by unspecified means,Y09,11,845950,
,"Baltimore city, MD",24510,"Assault by hanging, strangulation and suffocation",X91,10,624222,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,198,624222,31.7
,"Baltimore city, MD",24510,Assault by sharp object,X99,20,624222,3.2
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,13,624222,
,"Middlesex County, MA",25017,Assault by other and unspecified firearm discharge,X95,11,1459232,
,"Plymouth County, MA",25023,Assault by other and unspecified firearm discharge,X95,12,485010,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,50,691272,7.2
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,32,442534,7.2
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,11,589554,
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,12,823418,
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,21,1203812,1.7
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,16,208489,
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,18,1983830,
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,314,1983830,15.8
,"Wayne County, MI",26163,Assault by sharp object,X99,33,1983830,1.7
,"Wayne County, MI",26163,Assault by other specified means,Y08,27,1983830,1.4
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,47,1118756,4.2
,"Ramsey County, MN",27123,Assault by other and unspecified firearm discharge,X95,10,501104,
,"Coahoma County, MS",28027,Assault by other and unspecified firearm discharge,X95,10,28508,
,"Hinds County, MS",28049,Assault by handgun discharge,X93,40,248147,16.1
,"Jackson County, MO",29095,Assault by handgun discharge,X93,31,658307,4.7
,"Jackson County, MO",29095,"Assault by rifle, shotgun and larger firearm discharge",X94,10,658307,
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,18,658307,
,"Jackson County, MO",29095,Assault by unspecified means,Y09,16,658307,
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,46,1007813,4.6
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,67,330988,20.2
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,13,482075,
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,96,1662773,5.8
,"Clark County, NV",32003,Assault by sharp object,X99,17,1662773,
,"Clark County, NV",32003,Assault by unspecified means,Y09,20,1662773,1.2
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,41,510137,8
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,106,791305,13.4
,"Essex County, NJ",34013,Assault by unspecified means,Y09,16,791305,
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,19,614607,
,"Hudson County, NJ",34017,Assault by sharp object,X99,10,614607,
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,14,361248,
,"Passaic County, NJ",34031,Assault by sharp object,X99,11,493981,
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,15,526916,
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,12,600449,
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,88,1358963,6.5
,"Bronx County, NY",36005,Assault by sharp object,X99,30,1358963,2.2
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,34,938333,3.6
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,152,2459094,6.2
,"Kings County, NY",36047,Assault by sharp object,X99,41,2459094,1.7
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,25,741075,3.4
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,13,1337964,
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,35,1569947,2.2
,"New York County, NY",36061,Assault by sharp object,X99,11,1569947,
,"New York County, NY",36061,Assault by unspecified means,Y09,10,1569947,
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,65,2198516,3
,"Queens County, NY",36081,Assault by sharp object,X99,16,2198516,
,"Queens County, NY",36081,Assault by unspecified means,Y09,12,2198516,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,15,1478215,
,"Suffolk County, NY",36103,Assault by sharp object,X99,11,1478215,
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,18,935457,
,"Cleveland County, NC",37045,Assault by other and unspecified firearm discharge,X95,11,97134,
,"Columbus County, NC",37047,Assault by other and unspecified firearm discharge,X95,10,55099,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,16,307629,
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,20,238376,8.4
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,17,319997,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,18,440597,
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,55,772949,7.1
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,24,126117,19
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,17,716336,
,"Wayne County, NC",37191,Assault by other and unspecified firearm discharge,X95,10,116484,
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,63,1346714,4.7
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,13,1346714,
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,12,1346714,
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,63,1099603,5.7
,"Franklin County, OH",39049,Assault by sharp object,X99,10,1099603,
,"Franklin County, OH",39049,Assault by unspecified means,Y09,12,1099603,
,"Hamilton County, OH",39061,Assault by handgun discharge,X93,43,817306,5.3
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,17,817306,
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,34,549713,6.2
,"Oklahoma County, OK",40109,Assault by handgun discharge,X93,10,677742,
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,23,677742,3.4
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,29,566140,5.1
,"Tulsa County, OK",40143,Assault by unspecified means,Y09,13,566140,
,"Multnomah County, OR",41051,Assault by handgun discharge,X93,14,672526,
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,65,1247531,5.2
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,11,390848,
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,13,256194,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,32,551508,5.8
,"Montgomery County, PA",42091,Assault by other and unspecified firearm discharge,X95,12,776493,
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,262,1492882,17.5
,"Philadelphia County, PA",42101,Assault by sharp object,X99,22,1492882,1.5
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,12,1492882,
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,15,638358,
,"Anderson County, SC",45007,Assault by other and unspecified firearm discharge,X95,13,173539,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,18,328105,
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,14,399319,
,"Orangeburg County, SC",45075,Assault by other and unspecified firearm discharge,X95,13,91691,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,30,345750,8.7
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,10,261828,
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,44,583013,7.5
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,11,315396,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,83,909643,9.1
,"Shelby County, TN",47157,Assault by sharp object,X99,16,909643,
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,13,258138,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,47,1500919,3.1
,"Bexar County, TX",48029,Assault by sharp object,X99,17,1500919,
,"Bexar County, TX",48029,Assault by unspecified means,Y09,23,1500919,1.5
,"Collin County, TX",48085,Assault by other and unspecified firearm discharge,X95,12,617802,
,"Dallas County, TX",48113,"Assault by rifle, shotgun and larger firearm discharge",X94,13,2244020,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,194,2244020,8.6
,"Dallas County, TX",48113,Assault by sharp object,X99,22,2244020,1
,"Dallas County, TX",48113,Assault by unspecified means,Y09,34,2244020,1.5
,"Denton County, TX",48121,Assault by other and unspecified firearm discharge,X95,13,529811,
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,14,441139,
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,24,3630185,0.7
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,245,3630185,6.7
,"Harris County, TX",48201,Assault by sharp object,X99,37,3630185,1
,"Harris County, TX",48201,Assault by unspecified means,Y09,38,3630185,1
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,14,653779,
,"McLennan County, TX",48309,Assault by other and unspecified firearm discharge,X95,17,221353,
,"Nueces County, TX",48355,Assault by other and unspecified firearm discharge,X95,14,321879,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,42,1580595,2.7
,"Tarrant County, TX",48439,Assault by sharp object,X99,12,1580595,
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,19,1580595,
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,11,870809,
,"Webb County, TX",48479,Assault by other and unspecified firearm discharge,X95,15,217858,
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,16,934140,
,"Chesterfield County, VA",51041,Assault by other and unspecified firearm discharge,X95,13,283030,
,"Henrico County, VA",51087,Assault by other and unspecified firearm discharge,X95,18,280290,
,"Chesapeake city, VA",51550,Assault by handgun discharge,X93,10,211927,
,"Newport News city, VA",51700,Assault by handgun discharge,X93,13,185204,
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,24,243836,9.8
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,63,196878,32
,"Virginia Beach city, VA",51810,Assault by handgun discharge,X93,15,437494,
,"King County, WA",53033,Assault by handgun discharge,X93,12,1775297,
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,24,1775297,1.4
,"King County, WA",53033,Assault by sharp object,X99,11,1775297,
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,57,936914,6.1
