Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
Total,Iowa,19,,,73,2982644,2.4
,Kansas,20,Assault by other and unspecified firearm discharge,X95,61,2762931,2.2
,Kansas,20,Assault by unspecified means,Y09,12,2762931,
Total,Kansas,20,,,114,2762931,4.1
,Kentucky,21,"Assault by hanging, strangulation and suffocation",X91,11,4219239,
,Kentucky,21,Assault by other and unspecified firearm discharge,X95,101,4219239,2.4
,Kentucky,21,Assault by sharp object,X99,25,4219239,0.6
,Kentucky,21,Assault by unspecified means,Y09,32,4219239,0.8
Total,Kentucky,21,,,192,4219239,4.6
,Louisiana,22,"Assault by hanging, strangulation and suffocation",X91,10,4302665,
,Louisiana,22,Assault by other and unspecified firearm discharge,X95,426,4302665,9.9
,Louisiana,22,Assault by sharp object,X99,39,4302665,0.9
,Louisiana,22,Assault by other specified means,Y08,12,4302665,
,Louisiana,22,Assault by unspecified means,Y09,33,4302665,0.8
Total,Louisiana,22,,,554,4302665,12.9
Total,Maine,23,,,20,1323619,1.5
,Maryland,24,"Assault by hanging, strangulation and suffocation",X91,11,5627367,
,Maryland,24,"Assault by rifle, shotgun and larger firearm discharge",X94,22,5627367,0.4
,Maryland,24,Assault by other and unspecified firearm discharge,X95,392,5627367,7
,Maryland,24,Assault by sharp object,X99,67,5627367,1.2
,Maryland,24,Assault by blunt object,Y00,10,5627367,
,Maryland,24,Assault by unspecified means,Y09,41,5627367,0.7
,Maryland,24,Sequelae of assault,Y87.1,12,5627367,
Total,Maryland,24,,,568,5627367,10.1
,Massachusetts,25,Assault by other and unspecified firearm discharge,X95,101,6410084,1.6
,Massachusetts,25,Assault by sharp object,X99,40,6410084,0.6
,Massachusetts,25,Assault by bodily force,Y04,11,6410084,
Total,Massachusetts,25,,,183,6410084,2.9
,Michigan,26,"Assault by hanging, strangulation and suffocation",X91,15,10036081,
,Michigan,26,"Assault by rifle, shotgun and larger firearm discharge",X94,38,10036081,0.4
,Michigan,26,Assault by other and unspecified firearm discharge,X95,491,10036081,4.9
,Michigan,26,"Assault by smoke, fire and flames",X97,10,10036081,
,Michigan,26,Assault by sharp object,X99,60,10036081,0.6
,Michigan,26,Assault by other specified means,Y08,42,10036081,0.4
,Michigan,26,Assault by unspecified means,Y09,33,10036081,0.3
Total,Michigan,26,,,722,10036081,7.2
,Minnesota,27,Assault by other and unspecified firearm discharge,X95,67,5163555,1.3
,Minnesota,27,Assault by sharp object,X99,16,5163555,
,Minnesota,27,Assault by unspecified means,Y09,16,5163555,
Total,Minnesota,27,,,128,5163555,2.5
,Mississippi,28,Assault by handgun discharge,X93,55,2904978,1.9
,Mississippi,28,"Assault by rifle, shotgun and larger firearm discharge",X94,14,2904978,
,Mississippi,28,Assault by other and unspecified firearm discharge,X95,153,2904978,5.3
,Mississippi,28,Assault by sharp object,X99,36,2904978,1.2
,Mississippi,28,Assault by unspecified means,Y09,22,2904978,0.8
Total,Mississippi,28,,,318,2904978,10.9
,Missouri,29,"Assault by hanging, strangulation and suffocation",X91,15,5842704,
,Missouri,29,Assault by handgun discharge,X93,49,5842704,0.8
,Missouri,29,"Assault by rifle, shotgun and larger firearm discharge",X94,33,5842704,0.6
,Missouri,29,Assault by other and unspecified firearm discharge,X95,213,5842704,3.6
,Missouri,29,Assault by sharp object,X99,37,5842704,0.6
,Missouri,29,Assault by unspecified means,Y09,46,5842704,0.8
Total,Missouri,29,,,412,5842704,7.1
,Montana,30,Assault by unspecified means,Y09,12,952692,
Total,Montana,30,,,35,952692,3.7
,Nebraska,31,Assault by other and unspecified firearm discharge,X95,31,1772693,1.7
,Nebraska,31,Assault by unspecified means,Y09,11,1772693,
Total,Nebraska,31,,,55,1772693,3.1
,Nevada,32,"Assault by hanging, strangulation and suffocation",X91,13,2522658,
,Nevada,32,Assault by other and unspecified firearm discharge,X95,126,2522658,5
,Nevada,32,"Assault by smoke, fire and flames",X97,14,2522658,
,Nevada,32,Assault by sharp object,X99,14,2522658,
,Nevada,32,Assault by unspecified means,Y09,31,2522658,1.2
Total,Nevada,32,,,219,2522658,8.7
,New Hampshire,33,Assault by other and unspecified firearm discharge,X95,10,1308389,
Total,New Hampshire,33,,,20,1308389,1.5
,New Jersey,34,"Assault by hanging, strangulation and suffocation",X91,20,8661679,0.2
,New Jersey,34,Assault by handgun discharge,X93,11,8661679,
,New Jersey,34,"Assault by rifle, shotgun and larger firearm discharge",X94,10,8661679,
,New Jersey,34,Assault by other and unspecified firearm discharge,X95,280,8661679,3.2
,New Jersey,34,Assault by sharp object,X99,61,8661679,0.7
,New Jersey,34,Assault by unspecified means,Y09,55,8661679,0.6
Total,New Jersey,34,,,449,8661679,5.2
,New Mexico,35,Assault by handgun discharge,X93,21,1962137,1.1
,New Mexico,35,"Assault by rifle, shotgun and larger firearm discharge",X94,11,1962137,
,New Mexico,35,Assault by other and unspecified firearm discharge,X95,41,1962137,2.1
,New Mexico,35,Assault by sharp object,X99,24,1962137,1.2
,New Mexico,35,Assault by other specified means,Y08,16,1962137,
,New Mexico,35,Assault by unspecified means,Y09,12,1962137,
Total,New Mexico,35,,,135,1962137,6.9
,New York,36,"Assault by hanging, strangulation and suffocation",X91,48,19104631,0.3
,New York,36,"Assault by rifle, shotgun and larger firearm discharge",X94,20,19104631,0.1
,New York,36,Assault by other and unspecified firearm discharge,X95,545,19104631,2.9
,New York,36,Assault by sharp object,X99,167,19104631,0.9
,New York,36,Assault by other specified means,Y08,16,19104631,
,New York,36,Assault by unspecified means,Y09,101,19104631,0.5
,New York,36,Sequelae of assault,Y87.1,30,19104631,0.2
Total,New York,36,,,962,19104631,5
,North Carolina,37,"Assault by hanging, strangulation and suffocation",X91,21,8917270,0.2
,North Carolina,37,"Assault by rifle, shotgun and larger firearm discharge",X94,37,8917270,0.4
,North Carolina,37,Assault by other and unspecified firearm discharge,X95,400,8917270,4.5
,North Carolina,37,Assault by sharp object,X99,68,8917270,0.8
,North Carolina,37,Assault by other specified means,Y08,12,8917270,
,North Carolina,37,Assault by unspecified means,Y09,55,8917270,0.6
Total,North Carolina,37,,,622,8917270,7
Total,North Dakota,38,,,11,649422,
,Ohio,39,"Assault by hanging, strangulation and suffocation",X91,23,11481213,0.2
,Ohio,39,Assault by handgun discharge,X93,28,11481213,0.2
,Ohio,39,"Assault by rifle, shotgun and larger firearm discharge",X94,14,11481213,
,Ohio,39,Assault by other and unspecified firearm discharge,X95,409,11481213,3.6
,Ohio,39,"Assault by smoke, fire and flames",X97,19,11481213,
,Ohio,39,Assault by sharp object,X99,68,11481213,0.6
,Ohio,39,Assault by other specified means,Y08,20,11481213,0.2
,Ohio,39,Assault by unspecified means,Y09,56,11481213,0.5
,Ohio,39,Sequelae of assault,Y87.1,12,11481213,
Total,Ohio,39,,,666,11481213,5.8
,Oklahoma,40,"Assault by hanging, strangulation and suffocation",X91,13,3594090,
,Oklahoma,40,Assault by handgun discharge,X93,45,3594090,1.3
,Oklahoma,40,"Assault by rifle, shotgun and larger firearm discharge",X94,24,3594090,0.7
,Oklahoma,40,Assault by other and unspecified firearm discharge,X95,83,3594090,2.3
,Oklahoma,40,Assault by sharp object,X99,21,3594090,0.6
,Oklahoma,40,Assault by unspecified means,Y09,29,3594090,0.8
Total,Oklahoma,40,,,226,3594090,6.3
,Oregon,41,Assault by handgun discharge,X93,19,3670883,
,Oregon,41,"Assault by rifle, shotgun and larger firearm discharge",X94,10,3670883,
,Oregon,41,Assault by other and unspecified firearm discharge,X95,34,3670883,0.9
,Oregon,41,Assault by sharp object,X99,19,3670883,
,Oregon,41,Assault by unspecified means,Y09,11,3670883,
Total,Oregon,41,,,113,3670883,3.1
,Pennsylvania,42,"Assault by hanging, strangulation and suffocation",X91,21,12510809,0.2
,Pennsylvania,42,"Assault by rifle, shotgun and larger firearm discharge",X94,12,12510809,
,Pennsylvania,42,Assault by other and unspecified firearm discharge,X95,577,12510809,4.6
,Pennsylvania,42,Assault by sharp object,X99,56,12510809,0.4
,Pennsylvania,42,Assault by other specified means,Y08,10,12510809,
,Pennsylvania,42,Assault by unspecified means,Y09,51,12510809,0.4
Total,Pennsylvania,42,,,769,12510809,6.1
,Rhode Island,44,Assault by other and unspecified firearm discharge,X95,18,1063096,
Total,Rhode Island,44,,,39,1063096,3.7
,South Carolina,45,"Assault by hanging, strangulation and suffocation",X91,15,4357847,
,South Carolina,45,"Assault by rifle, shotgun and larger firearm discharge",X94,23,4357847,0.5
,South Carolina,45,Assault by other and unspecified firearm discharge,X95,246,4357847,5.6
,South Carolina,45,Assault by sharp object,X99,45,4357847,1
,South Carolina,45,Assault by other specified means,Y08,12,4357847,
,South Carolina,45,Assault by unspecified means,Y09,21,4357847,0.5
Total,South Carolina,45,,,391,4357847,9
Total,South Dakota,46,,,21,783033,2.7
,Tennessee,47,"Assault by hanging, strangulation and suffocation",X91,17,6088766,
,Tennessee,47,"Assault by rifle, shotgun and larger firearm discharge",X94,13,6088766,
,Tennessee,47,Assault by other and unspecified firearm discharge,X95,313,6088766,5.1
,Tennessee,47,Assault by sharp object,X99,48,6088766,0.8
,Tennessee,47,Assault by unspecified means,Y09,76,6088766,1.2
Total,Tennessee,47,,,486,6088766,8
,Texas,48,"Assault by hanging, strangulation and suffocation",X91,45,23359580,0.2
,Texas,48,Assault by handgun discharge,X93,35,23359580,0.1
,Texas,48,"Assault by rifle, shotgun and larger firearm discharge",X94,83,23359580,0.4
,Texas,48,Assault by other and unspecified firearm discharge,X95,915,23359580,3.9
,Texas,48,"Assault by smoke, fire and flames",X97,10,23359580,
,Texas,48,Assault by sharp object,X99,134,23359580,0.6
,Texas,48,Assault by bodily force,Y04,12,23359580,
,Texas,48,Assault by unspecified means,Y09,175,23359580,0.7
,Texas,48,Sequelae of assault,Y87.1,15,23359580,
Total,Texas,48,,,1467,23359580,6.3
,Utah,49,Assault by other and unspecified firearm discharge,X95,23,2525507,0.9
,Utah,49,Assault by unspecified means,Y09,12,2525507,
Total,Utah,49,,,52,2525507,2.1
Total,Vermont,50,,,13,622892,
,Virginia,51,"Assault by hanging, strangulation and suffocation",X91,15,7673725,
,Virginia,51,Assault by handgun discharge,X93,95,7673725,1.2
,Virginia,51,"Assault by rifle, shotgun and larger firearm discharge",X94,23,7673725,0.3
,Virginia,51,Assault by other and unspecified firearm discharge,X95,166,7673725,2.2
,Virginia,51,Assault by sharp object,X99,51,7673725,0.7
,Virginia,51,Assault by unspecified means,Y09,36,7673725,0.5
Total,Virginia,51,,,410,7673725,5.3
,Washington,53,"Assault by rifle, shotgun and larger firearm discharge",X94,13,6370753,
,Washington,53,Assault by other and unspecified firearm discharge,X95,103,6370753,1.6
,Washington,53,Assault by sharp object,X99,31,6370753,0.5
,Washington,53,Assault by unspecified means,Y09,32,6370753,0.5
Total,Washington,53,,,221,6370753,3.5
,West Virginia,54,Assault by other and unspecified firearm discharge,X95,46,1827912,2.5
,West Virginia,54,Assault by sharp object,X99,16,1827912,
,West Virginia,54,Assault by unspecified means,Y09,11,1827912,
Total,West Virginia,54,,,97,1827912,5.3
,Wisconsin,55,"Assault by hanging, strangulation and suffocation",X91,12,5577655,
,Wisconsin,55,Assault by handgun discharge,X93,86,5577655,1.5
,Wisconsin,55,Assault by other and unspecified firearm discharge,X95,17,5577655,
,Wisconsin,55,Assault by sharp object,X99,22,5577655,0.4
,Wisconsin,55,Assault by unspecified means,Y09,17,5577655,
Total,Wisconsin,55,,,194,5577655,3.5
Total,,,,,18573,298379912,6.2
