Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Georgia,13,Assault by handgun discharge,X93,20,9349988,0.2
,Georgia,13,"Assault by rifle, shotgun and larger firearm discharge",X94,33,9349988,0.4
,Georgia,13,Assault by other and unspecified firearm discharge,X95,504,9349988,5.4
,Georgia,13,Assault by sharp object,X99,75,9349988,0.8
,Georgia,13,Assault by other specified means,Y08,18,9349988,
,Georgia,13,Assault by unspecified means,Y09,65,9349988,0.7
Total,Georgia,13,,,771,9349988,8.2
Total,Hawaii,15,,,24,1315675,1.8
,Idaho,16,Assault by other and unspecified firearm discharge,X95,26,1505105,1.7
Total,Idaho,16,,,48,1505105,3.2
,Illinois,17,"Assault by hanging, strangulation and suffocation",X91,40,12695866,0.3
,Illinois,17,"Assault by rifle, shotgun and larger firearm discharge",X94,17,12695866,
,Illinois,17,Assault by other and unspecified firearm discharge,X95,550,12695866,4.3
,Illinois,17,"Assault by smoke, fire and flames",X97,21,12695866,0.2
,Illinois,17,Assault by sharp object,X99,89,12695866,0.7
,Illinois,17,Assault by other specified means,Y08,19,12695866,
,Illinois,17,Assault by unspecified means,Y09,77,12695866,0.6
,Illinois,17,Sequelae of assault,Y87.1,11,12695866,
Total,Illinois,17,,,863,12695866,6.8
,Indiana,18,"Assault by hanging, strangulation and suffocation",X91,14,6379599,
,Indiana,18,"Assault by rifle, shotgun and larger firearm discharge",X94,11,6379599,
,Indiana,18,Assault by other and unspecified firearm discharge,X95,231,6379599,3.6
,Indiana,18,Assault by sharp object,X99,17,6379599,
,Indiana,18,Assault by unspecified means,Y09,64,6379599,1
Total,Indiana,18,,,374,6379599,5.9
,Iowa,19,Assault by sharp object,X99,13,2999212,
Total,Iowa,19,,,51,2999212,1.7
,Kansas,20,Assault by other and unspecified firearm discharge,X95,61,2783785,2.2
,Kansas,20,Assault by sharp object,X99,12,2783785,
,Kansas,20,Assault by unspecified means,Y09,13,2783785,
Total,Kansas,20,,,115,2783785,4.1
,Kentucky,21,"Assault by hanging, strangulation and suffocation",X91,10,4256672,
,Kentucky,21,"Assault by rifle, shotgun and larger firearm discharge",X94,12,4256672,
,Kentucky,21,Assault by other and unspecified firearm discharge,X95,136,4256672,3.2
,Kentucky,21,Assault by sharp object,X99,14,4256672,
,Kentucky,21,Assault by unspecified means,Y09,28,4256672,0.7
Total,Kentucky,21,,,213,4256672,5
,Louisiana,22,"Assault by hanging, strangulation and suffocation",X91,17,4375581,
,Louisiana,22,"Assault by rifle, shotgun and larger firearm discharge",X94,15,4375581,
,Louisiana,22,Assault by other and unspecified firearm discharge,X95,467,4375581,10.7
,Louisiana,22,Assault by sharp object,X99,55,4375581,1.3
,Louisiana,22,Assault by unspecified means,Y09,40,4375581,0.9
Total,Louisiana,22,,,627,4375581,14.3
Total,Maine,23,,,26,1327040,2
,Maryland,24,"Assault by hanging, strangulation and suffocation",X91,14,5653408,
,Maryland,24,"Assault by rifle, shotgun and larger firearm discharge",X94,13,5653408,
,Maryland,24,Assault by other and unspecified firearm discharge,X95,410,5653408,7.3
,Maryland,24,Assault by sharp object,X99,65,5653408,1.1
,Maryland,24,Assault by blunt object,Y00,10,5653408,
,Maryland,24,Assault by unspecified means,Y09,44,5653408,0.8
Total,Maryland,24,,,573,5653408,10.1
,Massachusetts,25,"Assault by hanging, strangulation and suffocation",X91,10,6431559,
,Massachusetts,25,Assault by other and unspecified firearm discharge,X95,106,6431559,1.6
,Massachusetts,25,Assault by sharp object,X99,34,6431559,0.5
,Massachusetts,25,Assault by unspecified means,Y09,12,6431559,
Total,Massachusetts,25,,,188,6431559,2.9
,Michigan,26,"Assault by hanging, strangulation and suffocation",X91,18,10001284,
,Michigan,26,"Assault by rifle, shotgun and larger firearm discharge",X94,26,10001284,0.3
,Michigan,26,Assault by other and unspecified firearm discharge,X95,473,10001284,4.7
,Michigan,26,Assault by sharp object,X99,65,10001284,0.6
,Michigan,26,Assault by other specified means,Y08,40,10001284,0.4
,Michigan,26,Assault by unspecified means,Y09,41,10001284,0.4
,Michigan,26,Sequelae of assault,Y87.1,10,10001284,
Total,Michigan,26,,,704,10001284,7
,Minnesota,27,Assault by other and unspecified firearm discharge,X95,63,5207203,1.2
,Minnesota,27,Assault by sharp object,X99,12,5207203,
,Minnesota,27,Assault by unspecified means,Y09,26,5207203,0.5
Total,Minnesota,27,,,120,5207203,2.3
,Mississippi,28,Assault by handgun discharge,X93,68,2928350,2.3
,Mississippi,28,"Assault by rifle, shotgun and larger firearm discharge",X94,20,2928350,0.7
,Mississippi,28,Assault by other and unspecified firearm discharge,X95,131,2928350,4.5
,Mississippi,28,Assault by sharp object,X99,29,2928350,1
,Mississippi,28,Assault by unspecified means,Y09,12,2928350,
Total,Mississippi,28,,,286,2928350,9.8
,Missouri,29,Assault by handgun discharge,X93,19,5887612,
,Missouri,29,"Assault by rifle, shotgun and larger firearm discharge",X94,20,5887612,0.3
,Missouri,29,Assault by other and unspecified firearm discharge,X95,226,5887612,3.8
,Missouri,29,Assault by sharp object,X99,34,5887612,0.6
,Missouri,29,Assault by unspecified means,Y09,55,5887612,0.9
Total,Missouri,29,,,384,5887612,6.5
Total,Montana,30,,,24,964706,2.5
,Nebraska,31,Assault by other and unspecified firearm discharge,X95,42,1783440,2.4
,Nebraska,31,Assault by sharp object,X99,10,1783440,
Total,Nebraska,31,,,71,1783440,4
,Nevada,32,Assault by other and unspecified firearm discharge,X95,126,2601072,4.8
,Nevada,32,Assault by sharp object,X99,19,2601072,
,Nevada,32,Assault by unspecified means,Y09,17,2601072,
Total,Nevada,32,,,188,2601072,7.2
Total,New Hampshire,33,,,14,1312540,
,New Jersey,34,"Assault by hanging, strangulation and suffocation",X91,16,8677885,
,New Jersey,34,Assault by handgun discharge,X93,11,8677885,
,New Jersey,34,"Assault by rifle, shotgun and larger firearm discharge",X94,12,8677885,
,New Jersey,34,Assault by other and unspecified firearm discharge,X95,253,8677885,2.9
,New Jersey,34,Assault by sharp object,X99,41,8677885,0.5
,New Jersey,34,Assault by unspecified means,Y09,49,8677885,0.6
Total,New Jersey,34,,,403,8677885,4.6
,New Mexico,35,Assault by handgun discharge,X93,21,1990070,1.1
,New Mexico,35,Assault by other and unspecified firearm discharge,X95,48,1990070,2.4
,New Mexico,35,Assault by sharp object,X99,23,1990070,1.2
,New Mexico,35,Assault by other specified means,Y08,22,1990070,1.1
,New Mexico,35,Assault by unspecified means,Y09,19,1990070,
Total,New Mexico,35,,,160,1990070,8
,New York,36,"Assault by hanging, strangulation and suffocation",X91,42,19132335,0.2
,New York,36,"Assault by rifle, shotgun and larger firearm discharge",X94,20,19132335,0.1
,New York,36,Assault by other and unspecified firearm discharge,X95,500,19132335,2.6
,New York,36,Assault by sharp object,X99,122,19132335,0.6
,New York,36,Assault by unspecified means,Y09,103,19132335,0.5
,New York,36,Sequelae of assault,Y87.1,14,19132335,
Total,New York,36,,,840,19132335,4.4
,North Carolina,37,"Assault by hanging, strangulation and suffocation",X91,16,9118037,
,North Carolina,37,"Assault by rifle, shotgun and larger firearm discharge",X94,28,9118037,0.3
,North Carolina,37,Assault by other and unspecified firearm discharge,X95,429,9118037,4.7
,North Carolina,37,Assault by sharp object,X99,85,9118037,0.9
,North Carolina,37,Assault by other specified means,Y08,12,9118037,
,North Carolina,37,Assault by unspecified means,Y09,77,9118037,0.8
Total,North Carolina,37,,,674,9118037,7.4
Total,North Dakota,38,,,14,652822,
,Ohio,39,"Assault by hanging, strangulation and suffocation",X91,31,11500468,0.3
,Ohio,39,Assault by handgun discharge,X93,19,11500468,
,Ohio,39,Assault by other and unspecified firearm discharge,X95,385,11500468,3.3
,Ohio,39,"Assault by smoke, fire and flames",X97,10,11500468,
,Ohio,39,Assault by sharp object,X99,66,11500468,0.6
,Ohio,39,Assault by other specified means,Y08,23,11500468,0.2
,Ohio,39,Assault by unspecified means,Y09,58,11500468,0.5
,Ohio,39,Sequelae of assault,Y87.1,11,11500468,
Total,Ohio,39,,,639,11500468,5.6
,Oklahoma,40,"Assault by hanging, strangulation and suffocation",X91,11,3634349,
,Oklahoma,40,Assault by handgun discharge,X93,51,3634349,1.4
,Oklahoma,40,"Assault by rifle, shotgun and larger firearm discharge",X94,20,3634349,0.6
,Oklahoma,40,Assault by other and unspecified firearm discharge,X95,80,3634349,2.2
,Oklahoma,40,Assault by sharp object,X99,35,3634349,1
,Oklahoma,40,Assault by unspecified means,Y09,36,3634349,1
Total,Oklahoma,40,,,251,3634349,6.9
,Oregon,41,Assault by handgun discharge,X93,18,3722417,
,Oregon,41,Assault by other and unspecified firearm discharge,X95,17,3722417,
,Oregon,41,Assault by sharp object,X99,10,3722417,
,Oregon,41,Assault by unspecified means,Y09,14,3722417,
Total,Oregon,41,,,81,3722417,2.2
,Pennsylvania,42,"Assault by hanging, strangulation and suffocation",X91,21,12563937,0.2
,Pennsylvania,42,"Assault by rifle, shotgun and larger firearm discharge",X94,18,12563937,
,Pennsylvania,42,Assault by other and unspecified firearm discharge,X95,536,12563937,4.3
,Pennsylvania,42,Assault by sharp object,X99,75,12563937,0.6
,Pennsylvania,42,Assault by other specified means,Y08,13,12563937,
,Pennsylvania,42,Assault by unspecified means,Y09,54,12563937,0.4
,Pennsylvania,42,Sequelae of assault,Y87.1,10,12563937,
Total,Pennsylvania,42,,,750,12563937,6
,Rhode Island,44,Assault by other and unspecified firearm discharge,X95,13,1057315,
Total,Rhode Island,44,,,24,1057315,2.3
,South Carolina,45,"Assault by hanging, strangulation and suffocation",X91,13,4444110,
,South Carolina,45,"Assault by rifle, shotgun and larger firearm discharge",X94,19,4444110,
,South Carolina,45,Assault by other and unspecified firearm discharge,X95,230,4444110,5.2
,South Carolina,45,Assault by sharp object,X99,48,4444110,1.1
,South Carolina,45,Assault by other specified means,Y08,11,4444110,
,South Carolina,45,Assault by unspecified means,Y09,21,4444110,0.5
Total,South Carolina,45,,,382,4444110,8.6
Total,South Dakota,46,,,15,791623,
,Tennessee,47,"Assault by hanging, strangulation and suffocation",X91,14,6175727,
,Tennessee,47,"Assault by rifle, shotgun and larger firearm discharge",X94,14,6175727,
,Tennessee,47,Assault by other and unspecified firearm discharge,X95,321,6175727,5.2
,Tennessee,47,Assault by sharp object,X99,43,6175727,0.7
,Tennessee,47,Assault by unspecified means,Y09,58,6175727,0.9
Total,Tennessee,47,,,475,6175727,7.7
,Texas,48,"Assault by hanging, strangulation and suffocation",X91,46,23831983,0.2
,Texas,48,Assault by handgun discharge,X93,45,23831983,0.2
,Texas,48,"Assault by rifle, shotgun and larger firearm discharge",X94,76,23831983,0.3
,Texas,48,Assault by other and unspecified firearm discharge,X95,908,23831983,3.8
,Texas,48,Assault by sharp object,X99,162,23831983,0.7
,Texas,48,Assault by other specified means,Y08,11,23831983,
,Texas,48,Assault by unspecified means,Y09,182,23831983,0.8
,Texas,48,Sequelae of assault,Y87.1,14,23831983,
Total,Texas,48,,,1495,23831983,6.3
,Utah,49,Assault by other and unspecified firearm discharge,X95,32,2597746,1.2
Total,Utah,49,,,68,2597746,2.6
Total,Vermont,50,,,13,623481,
,Virginia,51,"Assault by hanging, strangulation and suffocation",X91,11,7751000,
,Virginia,51,Assault by handgun discharge,X93,101,7751000,1.3
,Virginia,51,"Assault by rifle, shotgun and larger firearm discharge",X94,18,7751000,
,Virginia,51,Assault by other and unspecified firearm discharge,X95,189,7751000,2.4
,Virginia,51,Assault by sharp object,X99,48,7751000,0.6
,Virginia,51,Assault by other specified means,Y08,17,7751000,
,Virginia,51,Assault by unspecified means,Y09,21,7751000,0.3
Total,Virginia,51,,,420,7751000,5.4
,Washington,53,Assault by handgun discharge,X93,11,6461587,
,Washington,53,"Assault by rifle, shotgun and larger firearm discharge",X94,13,6461587,
,Washington,53,Assault by other and unspecified firearm discharge,X95,100,6461587,1.5
,Washington,53,Assault by sharp object,X99,29,6461587,0.4
,Washington,53,Assault by unspecified means,Y09,23,6461587,0.4
Total,Washington,53,,,201,6461587,3.1
,West Virginia,54,Assault by other and unspecified firearm discharge,X95,41,1834052,2.2
,West Virginia,54,Assault by unspecified means,Y09,27,1834052,1.5
Total,West Virginia,54,,,86,1834052,4.7
,Wisconsin,55,Assault by handgun discharge,X93,98,5610775,1.7
,Wisconsin,55,"Assault by rifle, shotgun and larger firearm discharge",X94,16,5610775,
,Wisconsin,55,Assault by other and unspecified firearm discharge,X95,18,5610775,
,Wisconsin,55,Assault by sharp object,X99,16,5610775,
,Wisconsin,55,Assault by unspecified means,Y09,14,5610775,
Total,Wisconsin,55,,,202,5610775,3.6
Total,Wyoming,56,,,17,534876,
Total,,,,,18361,301231207,6.1
