Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Franklin County, OH",39049,Assault by sharp object,X99,11,1163414,
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,54,802374,6.7
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,21,441815,4.8
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,18,238823,
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,34,535153,6.4
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,18,541781,
,"Oklahoma County, OK",40109,Assault by handgun discharge,X93,15,718633,
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,23,718633,3.2
,"Oklahoma County, OK",40109,Assault by unspecified means,Y09,11,718633,
,"Tulsa County, OK",40143,Assault by handgun discharge,X93,15,603403,
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,27,603403,4.5
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,10,735334,
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,81,1223348,6.6
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,13,268100,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,30,558979,5.4
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,243,1526006,15.9
,"Philadelphia County, PA",42101,Assault by sharp object,X99,16,1526006,
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,18,1526006,
,"York County, PA",42133,Assault by other and unspecified firearm discharge,X95,10,434972,
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,14,626667,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,30,350209,8.6
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,13,451225,
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,13,269291,
,"Orangeburg County, SC",45075,Assault by other and unspecified firearm discharge,X95,10,92501,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,24,384504,6.2
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,43,626681,6.9
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,16,336463,
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,14,432226,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,89,927644,9.6
,"Shelby County, TN",47157,Assault by sharp object,X99,12,927644,
,"Shelby County, TN",47157,Assault by unspecified means,Y09,13,927644,
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,11,310235,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,62,1714773,3.6
,"Bexar County, TX",48029,Assault by unspecified means,Y09,27,1714773,1.6
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,132,2368139,5.6
,"Dallas County, TX",48113,Assault by sharp object,X99,19,2368139,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,16,2368139,
,"El Paso County, TX",48141,Assault by other and unspecified firearm discharge,X95,10,800647,
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,11,585375,
,"Harris County, TX",48201,"Assault by hanging, strangulation and suffocation",X91,11,4092459,
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,17,4092459,
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,234,4092459,5.7
,"Harris County, TX",48201,Assault by sharp object,X99,43,4092459,1.1
,"Harris County, TX",48201,Assault by unspecified means,Y09,47,4092459,1.1
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,21,774769,2.7
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,12,252273,
,"Nueces County, TX",48355,Assault by other and unspecified firearm discharge,X95,11,340223,
,"Tarrant County, TX",48439,Assault by handgun discharge,X93,15,1809034,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,53,1809034,2.9
,"Tarrant County, TX",48439,Assault by sharp object,X99,14,1809034,
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,11,1809034,
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,26,1024266,2.5
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,16,1029655,
,"Salt Lake County, UT",49035,Assault by unspecified means,Y09,11,1029655,
,"Chesapeake city, VA",51550,Assault by handgun discharge,X93,11,222209,
,"Hampton city, VA",51650,Assault by handgun discharge,X93,10,137436,
,"Newport News city, VA",51700,Assault by handgun discharge,X93,13,180719,
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,17,242803,
,"Petersburg city, VA",51730,Assault by other and unspecified firearm discharge,X95,11,32420,
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,33,204214,16.2
,"Virginia Beach city, VA",51810,Assault by handgun discharge,X93,12,437994,
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,29,1931249,1.5
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,14,795225,
,"Yakima County, WA",53077,Assault by handgun discharge,X93,10,243231,
,"Milwaukee County, WI",55079,"Assault by hanging, strangulation and suffocation",X91,10,947735,
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,30,947735,3.2
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,34,947735,3.6
