Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Kentucky,21,"Assault by rifle, shotgun and larger firearm discharge",X94,10,4117170,
,Kentucky,21,Assault by other and unspecified firearm discharge,X95,98,4117170,2.4
,Kentucky,21,Assault by sharp object,X99,22,4117170,0.5
,Kentucky,21,Assault by unspecified means,Y09,26,4117170,0.6
Total,Kentucky,21,,,193,4117170,4.7
,Louisiana,22,"Assault by rifle, shotgun and larger firearm discharge",X94,16,4521042,
,Louisiana,22,Assault by other and unspecified firearm discharge,X95,454,4521042,10
,Louisiana,22,Assault by sharp object,X99,47,4521042,1
,Louisiana,22,Assault by other specified means,Y08,13,4521042,
,Louisiana,22,Assault by unspecified means,Y09,41,4521042,0.9
Total,Louisiana,22,,,602,4521042,13.3
Total,Maine,23,,,17,1306513,
,Maryland,24,"Assault by hanging, strangulation and suffocation",X91,20,5496269,0.4
,Maryland,24,"Assault by rifle, shotgun and larger firearm discharge",X94,21,5496269,0.4
,Maryland,24,Assault by other and unspecified firearm discharge,X95,370,5496269,6.7
,Maryland,24,Assault by sharp object,X99,71,5496269,1.3
,Maryland,24,Assault by blunt object,Y00,10,5496269,
,Maryland,24,Assault by other specified means,Y08,11,5496269,
,Maryland,24,Assault by unspecified means,Y09,32,5496269,0.6
,Maryland,24,Sequelae of assault,Y87.1,12,5496269,
Total,Maryland,24,,,557,5496269,10.1
,Massachusetts,25,Assault by handgun discharge,X93,29,6422565,0.5
,Massachusetts,25,Assault by other and unspecified firearm discharge,X95,48,6422565,0.7
,Massachusetts,25,Assault by sharp object,X99,35,6422565,0.5
Total,Massachusetts,25,,,140,6422565,2.2
,Michigan,26,"Assault by hanging, strangulation and suffocation",X91,21,10041152,0.2
,Michigan,26,"Assault by rifle, shotgun and larger firearm discharge",X94,26,10041152,0.3
,Michigan,26,Assault by other and unspecified firearm discharge,X95,444,10041152,4.4
,Michigan,26,Assault by sharp object,X99,63,10041152,0.6
,Michigan,26,Assault by other specified means,Y08,31,10041152,0.3
,Michigan,26,Assault by unspecified means,Y09,29,10041152,0.3
Total,Michigan,26,,,650,10041152,6.5
,Minnesota,27,Assault by other and unspecified firearm discharge,X95,73,5053572,1.4
,Minnesota,27,Assault by unspecified means,Y09,31,5053572,0.6
Total,Minnesota,27,,,130,5053572,2.6
,Mississippi,28,Assault by handgun discharge,X93,58,2868312,2
,Mississippi,28,"Assault by rifle, shotgun and larger firearm discharge",X94,24,2868312,0.8
,Mississippi,28,Assault by other and unspecified firearm discharge,X95,119,2868312,4.1
,Mississippi,28,Assault by sharp object,X99,40,2868312,1.4
,Mississippi,28,Assault by unspecified means,Y09,24,2868312,0.8
Total,Mississippi,28,,,304,2868312,10.6
,Missouri,29,"Assault by hanging, strangulation and suffocation",X91,12,5709403,
,Missouri,29,Assault by handgun discharge,X93,54,5709403,0.9
,Missouri,29,"Assault by rifle, shotgun and larger firearm discharge",X94,29,5709403,0.5
,Missouri,29,Assault by other and unspecified firearm discharge,X95,136,5709403,2.4
,Missouri,29,Assault by sharp object,X99,34,5709403,0.6
,Missouri,29,Assault by unspecified means,Y09,37,5709403,0.6
Total,Missouri,29,,,323,5709403,5.7
,Montana,30,Assault by other and unspecified firearm discharge,X95,14,919630,
Total,Montana,30,,,37,919630,4
,Nebraska,31,Assault by other and unspecified firearm discharge,X95,28,1738643,1.6
Total,Nebraska,31,,,63,1738643,3.6
,Nevada,32,"Assault by hanging, strangulation and suffocation",X91,16,2248850,
,Nevada,32,Assault by other and unspecified firearm discharge,X95,110,2248850,4.9
,Nevada,32,Assault by sharp object,X99,25,2248850,1.1
,Nevada,32,Assault by unspecified means,Y09,20,2248850,0.9
Total,Nevada,32,,,183,2248850,8.1
Total,New Hampshire,33,,,20,1279840,1.6
,New Jersey,34,"Assault by hanging, strangulation and suffocation",X91,16,8601402,
,New Jersey,34,Assault by other and unspecified firearm discharge,X95,242,8601402,2.8
,New Jersey,34,Assault by sharp object,X99,75,8601402,0.9
,New Jersey,34,Assault by unspecified means,Y09,45,8601402,0.5
Total,New Jersey,34,,,423,8601402,4.9
,New Mexico,35,Assault by handgun discharge,X93,26,1877574,1.4
,New Mexico,35,"Assault by rifle, shotgun and larger firearm discharge",X94,12,1877574,
,New Mexico,35,Assault by other and unspecified firearm discharge,X95,49,1877574,2.6
,New Mexico,35,Assault by sharp object,X99,23,1877574,1.2
,New Mexico,35,Assault by other specified means,Y08,19,1877574,
,New Mexico,35,Assault by unspecified means,Y09,15,1877574,
Total,New Mexico,35,,,164,1877574,8.7
,New York,36,"Assault by hanging, strangulation and suffocation",X91,45,19175939,0.2
,New York,36,"Assault by rifle, shotgun and larger firearm discharge",X94,19,19175939,
,New York,36,Assault by other and unspecified firearm discharge,X95,567,19175939,3
,New York,36,Assault by sharp object,X99,154,19175939,0.8
,New York,36,Assault by other specified means,Y08,17,19175939,
,New York,36,Assault by unspecified means,Y09,103,19175939,0.5
,New York,36,Sequelae of assault,Y87.1,17,19175939,
Total,New York,36,,,963,19175939,5
,North Carolina,37,"Assault by hanging, strangulation and suffocation",X91,15,8422501,
,North Carolina,37,"Assault by rifle, shotgun and larger firearm discharge",X94,33,8422501,0.4
,North Carolina,37,Assault by other and unspecified firearm discharge,X95,361,8422501,4.3
,North Carolina,37,Assault by sharp object,X99,89,8422501,1.1
,North Carolina,37,Assault by unspecified means,Y09,77,8422501,0.9
Total,North Carolina,37,,,598,8422501,7.1
,North Dakota,38,Assault by other and unspecified firearm discharge,X95,11,638817,
Total,North Dakota,38,,,12,638817,
,Ohio,39,"Assault by hanging, strangulation and suffocation",X91,21,11434788,0.2
,Ohio,39,Assault by handgun discharge,X93,43,11434788,0.4
,Ohio,39,"Assault by rifle, shotgun and larger firearm discharge",X94,14,11434788,
,Ohio,39,Assault by other and unspecified firearm discharge,X95,264,11434788,2.3
,Ohio,39,"Assault by smoke, fire and flames",X97,12,11434788,
,Ohio,39,Assault by sharp object,X99,75,11434788,0.7
,Ohio,39,Assault by other specified means,Y08,16,11434788,
,Ohio,39,Assault by unspecified means,Y09,41,11434788,0.4
Total,Ohio,39,,,520,11434788,4.5
,Oklahoma,40,"Assault by rifle, shotgun and larger firearm discharge",X94,12,3504892,
,Oklahoma,40,Assault by other and unspecified firearm discharge,X95,118,3504892,3.4
,Oklahoma,40,Assault by sharp object,X99,29,3504892,0.8
,Oklahoma,40,Assault by unspecified means,Y09,40,3504892,1.1
Total,Oklahoma,40,,,224,3504892,6.4
,Oregon,41,Assault by handgun discharge,X93,19,3547376,
,Oregon,41,Assault by other and unspecified firearm discharge,X95,26,3547376,0.7
,Oregon,41,Assault by unspecified means,Y09,17,3547376,
Total,Oregon,41,,,93,3547376,2.6
,Pennsylvania,42,"Assault by hanging, strangulation and suffocation",X91,24,12374658,0.2
,Pennsylvania,42,"Assault by rifle, shotgun and larger firearm discharge",X94,13,12374658,
,Pennsylvania,42,Assault by other and unspecified firearm discharge,X95,452,12374658,3.7
,Pennsylvania,42,"Assault by smoke, fire and flames",X97,13,12374658,
,Pennsylvania,42,Assault by sharp object,X99,83,12374658,0.7
,Pennsylvania,42,Assault by other specified means,Y08,22,12374658,0.2
,Pennsylvania,42,Assault by unspecified means,Y09,26,12374658,0.2
Total,Pennsylvania,42,,,676,12374658,5.5
,Rhode Island,44,Assault by other and unspecified firearm discharge,X95,21,1071342,2
Total,Rhode Island,44,,,29,1071342,2.7
,South Carolina,45,"Assault by hanging, strangulation and suffocation",X91,12,4150297,
,South Carolina,45,"Assault by rifle, shotgun and larger firearm discharge",X94,18,4150297,
,South Carolina,45,Assault by other and unspecified firearm discharge,X95,212,4150297,5.1
,South Carolina,45,Assault by sharp object,X99,35,4150297,0.8
,South Carolina,45,Assault by other specified means,Y08,21,4150297,0.5
,South Carolina,45,Assault by unspecified means,Y09,15,4150297,
Total,South Carolina,45,,,325,4150297,7.8
Total,South Dakota,46,,,16,763729,
,Tennessee,47,"Assault by rifle, shotgun and larger firearm discharge",X94,12,5847812,
,Tennessee,47,Assault by other and unspecified firearm discharge,X95,280,5847812,4.8
,Tennessee,47,Assault by sharp object,X99,53,5847812,0.9
,Tennessee,47,Assault by unspecified means,Y09,60,5847812,1
Total,Tennessee,47,,,438,5847812,7.5
,Texas,48,"Assault by hanging, strangulation and suffocation",X91,78,22030931,0.4
,Texas,48,Assault by handgun discharge,X93,20,22030931,0.1
,Texas,48,"Assault by rifle, shotgun and larger firearm discharge",X94,77,22030931,0.3
,Texas,48,Assault by other and unspecified firearm discharge,X95,877,22030931,4
,Texas,48,"Assault by smoke, fire and flames",X97,19,22030931,
,Texas,48,Assault by sharp object,X99,166,22030931,0.8
,Texas,48,Assault by blunt object,Y00,14,22030931,
,Texas,48,Assault by bodily force,Y04,27,22030931,0.1
,Texas,48,By unspecified person,Y07.9,12,22030931,
,Texas,48,Assault by other specified means,Y08,23,22030931,0.1
,Texas,48,Assault by unspecified means,Y09,174,22030931,0.8
,Texas,48,Sequelae of assault,Y87.1,10,22030931,
Total,Texas,48,,,1525,22030931,6.9
,Utah,49,Assault by other and unspecified firearm discharge,X95,29,2360137,1.2
Total,Utah,49,,,58,2360137,2.5
Total,Vermont,50,,,12,617858,
,Virginia,51,"Assault by hanging, strangulation and suffocation",X91,12,7366977,
,Virginia,51,Assault by handgun discharge,X93,103,7366977,1.4
,Virginia,51,"Assault by rifle, shotgun and larger firearm discharge",X94,26,7366977,0.4
,Virginia,51,Assault by other and unspecified firearm discharge,X95,207,7366977,2.8
,Virginia,51,Assault by sharp object,X99,47,7366977,0.6
,Virginia,51,Assault by unspecified means,Y09,34,7366977,0.5
Total,Virginia,51,,,462,7366977,6.3
,Washington,53,"Assault by hanging, strangulation and suffocation",X91,20,6104115,0.3
,Washington,53,Assault by handgun discharge,X93,23,6104115,0.4
,Washington,53,"Assault by rifle, shotgun and larger firearm discharge",X94,15,6104115,
,Washington,53,Assault by other and unspecified firearm discharge,X95,73,6104115,1.2
,Washington,53,Assault by sharp object,X99,43,6104115,0.7
,Washington,53,Assault by unspecified means,Y09,32,6104115,0.5
Total,Washington,53,,,219,6104115,3.6
,West Virginia,54,"Assault by rifle, shotgun and larger firearm discharge",X94,11,1812295,
,West Virginia,54,Assault by other and unspecified firearm discharge,X95,46,1812295,2.5
Total,West Virginia,54,,,89,1812295,4.9
,Wisconsin,55,Assault by handgun discharge,X93,96,5479203,1.8
,Wisconsin,55,"Assault by rifle, shotgun and larger firearm discharge",X94,21,5479203,0.4
,Wisconsin,55,Assault by other and unspecified firearm discharge,X95,23,5479203,0.4
,Wisconsin,55,Assault by sharp object,X99,14,5479203,
Total,Wisconsin,55,,,195,5479203,3.6
Total,Wyoming,56,,,16,503453,
Total,,,,,17732,290107933,6.1
