Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,New Mexico,35,Assault by handgun discharge,X93,27,2082224,1.3
,New Mexico,35,"Assault by rifle, shotgun and larger firearm discharge",X94,10,2082224,
,New Mexico,35,Assault by other and unspecified firearm discharge,X95,36,2082224,1.7
,New Mexico,35,Assault by sharp object,X99,23,2082224,1.1
,New Mexico,35,Assault by other specified means,Y08,22,2082224,1.1
,New Mexico,35,Assault by unspecified means,Y09,21,2082224,1
Total,New Mexico,35,,,148,2082224,7.1
,New York,36,"Assault by hanging, strangulation and suffocation",X91,36,19465197,0.2
,New York,36,"Assault by rifle, shotgun and larger firearm discharge",X94,20,19465197,0.1
,New York,36,Assault by other and unspecified firearm discharge,X95,440,19465197,2.3
,New York,36,Assault by sharp object,X99,156,19465197,0.8
,New York,36,Assault by unspecified means,Y09,107,19465197,0.5
,New York,36,Sequelae of assault,Y87.1,22,19465197,0.1
Total,New York,36,,,830,19465197,4.3
,North Carolina,37,"Assault by hanging, strangulation and suffocation",X91,16,9656401,
,North Carolina,37,"Assault by rifle, shotgun and larger firearm discharge",X94,24,9656401,0.2
,North Carolina,37,Assault by other and unspecified firearm discharge,X95,354,9656401,3.7
,North Carolina,37,Assault by sharp object,X99,72,9656401,0.7
,North Carolina,37,Assault by unspecified means,Y09,53,9656401,0.5
Total,North Carolina,37,,,532,9656401,5.5
Total,North Dakota,38,,,17,683932,
,Ohio,39,"Assault by hanging, strangulation and suffocation",X91,16,11544951,
,Ohio,39,Assault by handgun discharge,X93,17,11544951,
,Ohio,39,"Assault by rifle, shotgun and larger firearm discharge",X94,16,11544951,
,Ohio,39,Assault by other and unspecified firearm discharge,X95,420,11544951,3.6
,Ohio,39,Assault by sharp object,X99,54,11544951,0.5
,Ohio,39,By unspecified person,Y07.9,12,11544951,
,Ohio,39,Assault by other specified means,Y08,10,11544951,
,Ohio,39,Assault by unspecified means,Y09,48,11544951,0.4
,Ohio,39,Sequelae of assault,Y87.1,15,11544951,
Total,Ohio,39,,,618,11544951,5.4
,Oklahoma,40,Assault by handgun discharge,X93,61,3791508,1.6
,Oklahoma,40,"Assault by rifle, shotgun and larger firearm discharge",X94,24,3791508,0.6
,Oklahoma,40,Assault by other and unspecified firearm discharge,X95,81,3791508,2.1
,Oklahoma,40,Assault by sharp object,X99,26,3791508,0.7
,Oklahoma,40,Assault by unspecified means,Y09,45,3791508,1.2
Total,Oklahoma,40,,,261,3791508,6.9
,Oregon,41,Assault by handgun discharge,X93,17,3871859,
,Oregon,41,Assault by other and unspecified firearm discharge,X95,38,3871859,1
,Oregon,41,Assault by sharp object,X99,18,3871859,
,Oregon,41,Assault by unspecified means,Y09,16,3871859,
Total,Oregon,41,,,109,3871859,2.8
,Pennsylvania,42,"Assault by hanging, strangulation and suffocation",X91,18,12742886,
,Pennsylvania,42,"Assault by rifle, shotgun and larger firearm discharge",X94,17,12742886,
,Pennsylvania,42,Assault by other and unspecified firearm discharge,X95,489,12742886,3.8
,Pennsylvania,42,Assault by sharp object,X99,64,12742886,0.5
,Pennsylvania,42,Assault by other specified means,Y08,12,12742886,
,Pennsylvania,42,Assault by unspecified means,Y09,48,12742886,0.4
Total,Pennsylvania,42,,,681,12742886,5.3
,Rhode Island,44,Assault by other and unspecified firearm discharge,X95,11,1051302,
Total,Rhode Island,44,,,19,1051302,
,South Carolina,45,"Assault by hanging, strangulation and suffocation",X91,20,4679230,0.4
,South Carolina,45,"Assault by rifle, shotgun and larger firearm discharge",X94,14,4679230,
,South Carolina,45,Assault by other and unspecified firearm discharge,X95,236,4679230,5
,South Carolina,45,Assault by sharp object,X99,39,4679230,0.8
,South Carolina,45,Assault by other specified means,Y08,10,4679230,
,South Carolina,45,Assault by unspecified means,Y09,24,4679230,0.5
Total,South Carolina,45,,,355,4679230,7.6
Total,South Dakota,46,,,25,824082,3
,Tennessee,47,"Assault by hanging, strangulation and suffocation",X91,13,6403353,
,Tennessee,47,"Assault by rifle, shotgun and larger firearm discharge",X94,13,6403353,
,Tennessee,47,Assault by other and unspecified firearm discharge,X95,293,6403353,4.6
,Tennessee,47,Assault by sharp object,X99,40,6403353,0.6
,Tennessee,47,Assault by unspecified means,Y09,49,6403353,0.8
Total,Tennessee,47,,,444,6403353,6.9
,Texas,48,"Assault by hanging, strangulation and suffocation",X91,51,25674681,0.2
,Texas,48,Assault by handgun discharge,X93,56,25674681,0.2
,Texas,48,"Assault by rifle, shotgun and larger firearm discharge",X94,64,25674681,0.2
,Texas,48,Assault by other and unspecified firearm discharge,X95,692,25674681,2.7
,Texas,48,Assault by sharp object,X99,146,25674681,0.6
,Texas,48,Assault by crashing of motor vehicle,Y03,12,25674681,
,Texas,48,By unspecified person,Y07.9,17,25674681,
,Texas,48,Assault by other specified means,Y08,10,25674681,
,Texas,48,Assault by unspecified means,Y09,163,25674681,0.6
,Texas,48,Sequelae of assault,Y87.1,15,25674681,
Total,Texas,48,,,1266,25674681,4.9
,Utah,49,Assault by other and unspecified firearm discharge,X95,24,2817222,0.9
,Utah,49,Assault by unspecified means,Y09,14,2817222,
Total,Utah,49,,,57,2817222,2
,Virginia,51,"Assault by hanging, strangulation and suffocation",X91,13,8096604,
,Virginia,51,Assault by handgun discharge,X93,63,8096604,0.8
,Virginia,51,"Assault by rifle, shotgun and larger firearm discharge",X94,21,8096604,0.3
,Virginia,51,Assault by other and unspecified firearm discharge,X95,147,8096604,1.8
,Virginia,51,Assault by sharp object,X99,38,8096604,0.5
,Virginia,51,Assault by unspecified means,Y09,37,8096604,0.5
Total,Virginia,51,,,336,8096604,4.1
,Washington,53,Assault by handgun discharge,X93,13,6830038,
,Washington,53,Assault by other and unspecified firearm discharge,X95,72,6830038,1.1
,Washington,53,Assault by sharp object,X99,25,6830038,0.4
,Washington,53,Assault by unspecified means,Y09,36,6830038,0.5
Total,Washington,53,,,180,6830038,2.6
,West Virginia,54,Assault by other and unspecified firearm discharge,X95,45,1855364,2.4
,West Virginia,54,Assault by unspecified means,Y09,16,1855364,
Total,West Virginia,54,,,101,1855364,5.4
,Wisconsin,55,Assault by handgun discharge,X93,17,5711767,
,Wisconsin,55,Assault by other and unspecified firearm discharge,X95,60,5711767,1.1
,Wisconsin,55,Assault by sharp object,X99,18,5711767,
,Wisconsin,55,Assault by unspecified means,Y09,14,5711767,
Total,Wisconsin,55,,,148,5711767,2.6
,Wyoming,56,Assault by other and unspecified firearm discharge,X95,12,568158,
Total,Wyoming,56,,,23,568158,4
Total,,,,,16238,311591917,5.2
