Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Indiana,18,Assault by other and unspecified firearm discharge,X95,343,6633053,5.2
,Indiana,18,Assault by sharp object,X99,36,6633053,0.5
,Indiana,18,Assault by unspecified means,Y09,33,6633053,0.5
Total,Indiana,18,,,480,6633053,7.2
,Iowa,19,Assault by other and unspecified firearm discharge,X95,38,3134693,1.2
,Iowa,19,Assault by sharp object,X99,11,3134693,
Total,Iowa,19,,,85,3134693,2.7
,Kansas,20,"Assault by hanging, strangulation and suffocation",X91,10,2907289,
,Kansas,20,Assault by other and unspecified firearm discharge,X95,110,2907289,3.8
,Kansas,20,Assault by sharp object,X99,11,2907289,
Total,Kansas,20,,,147,2907289,5.1
,Kentucky,21,Assault by other and unspecified firearm discharge,X95,220,4436974,5
,Kentucky,21,Assault by sharp object,X99,23,4436974,0.5
,Kentucky,21,Assault by unspecified means,Y09,17,4436974,
Total,Kentucky,21,,,302,4436974,6.8
,Louisiana,22,"Assault by hanging, strangulation and suffocation",X91,15,4681666,
,Louisiana,22,Assault by handgun discharge,X93,14,4681666,
,Louisiana,22,"Assault by rifle, shotgun and larger firearm discharge",X94,11,4681666,
,Louisiana,22,Assault by other and unspecified firearm discharge,X95,501,4681666,10.7
,Louisiana,22,Assault by sharp object,X99,27,4681666,0.6
,Louisiana,22,Assault by unspecified means,Y09,49,4681666,1
,Louisiana,22,Sequelae of assault,Y87.1,10,4681666,
Total,Louisiana,22,,,648,4681666,13.8
Total,Maine,23,,,19,1331479,
,Maryland,24,Assault by other and unspecified firearm discharge,X95,426,6016447,7.1
,Maryland,24,Assault by sharp object,X99,45,6016447,0.7
,Maryland,24,Assault by unspecified means,Y09,65,6016447,1.1
Total,Maryland,24,,,579,6016447,9.6
,Massachusetts,25,Assault by other and unspecified firearm discharge,X95,88,6811779,1.3
,Massachusetts,25,Assault by sharp object,X99,23,6811779,0.3
,Massachusetts,25,Assault by unspecified means,Y09,15,6811779,
Total,Massachusetts,25,,,137,6811779,2
,Michigan,26,"Assault by hanging, strangulation and suffocation",X91,14,9928300,
,Michigan,26,"Assault by rifle, shotgun and larger firearm discharge",X94,15,9928300,
,Michigan,26,Assault by other and unspecified firearm discharge,X95,460,9928300,4.6
,Michigan,26,Assault by sharp object,X99,56,9928300,0.6
,Michigan,26,Assault by unspecified means,Y09,41,9928300,0.4
Total,Michigan,26,,,624,9928300,6.3
,Minnesota,27,Assault by other and unspecified firearm discharge,X95,77,5519952,1.4
,Minnesota,27,Assault by sharp object,X99,11,5519952,
,Minnesota,27,Assault by unspecified means,Y09,19,5519952,
Total,Minnesota,27,,,129,5519952,2.3
,Mississippi,28,Assault by handgun discharge,X93,47,2988726,1.6
,Mississippi,28,"Assault by rifle, shotgun and larger firearm discharge",X94,12,2988726,
,Mississippi,28,Assault by other and unspecified firearm discharge,X95,223,2988726,7.5
,Mississippi,28,Assault by sharp object,X99,33,2988726,1.1
,Mississippi,28,Assault by unspecified means,Y09,16,2988726,
Total,Mississippi,28,,,345,2988726,11.5
,Missouri,29,"Assault by hanging, strangulation and suffocation",X91,10,6093000,
,Missouri,29,"Assault by rifle, shotgun and larger firearm discharge",X94,15,6093000,
,Missouri,29,Assault by other and unspecified firearm discharge,X95,444,6093000,7.3
,Missouri,29,Assault by sharp object,X99,34,6093000,0.6
,Missouri,29,Assault by unspecified means,Y09,31,6093000,0.5
Total,Missouri,29,,,570,6093000,9.4
,Montana,30,Assault by other and unspecified firearm discharge,X95,14,1042520,
Total,Montana,30,,,42,1042520,4
,Nebraska,31,Assault by other and unspecified firearm discharge,X95,44,1907116,2.3
Total,Nebraska,31,,,60,1907116,3.1
,Nevada,32,Assault by other and unspecified firearm discharge,X95,142,2940058,4.8
,Nevada,32,Assault by sharp object,X99,23,2940058,0.8
,Nevada,32,Assault by unspecified means,Y09,25,2940058,0.9
Total,Nevada,32,,,211,2940058,7.2
Total,New Hampshire,33,,,18,1334795,
,New Jersey,34,"Assault by hanging, strangulation and suffocation",X91,15,8944469,
,New Jersey,34,Assault by other and unspecified firearm discharge,X95,289,8944469,3.2
,New Jersey,34,Assault by sharp object,X99,30,8944469,0.3
,New Jersey,34,Assault by unspecified means,Y09,34,8944469,0.4
Total,New Jersey,34,,,395,8944469,4.4
,New Mexico,35,"Assault by hanging, strangulation and suffocation",X91,12,2081015,
,New Mexico,35,Assault by other and unspecified firearm discharge,X95,98,2081015,4.7
,New Mexico,35,Assault by sharp object,X99,17,2081015,
,New Mexico,35,Assault by bodily force,Y04,15,2081015,
,New Mexico,35,Assault by unspecified means,Y09,14,2081015,
Total,New Mexico,35,,,185,2081015,8.9
,New York,36,"Assault by hanging, strangulation and suffocation",X91,26,19745289,0.1
,New York,36,"Assault by rifle, shotgun and larger firearm discharge",X94,12,19745289,
,New York,36,Assault by other and unspecified firearm discharge,X95,377,19745289,1.9
,New York,36,"Assault by smoke, fire and flames",X97,11,19745289,
,New York,36,Assault by sharp object,X99,119,19745289,0.6
,New York,36,Assault by bodily force,Y04,11,19745289,
,New York,36,Assault by unspecified means,Y09,100,19745289,0.5
,New York,36,Sequelae of assault,Y87.1,18,19745289,
Total,New York,36,,,696,19745289,3.5
,North Carolina,37,"Assault by hanging, strangulation and suffocation",X91,22,10146788,0.2
,North Carolina,37,Assault by handgun discharge,X93,41,10146788,0.4
,North Carolina,37,"Assault by rifle, shotgun and larger firearm discharge",X94,35,10146788,0.3
,North Carolina,37,Assault by other and unspecified firearm discharge,X95,482,10146788,4.8
,North Carolina,37,Assault by sharp object,X99,59,10146788,0.6
,North Carolina,37,Assault by unspecified means,Y09,59,10146788,0.6
Total,North Carolina,37,,,735,10146788,7.2
Total,North Dakota,38,,,17,757952,
,Ohio,39,"Assault by drugs, medicaments and biological substances",X85,11,11614373,
,Ohio,39,"Assault by hanging, strangulation and suffocation",X91,19,11614373,
,Ohio,39,Assault by handgun discharge,X93,20,11614373,0.2
,Ohio,39,"Assault by rifle, shotgun and larger firearm discharge",X94,10,11614373,
,Ohio,39,Assault by other and unspecified firearm discharge,X95,527,11614373,4.5
,Ohio,39,Assault by sharp object,X99,43,11614373,0.4
,Ohio,39,Assault by unspecified means,Y09,51,11614373,0.4
,Ohio,39,Sequelae of assault,Y87.1,13,11614373,
Total,Ohio,39,,,721,11614373,6.2
,Oklahoma,40,Assault by handgun discharge,X93,82,3923561,2.1
,Oklahoma,40,"Assault by rifle, shotgun and larger firearm discharge",X94,25,3923561,0.6
,Oklahoma,40,Assault by other and unspecified firearm discharge,X95,131,3923561,3.3
,Oklahoma,40,Assault by sharp object,X99,31,3923561,0.8
,Oklahoma,40,Assault by unspecified means,Y09,34,3923561,0.9
Total,Oklahoma,40,,,322,3923561,8.2
,Oregon,41,Assault by handgun discharge,X93,21,4093465,0.5
,Oregon,41,Assault by other and unspecified firearm discharge,X95,48,4093465,1.2
,Oregon,41,Assault by sharp object,X99,21,4093465,0.5
,Oregon,41,Assault by unspecified means,Y09,19,4093465,
Total,Oregon,41,,,129,4093465,3.2
,Pennsylvania,42,"Assault by drugs, medicaments and biological substances",X85,18,12784227,
,Pennsylvania,42,"Assault by hanging, strangulation and suffocation",X91,13,12784227,
,Pennsylvania,42,Assault by handgun discharge,X93,10,12784227,
,Pennsylvania,42,"Assault by rifle, shotgun and larger firearm discharge",X94,10,12784227,
,Pennsylvania,42,Assault by other and unspecified firearm discharge,X95,518,12784227,4.1
,Pennsylvania,42,Assault by sharp object,X99,72,12784227,0.6
,Pennsylvania,42,Assault by unspecified means,Y09,38,12784227,0.3
,Pennsylvania,42,Sequelae of assault,Y87.1,11,12784227,
Total,Pennsylvania,42,,,723,12784227,5.7
,Rhode Island,44,Assault by other and unspecified firearm discharge,X95,13,1056426,
Total,Rhode Island,44,,,25,1056426,2.4
,South Carolina,45,"Assault by hanging, strangulation and suffocation",X91,12,4961119,
,South Carolina,45,"Assault by rifle, shotgun and larger firearm discharge",X94,15,4961119,
,South Carolina,45,Assault by other and unspecified firearm discharge,X95,318,4961119,6.4
,South Carolina,45,Assault by sharp object,X99,34,4961119,0.7
,South Carolina,45,Assault by unspecified means,Y09,15,4961119,
Total,South Carolina,45,,,426,4961119,8.6
Total,South Dakota,46,,,38,865454,4.4
,Tennessee,47,"Assault by hanging, strangulation and suffocation",X91,14,6651194,
,Tennessee,47,"Assault by rifle, shotgun and larger firearm discharge",X94,11,6651194,
,Tennessee,47,Assault by other and unspecified firearm discharge,X95,414,6651194,6.2
,Tennessee,47,Assault by sharp object,X99,48,6651194,0.7
,Tennessee,47,Assault by unspecified means,Y09,44,6651194,0.7
Total,Tennessee,47,,,563,6651194,8.5
,Texas,48,"Assault by hanging, strangulation and suffocation",X91,43,27862596,0.2
,Texas,48,Assault by handgun discharge,X93,50,27862596,0.2
,Texas,48,"Assault by rifle, shotgun and larger firearm discharge",X94,72,27862596,0.3
,Texas,48,Assault by other and unspecified firearm discharge,X95,1100,27862596,3.9
,Texas,48,Assault by sharp object,X99,159,27862596,0.6
,Texas,48,Assault by unspecified means,Y09,163,27862596,0.6
,Texas,48,Sequelae of assault,Y87.1,27,27862596,0.1
Total,Texas,48,,,1669,27862596,6
,Utah,49,Assault by other and unspecified firearm discharge,X95,46,3051217,1.5
,Utah,49,Assault by unspecified means,Y09,11,3051217,
Total,Utah,49,,,80,3051217,2.6
Total,Vermont,50,,,11,624594,
,Virginia,51,"Assault by hanging, strangulation and suffocation",X91,13,8411808,
,Virginia,51,Assault by handgun discharge,X93,122,8411808,1.5
,Virginia,51,"Assault by rifle, shotgun and larger firearm discharge",X94,16,8411808,
,Virginia,51,Assault by other and unspecified firearm discharge,X95,215,8411808,2.6
,Virginia,51,Assault by sharp object,X99,32,8411808,0.4
,Virginia,51,Assault by unspecified means,Y09,34,8411808,0.4
Total,Virginia,51,,,455,8411808,5.4
,Washington,53,Assault by handgun discharge,X93,23,7288000,0.3
,Washington,53,Assault by other and unspecified firearm discharge,X95,115,7288000,1.6
,Washington,53,Assault by sharp object,X99,26,7288000,0.4
,Washington,53,Assault by unspecified means,Y09,27,7288000,0.4
Total,Washington,53,,,216,7288000,3
,West Virginia,54,Assault by handgun discharge,X93,27,1831102,1.5
,West Virginia,54,Assault by other and unspecified firearm discharge,X95,43,1831102,2.3
,West Virginia,54,Assault by sharp object,X99,11,1831102,
,West Virginia,54,Assault by unspecified means,Y09,10,1831102,
Total,West Virginia,54,,,108,1831102,5.9
,Wisconsin,55,"Assault by hanging, strangulation and suffocation",X91,15,5778708,
,Wisconsin,55,Assault by handgun discharge,X93,59,5778708,1
,Wisconsin,55,"Assault by rifle, shotgun and larger firearm discharge",X94,14,5778708,
,Wisconsin,55,Assault by other and unspecified firearm discharge,X95,115,5778708,2
,Wisconsin,55,Assault by sharp object,X99,27,5778708,0.5
Total,Wisconsin,55,,,256,5778708,4.4
Total,Wyoming,56,,,17,585501,
Total,,,,,19362,323127513,6
