Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Kentucky,21,Assault by other and unspecified firearm discharge,X95,105,4089875,2.6
,Kentucky,21,Assault by sharp object,X99,23,4089875,0.6
,Kentucky,21,Assault by other specified means,Y08,12,4089875,
,Kentucky,21,Assault by unspecified means,Y09,12,4089875,
Total,Kentucky,21,,,195,4089875,4.8
,Louisiana,22,"Assault by hanging, strangulation and suffocation",X91,16,4497267,
,Louisiana,22,"Assault by rifle, shotgun and larger firearm discharge",X94,12,4497267,
,Louisiana,22,Assault by other and unspecified firearm discharge,X95,452,4497267,10.1
,Louisiana,22,Assault by sharp object,X99,50,4497267,1.1
,Louisiana,22,Assault by other specified means,Y08,29,4497267,0.6
,Louisiana,22,Assault by unspecified means,Y09,22,4497267,0.5
Total,Louisiana,22,,,607,4497267,13.5
Total,Maine,23,,,11,1295960,
,Maryland,24,"Assault by hanging, strangulation and suffocation",X91,17,5440389,
,Maryland,24,"Assault by rifle, shotgun and larger firearm discharge",X94,16,5440389,
,Maryland,24,Assault by other and unspecified firearm discharge,X95,349,5440389,6.4
,Maryland,24,"Assault by smoke, fire and flames",X97,10,5440389,
,Maryland,24,Assault by sharp object,X99,64,5440389,1.2
,Maryland,24,Assault by blunt object,Y00,32,5440389,0.6
,Maryland,24,Assault by other specified means,Y08,11,5440389,
,Maryland,24,Assault by unspecified means,Y09,23,5440389,0.4
Total,Maryland,24,,,540,5440389,9.9
,Massachusetts,25,Assault by handgun discharge,X93,10,6417206,
,Massachusetts,25,Assault by other and unspecified firearm discharge,X95,80,6417206,1.2
,Massachusetts,25,Assault by sharp object,X99,48,6417206,0.7
,Massachusetts,25,Assault by blunt object,Y00,10,6417206,
,Massachusetts,25,Assault by bodily force,Y04,10,6417206,
Total,Massachusetts,25,,,185,6417206,2.9
,Michigan,26,"Assault by hanging, strangulation and suffocation",X91,24,10015710,0.2
,Michigan,26,"Assault by rifle, shotgun and larger firearm discharge",X94,26,10015710,0.3
,Michigan,26,Assault by other and unspecified firearm discharge,X95,458,10015710,4.6
,Michigan,26,Assault by sharp object,X99,78,10015710,0.8
,Michigan,26,Assault by other specified means,Y08,31,10015710,0.3
,Michigan,26,Assault by unspecified means,Y09,30,10015710,0.3
Total,Michigan,26,,,696,10015710,6.9
,Minnesota,27,Assault by other and unspecified firearm discharge,X95,50,5018935,1
,Minnesota,27,Assault by sharp object,X99,15,5018935,
,Minnesota,27,Assault by unspecified means,Y09,35,5018935,0.7
Total,Minnesota,27,,,127,5018935,2.5
,Mississippi,28,Assault by handgun discharge,X93,60,2858681,2.1
,Mississippi,28,"Assault by rifle, shotgun and larger firearm discharge",X94,19,2858681,
,Mississippi,28,Assault by other and unspecified firearm discharge,X95,129,2858681,4.5
,Mississippi,28,Assault by sharp object,X99,40,2858681,1.4
,Mississippi,28,Assault by blunt object,Y00,10,2858681,
,Mississippi,28,Assault by unspecified means,Y09,14,2858681,
Total,Mississippi,28,,,305,2858681,10.7
,Missouri,29,"Assault by hanging, strangulation and suffocation",X91,17,5674825,
,Missouri,29,Assault by handgun discharge,X93,58,5674825,1
,Missouri,29,"Assault by rifle, shotgun and larger firearm discharge",X94,25,5674825,0.4
,Missouri,29,Assault by other and unspecified firearm discharge,X95,170,5674825,3
,Missouri,29,Assault by sharp object,X99,45,5674825,0.8
,Missouri,29,Assault by unspecified means,Y09,39,5674825,0.7
Total,Missouri,29,,,366,5674825,6.4
Total,Montana,30,,,23,911667,2.5
,Nebraska,31,Assault by other and unspecified firearm discharge,X95,24,1728292,1.4
Total,Nebraska,31,,,50,1728292,2.9
,Nevada,32,"Assault by hanging, strangulation and suffocation",X91,12,2173791,
,Nevada,32,Assault by other and unspecified firearm discharge,X95,103,2173791,4.7
,Nevada,32,Assault by sharp object,X99,22,2173791,1
,Nevada,32,Assault by unspecified means,Y09,16,2173791,
Total,Nevada,32,,,175,2173791,8.1
,New Jersey,34,"Assault by hanging, strangulation and suffocation",X91,13,8552643,
,New Jersey,34,"Assault by rifle, shotgun and larger firearm discharge",X94,17,8552643,
,New Jersey,34,Assault by other and unspecified firearm discharge,X95,188,8552643,2.2
,New Jersey,34,Assault by sharp object,X99,62,8552643,0.7
,New Jersey,34,Assault by unspecified means,Y09,32,8552643,0.4
Total,New Jersey,34,,,333,8552643,3.9
,New Mexico,35,Assault by handgun discharge,X93,29,1855309,1.6
,New Mexico,35,Assault by other and unspecified firearm discharge,X95,47,1855309,2.5
,New Mexico,35,Assault by sharp object,X99,28,1855309,1.5
,New Mexico,35,Assault by other specified means,Y08,17,1855309,
,New Mexico,35,Assault by unspecified means,Y09,19,1855309,
Total,New Mexico,35,,,161,1855309,8.7
,New York,36,"Assault by hanging, strangulation and suffocation",X91,43,19137800,0.2
,New York,36,"Assault by rifle, shotgun and larger firearm discharge",X94,21,19137800,0.1
,New York,36,Assault by other and unspecified firearm discharge,X95,527,19137800,2.8
,New York,36,Assault by sharp object,X99,174,19137800,0.9
,New York,36,Assault by other specified means,Y08,25,19137800,0.1
,New York,36,Assault by unspecified means,Y09,97,19137800,0.5
Total,New York,36,,,929,19137800,4.9
,North Carolina,37,"Assault by hanging, strangulation and suffocation",X91,21,8326201,0.3
,North Carolina,37,"Assault by rifle, shotgun and larger firearm discharge",X94,39,8326201,0.5
,North Carolina,37,Assault by other and unspecified firearm discharge,X95,420,8326201,5
,North Carolina,37,Assault by sharp object,X99,68,8326201,0.8
,North Carolina,37,Assault by other specified means,Y08,12,8326201,
,North Carolina,37,Assault by unspecified means,Y09,64,8326201,0.8
Total,North Carolina,37,,,644,8326201,7.7
,Ohio,39,"Assault by hanging, strangulation and suffocation",X91,24,11407889,0.2
,Ohio,39,Assault by handgun discharge,X93,31,11407889,0.3
,Ohio,39,"Assault by rifle, shotgun and larger firearm discharge",X94,25,11407889,0.2
,Ohio,39,Assault by other and unspecified firearm discharge,X95,297,11407889,2.6
,Ohio,39,"Assault by smoke, fire and flames",X97,16,11407889,
,Ohio,39,Assault by sharp object,X99,54,11407889,0.5
,Ohio,39,By unspecified person,Y07.9,14,11407889,
,Ohio,39,Assault by other specified means,Y08,22,11407889,0.2
,Ohio,39,Assault by unspecified means,Y09,47,11407889,0.4
Total,Ohio,39,,,549,11407889,4.8
,Oklahoma,40,"Assault by rifle, shotgun and larger firearm discharge",X94,18,3489080,
,Oklahoma,40,Assault by other and unspecified firearm discharge,X95,94,3489080,2.7
,Oklahoma,40,Assault by sharp object,X99,35,3489080,1
,Oklahoma,40,Assault by unspecified means,Y09,38,3489080,1.1
Total,Oklahoma,40,,,196,3489080,5.6
,Oregon,41,Assault by handgun discharge,X93,16,3513424,
,Oregon,41,"Assault by rifle, shotgun and larger firearm discharge",X94,15,3513424,
,Oregon,41,Assault by other and unspecified firearm discharge,X95,33,3513424,0.9
,Oregon,41,Assault by sharp object,X99,14,3513424,
,Oregon,41,Assault by unspecified means,Y09,11,3513424,
Total,Oregon,41,,,106,3513424,3
,Pennsylvania,42,"Assault by hanging, strangulation and suffocation",X91,28,12331031,0.2
,Pennsylvania,42,"Assault by rifle, shotgun and larger firearm discharge",X94,14,12331031,
,Pennsylvania,42,Assault by other and unspecified firearm discharge,X95,441,12331031,3.6
,Pennsylvania,42,Assault by sharp object,X99,55,12331031,0.4
,Pennsylvania,42,Assault by other specified means,Y08,22,12331031,0.2
,Pennsylvania,42,Assault by unspecified means,Y09,47,12331031,0.4
Total,Pennsylvania,42,,,640,12331031,5.2
,Rhode Island,44,Assault by other and unspecified firearm discharge,X95,20,1065995,1.9
Total,Rhode Island,44,,,43,1065995,4
,South Carolina,45,"Assault by rifle, shotgun and larger firearm discharge",X94,23,4107795,0.6
,South Carolina,45,Assault by other and unspecified firearm discharge,X95,195,4107795,4.7
,South Carolina,45,Assault by sharp object,X99,43,4107795,1
,South Carolina,45,Assault by other specified means,Y08,26,4107795,0.6
Total,South Carolina,45,,,326,4107795,7.9
Total,South Dakota,46,,,22,760020,2.9
,Tennessee,47,"Assault by hanging, strangulation and suffocation",X91,16,5795918,
,Tennessee,47,Assault by handgun discharge,X93,10,5795918,
,Tennessee,47,"Assault by rifle, shotgun and larger firearm discharge",X94,19,5795918,
,Tennessee,47,Assault by other and unspecified firearm discharge,X95,294,5795918,5.1
,Tennessee,47,Assault by sharp object,X99,48,5795918,0.8
,Tennessee,47,Assault by unspecified means,Y09,62,5795918,1.1
Total,Tennessee,47,,,467,5795918,8.1
,Texas,48,"Assault by hanging, strangulation and suffocation",X91,67,21690325,0.3
,Texas,48,Assault by handgun discharge,X93,30,21690325,0.1
,Texas,48,"Assault by rifle, shotgun and larger firearm discharge",X94,70,21690325,0.3
,Texas,48,Assault by other and unspecified firearm discharge,X95,789,21690325,3.6
,Texas,48,"Assault by smoke, fire and flames",X97,12,21690325,
,Texas,48,Assault by sharp object,X99,187,21690325,0.9
,Texas,48,Assault by blunt object,Y00,18,21690325,
,Texas,48,Assault by bodily force,Y04,10,21690325,
,Texas,48,By unspecified person,Y07.9,19,21690325,
,Texas,48,Assault by other specified means,Y08,22,21690325,0.1
,Texas,48,Assault by unspecified means,Y09,152,21690325,0.7
,Texas,48,Sequelae of assault,Y87.1,15,21690325,
Total,Texas,48,,,1421,21690325,6.6
,Utah,49,Assault by other and unspecified firearm discharge,X95,19,2324815,
Total,Utah,49,,,54,2324815,2.3
,Virginia,51,"Assault by hanging, strangulation and suffocation",X91,23,7286873,0.3
,Virginia,51,Assault by handgun discharge,X93,117,7286873,1.6
,Virginia,51,"Assault by rifle, shotgun and larger firearm discharge",X94,22,7286873,0.3
,Virginia,51,Assault by other and unspecified firearm discharge,X95,147,7286873,2
,Virginia,51,Assault by sharp object,X99,32,7286873,0.4
,Virginia,51,Assault by blunt object,Y00,11,7286873,
,Virginia,51,Assault by other specified means,Y08,12,7286873,
,Virginia,51,Assault by unspecified means,Y09,15,7286873,
Total,Virginia,51,,,397,7286873,5.4
,Washington,53,"Assault by hanging, strangulation and suffocation",X91,11,6052349,
,Washington,53,Assault by handgun discharge,X93,16,6052349,
,Washington,53,Assault by other and unspecified firearm discharge,X95,86,6052349,1.4
,Washington,53,Assault by sharp object,X99,37,6052349,0.6
,Washington,53,Assault by unspecified means,Y09,30,6052349,0.5
Total,Washington,53,,,213,6052349,3.5
,West Virginia,54,Assault by other and unspecified firearm discharge,X95,54,1805414,3
Total,West Virginia,54,,,95,1805414,5.3
,Wisconsin,55,"Assault by hanging, strangulation and suffocation",X91,11,5445162,
,Wisconsin,55,Assault by handgun discharge,X93,95,5445162,1.7
,Wisconsin,55,"Assault by rifle, shotgun and larger firearm discharge",X94,13,5445162,
,Wisconsin,55,Assault by other and unspecified firearm discharge,X95,14,5445162,
,Wisconsin,55,Assault by sharp object,X99,18,5445162,
,Wisconsin,55,Assault by unspecified means,Y09,10,5445162,
Total,Wisconsin,55,,,191,5445162,3.5
Total,Wyoming,56,,,23,500017,4.6
Total,,,,,17638,287625193,6.1
