Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
Total,District of Columbia,11,,,97,658893,14.7
,Florida,12,"Assault by hanging, strangulation and suffocation",X91,41,19893297,0.2
,Florida,12,Assault by handgun discharge,X93,100,19893297,0.5
,Florida,12,"Assault by rifle, shotgun and larger firearm discharge",X94,33,19893297,0.2
,Florida,12,Assault by other and unspecified firearm discharge,X95,685,19893297,3.4
,Florida,12,Assault by sharp object,X99,110,19893297,0.6
,Florida,12,By unspecified person,Y07.9,12,19893297,
,Florida,12,Assault by other specified means,Y08,12,19893297,
,Florida,12,Assault by unspecified means,Y09,129,19893297,0.6
,Florida,12,Sequelae of assault,Y87.1,19,19893297,
Total,Florida,12,,,1159,19893297,5.8
,Georgia,13,"Assault by hanging, strangulation and suffocation",X91,15,10097343,
,Georgia,13,Assault by handgun discharge,X93,13,10097343,
,Georgia,13,"Assault by rifle, shotgun and larger firearm discharge",X94,13,10097343,
,Georgia,13,Assault by other and unspecified firearm discharge,X95,480,10097343,4.8
,Georgia,13,Assault by sharp object,X99,58,10097343,0.6
,Georgia,13,Assault by unspecified means,Y09,52,10097343,0.5
Total,Georgia,13,,,658,10097343,6.5
Total,Hawaii,15,,,30,1419561,2.1
,Idaho,16,Assault by other and unspecified firearm discharge,X95,13,1634464,
Total,Idaho,16,,,36,1634464,2.2
,Illinois,17,"Assault by drugs, medicaments and biological substances",X85,10,12880580,
,Illinois,17,"Assault by hanging, strangulation and suffocation",X91,24,12880580,0.2
,Illinois,17,Assault by other and unspecified firearm discharge,X95,599,12880580,4.7
,Illinois,17,Assault by sharp object,X99,60,12880580,0.5
,Illinois,17,By unspecified person,Y07.9,12,12880580,
,Illinois,17,Assault by unspecified means,Y09,45,12880580,0.3
,Illinois,17,Sequelae of assault,Y87.1,12,12880580,
Total,Illinois,17,,,792,12880580,6.1
,Indiana,18,"Assault by hanging, strangulation and suffocation",X91,14,6596855,
,Indiana,18,Assault by handgun discharge,X93,16,6596855,
,Indiana,18,Assault by other and unspecified firearm discharge,X95,238,6596855,3.6
,Indiana,18,Assault by sharp object,X99,25,6596855,0.4
,Indiana,18,Assault by unspecified means,Y09,45,6596855,0.7
Total,Indiana,18,,,364,6596855,5.5
,Iowa,19,Assault by handgun discharge,X93,10,3107126,
,Iowa,19,Assault by other and unspecified firearm discharge,X95,21,3107126,0.7
,Iowa,19,Assault by sharp object,X99,13,3107126,
,Iowa,19,Assault by unspecified means,Y09,19,3107126,
Total,Iowa,19,,,78,3107126,2.5
,Kansas,20,Assault by other and unspecified firearm discharge,X95,66,2904021,2.3
,Kansas,20,Assault by sharp object,X99,12,2904021,
,Kansas,20,Assault by unspecified means,Y09,10,2904021,
Total,Kansas,20,,,104,2904021,3.6
,Kentucky,21,Assault by other and unspecified firearm discharge,X95,122,4413457,2.8
,Kentucky,21,Assault by sharp object,X99,24,4413457,0.5
,Kentucky,21,Assault by unspecified means,Y09,28,4413457,0.6
Total,Kentucky,21,,,203,4413457,4.6
,Louisiana,22,"Assault by rifle, shotgun and larger firearm discharge",X94,13,4649676,
,Louisiana,22,Assault by other and unspecified firearm discharge,X95,402,4649676,8.6
,Louisiana,22,Assault by sharp object,X99,47,4649676,1
,Louisiana,22,Assault by unspecified means,Y09,34,4649676,0.7
Total,Louisiana,22,,,538,4649676,11.6
Total,Maine,23,,,23,1330089,1.7
,Maryland,24,Assault by other and unspecified firearm discharge,X95,242,5976407,4
,Maryland,24,Assault by sharp object,X99,49,5976407,0.8
,Maryland,24,Assault by unspecified means,Y09,60,5976407,1
,Maryland,24,Sequelae of assault,Y87.1,11,5976407,
Total,Maryland,24,,,387,5976407,6.5
,Massachusetts,25,Assault by other and unspecified firearm discharge,X95,89,6745408,1.3
,Massachusetts,25,Assault by sharp object,X99,24,6745408,0.4
,Massachusetts,25,Assault by unspecified means,Y09,10,6745408,
Total,Massachusetts,25,,,133,6745408,2
,Michigan,26,"Assault by hanging, strangulation and suffocation",X91,22,9909877,0.2
,Michigan,26,Assault by other and unspecified firearm discharge,X95,398,9909877,4
,Michigan,26,Assault by sharp object,X99,53,9909877,0.5
,Michigan,26,Assault by other specified means,Y08,20,9909877,0.2
,Michigan,26,Assault by unspecified means,Y09,52,9909877,0.5
Total,Michigan,26,,,589,9909877,5.9
,Minnesota,27,Assault by other and unspecified firearm discharge,X95,44,5457173,0.8
,Minnesota,27,Assault by sharp object,X99,11,5457173,
,Minnesota,27,Assault by unspecified means,Y09,12,5457173,
Total,Minnesota,27,,,101,5457173,1.9
,Mississippi,28,Assault by handgun discharge,X93,63,2994079,2.1
,Mississippi,28,"Assault by rifle, shotgun and larger firearm discharge",X94,12,2994079,
,Mississippi,28,Assault by other and unspecified firearm discharge,X95,184,2994079,6.1
,Mississippi,28,Assault by sharp object,X99,31,2994079,1
,Mississippi,28,Assault by unspecified means,Y09,19,2994079,
Total,Mississippi,28,,,332,2994079,11.1
,Missouri,29,"Assault by drugs, medicaments and biological substances",X85,11,6063589,
,Missouri,29,"Assault by hanging, strangulation and suffocation",X91,13,6063589,
,Missouri,29,Assault by handgun discharge,X93,27,6063589,0.4
,Missouri,29,Assault by other and unspecified firearm discharge,X95,292,6063589,4.8
,Missouri,29,Assault by sharp object,X99,33,6063589,0.5
,Missouri,29,Assault by unspecified means,Y09,30,6063589,0.5
Total,Missouri,29,,,441,6063589,7.3
,Montana,30,Assault by other and unspecified firearm discharge,X95,10,1023579,
Total,Montana,30,,,30,1023579,2.9
,Nebraska,31,Assault by other and unspecified firearm discharge,X95,37,1881503,2
Total,Nebraska,31,,,63,1881503,3.3
,Nevada,32,Assault by other and unspecified firearm discharge,X95,102,2839099,3.6
,Nevada,32,Assault by sharp object,X99,31,2839099,1.1
,Nevada,32,Assault by unspecified means,Y09,26,2839099,0.9
Total,Nevada,32,,,176,2839099,6.2
Total,New Hampshire,33,,,17,1326813,
,New Jersey,34,"Assault by hanging, strangulation and suffocation",X91,15,8938175,
,New Jersey,34,Assault by other and unspecified firearm discharge,X95,258,8938175,2.9
,New Jersey,34,Assault by sharp object,X99,32,8938175,0.4
,New Jersey,34,Assault by unspecified means,Y09,41,8938175,0.5
Total,New Jersey,34,,,372,8938175,4.2
,New Mexico,35,Assault by handgun discharge,X93,21,2085572,1
,New Mexico,35,Assault by other and unspecified firearm discharge,X95,53,2085572,2.5
,New Mexico,35,Assault by sharp object,X99,31,2085572,1.5
,New Mexico,35,Assault by other specified means,Y08,12,2085572,
,New Mexico,35,Assault by unspecified means,Y09,11,2085572,
Total,New Mexico,35,,,135,2085572,6.5
,New York,36,"Assault by hanging, strangulation and suffocation",X91,25,19746227,0.1
,New York,36,"Assault by rifle, shotgun and larger firearm discharge",X94,11,19746227,
,New York,36,Assault by other and unspecified firearm discharge,X95,356,19746227,1.8
,New York,36,Assault by sharp object,X99,137,19746227,0.7
,New York,36,Assault by unspecified means,Y09,70,19746227,0.4
,New York,36,Sequelae of assault,Y87.1,17,19746227,
Total,New York,36,,,662,19746227,3.4
,North Carolina,37,"Assault by hanging, strangulation and suffocation",X91,15,9943964,
,North Carolina,37,"Assault by rifle, shotgun and larger firearm discharge",X94,29,9943964,0.3
,North Carolina,37,Assault by other and unspecified firearm discharge,X95,358,9943964,3.6
,North Carolina,37,Assault by sharp object,X99,61,9943964,0.6
,North Carolina,37,Assault by unspecified means,Y09,53,9943964,0.5
,North Carolina,37,Sequelae of assault,Y87.1,10,9943964,
Total,North Carolina,37,,,551,9943964,5.5
Total,North Dakota,38,,,15,739482,
,Ohio,39,"Assault by hanging, strangulation and suffocation",X91,22,11594163,0.2
,Ohio,39,Assault by handgun discharge,X93,25,11594163,0.2
,Ohio,39,Assault by other and unspecified firearm discharge,X95,389,11594163,3.4
,Ohio,39,Assault by sharp object,X99,56,11594163,0.5
,Ohio,39,Assault by unspecified means,Y09,48,11594163,0.4
Total,Ohio,39,,,578,11594163,5
,Oklahoma,40,"Assault by hanging, strangulation and suffocation",X91,14,3878051,
,Oklahoma,40,Assault by handgun discharge,X93,40,3878051,1
,Oklahoma,40,"Assault by rifle, shotgun and larger firearm discharge",X94,16,3878051,
,Oklahoma,40,Assault by other and unspecified firearm discharge,X95,101,3878051,2.6
,Oklahoma,40,Assault by sharp object,X99,28,3878051,0.7
,Oklahoma,40,Assault by unspecified means,Y09,41,3878051,1.1
Total,Oklahoma,40,,,250,3878051,6.4
,Oregon,41,Assault by handgun discharge,X93,11,3970239,
,Oregon,41,Assault by other and unspecified firearm discharge,X95,40,3970239,1
,Oregon,41,Assault by sharp object,X99,13,3970239,
,Oregon,41,Assault by unspecified means,Y09,15,3970239,
Total,Oregon,41,,,99,3970239,2.5
,Pennsylvania,42,"Assault by hanging, strangulation and suffocation",X91,14,12787209,
,Pennsylvania,42,"Assault by rifle, shotgun and larger firearm discharge",X94,10,12787209,
,Pennsylvania,42,Assault by other and unspecified firearm discharge,X95,450,12787209,3.5
,Pennsylvania,42,Assault by sharp object,X99,56,12787209,0.4
,Pennsylvania,42,Assault by unspecified means,Y09,42,12787209,0.3
,Pennsylvania,42,Sequelae of assault,Y87.1,10,12787209,
Total,Pennsylvania,42,,,620,12787209,4.8
,Rhode Island,44,Assault by other and unspecified firearm discharge,X95,12,1055173,
,Rhode Island,44,Assault by unspecified means,Y09,11,1055173,
Total,Rhode Island,44,,,27,1055173,2.6
,South Carolina,45,"Assault by hanging, strangulation and suffocation",X91,12,4832482,
,South Carolina,45,"Assault by rifle, shotgun and larger firearm discharge",X94,11,4832482,
,South Carolina,45,Assault by other and unspecified firearm discharge,X95,254,4832482,5.3
,South Carolina,45,Assault by sharp object,X99,35,4832482,0.7
,South Carolina,45,Assault by unspecified means,Y09,24,4832482,0.5
Total,South Carolina,45,,,363,4832482,7.5
Total,South Dakota,46,,,26,853175,3
,Tennessee,47,Assault by other and unspecified firearm discharge,X95,305,6549352,4.7
,Tennessee,47,Assault by sharp object,X99,34,6549352,0.5
,Tennessee,47,Assault by unspecified means,Y09,43,6549352,0.7
Total,Tennessee,47,,,417,6549352,6.4
,Texas,48,"Assault by hanging, strangulation and suffocation",X91,55,26956958,0.2
,Texas,48,Assault by handgun discharge,X93,40,26956958,0.1
,Texas,48,"Assault by rifle, shotgun and larger firearm discharge",X94,59,26956958,0.2
,Texas,48,Assault by other and unspecified firearm discharge,X95,866,26956958,3.2
,Texas,48,Assault by sharp object,X99,134,26956958,0.5
,Texas,48,By unspecified person,Y07.9,11,26956958,
,Texas,48,Assault by other specified means,Y08,12,26956958,
,Texas,48,Assault by unspecified means,Y09,162,26956958,0.6
,Texas,48,Sequelae of assault,Y87.1,19,26956958,
Total,Texas,48,,,1389,26956958,5.2
,Utah,49,Assault by other and unspecified firearm discharge,X95,29,2942902,1
Total,Utah,49,,,61,2942902,2.1
Total,Vermont,50,,,16,626562,
,Virginia,51,"Assault by hanging, strangulation and suffocation",X91,10,8326289,
,Virginia,51,Assault by handgun discharge,X93,46,8326289,0.6
,Virginia,51,"Assault by rifle, shotgun and larger firearm discharge",X94,14,8326289,
,Virginia,51,Assault by other and unspecified firearm discharge,X95,175,8326289,2.1
,Virginia,51,Assault by sharp object,X99,41,8326289,0.5
,Virginia,51,Assault by unspecified means,Y09,27,8326289,0.3
Total,Virginia,51,,,339,8326289,4.1
,Washington,53,Assault by handgun discharge,X93,27,7061530,0.4
,Washington,53,"Assault by rifle, shotgun and larger firearm discharge",X94,12,7061530,
,Washington,53,Assault by other and unspecified firearm discharge,X95,81,7061530,1.1
,Washington,53,Assault by sharp object,X99,29,7061530,0.4
,Washington,53,Assault by unspecified means,Y09,35,7061530,0.5
Total,Washington,53,,,211,7061530,3
,West Virginia,54,Assault by other and unspecified firearm discharge,X95,44,1850326,2.4
,West Virginia,54,Assault by sharp object,X99,11,1850326,
,West Virginia,54,Assault by unspecified means,Y09,10,1850326,
Total,West Virginia,54,,,103,1850326,5.6
,Wisconsin,55,Assault by handgun discharge,X93,32,5757564,0.6
,Wisconsin,55,Assault by other and unspecified firearm discharge,X95,80,5757564,1.4
,Wisconsin,55,Assault by sharp object,X99,16,5757564,
,Wisconsin,55,Assault by unspecified means,Y09,10,5757564,
Total,Wisconsin,55,,,166,5757564,2.9
Total,Wyoming,56,,,24,584153,4.1
Total,,,,,15872,318857056,5
