Notes,State,State Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
Total,District of Columbia,11,,,164,580236,28.3
,Florida,12,"Assault by hanging, strangulation and suffocation",X91,47,18527305,0.3
,Florida,12,Assault by handgun discharge,X93,80,18527305,0.4
,Florida,12,"Assault by rifle, shotgun and larger firearm discharge",X94,44,18527305,0.2
,Florida,12,Assault by other and unspecified firearm discharge,X95,762,18527305,4.1
,Florida,12,Assault by sharp object,X99,141,18527305,0.8
,Florida,12,By unspecified person,Y07.9,14,18527305,
,Florida,12,Assault by other specified means,Y08,12,18527305,
,Florida,12,Assault by unspecified means,Y09,151,18527305,0.8
,Florida,12,Sequelae of assault,Y87.1,21,18527305,0.1
Total,Florida,12,,,1300,18527305,7
,Georgia,13,"Assault by hanging, strangulation and suffocation",X91,27,9504843,0.3
,Georgia,13,Assault by handgun discharge,X93,24,9504843,0.3
,Georgia,13,"Assault by rifle, shotgun and larger firearm discharge",X94,21,9504843,0.2
,Georgia,13,Assault by other and unspecified firearm discharge,X95,470,9504843,4.9
,Georgia,13,Assault by sharp object,X99,70,9504843,0.7
,Georgia,13,Assault by other specified means,Y08,10,9504843,
,Georgia,13,Assault by unspecified means,Y09,63,9504843,0.7
Total,Georgia,13,,,712,9504843,7.5
,Hawaii,15,Assault by other and unspecified firearm discharge,X95,10,1332213,
Total,Hawaii,15,,,28,1332213,2.1
,Idaho,16,Assault by other and unspecified firearm discharge,X95,10,1534320,
Total,Idaho,16,,,25,1534320,1.6
,Illinois,17,"Assault by drugs, medicaments and biological substances",X85,12,12747038,
,Illinois,17,"Assault by hanging, strangulation and suffocation",X91,26,12747038,0.2
,Illinois,17,Assault by other and unspecified firearm discharge,X95,617,12747038,4.8
,Illinois,17,Assault by sharp object,X99,73,12747038,0.6
,Illinois,17,By unspecified person,Y07.9,19,12747038,
,Illinois,17,Assault by other specified means,Y08,19,12747038,
,Illinois,17,Assault by unspecified means,Y09,50,12747038,0.4
,Illinois,17,Sequelae of assault,Y87.1,10,12747038,
Total,Illinois,17,,,872,12747038,6.8
,Indiana,18,Assault by other and unspecified firearm discharge,X95,223,6424806,3.5
,Indiana,18,Assault by sharp object,X99,22,6424806,0.3
,Indiana,18,Assault by unspecified means,Y09,32,6424806,0.5
Total,Indiana,18,,,323,6424806,5
,Iowa,19,Assault by other and unspecified firearm discharge,X95,19,3016734,
,Iowa,19,Assault by sharp object,X99,15,3016734,
,Iowa,19,Assault by unspecified means,Y09,13,3016734,
Total,Iowa,19,,,81,3016734,2.7
,Kansas,20,Assault by other and unspecified firearm discharge,X95,72,2808076,2.6
,Kansas,20,Assault by sharp object,X99,11,2808076,
Total,Kansas,20,,,112,2808076,4
,Kentucky,21,Assault by handgun discharge,X93,10,4289878,
,Kentucky,21,"Assault by rifle, shotgun and larger firearm discharge",X94,15,4289878,
,Kentucky,21,Assault by other and unspecified firearm discharge,X95,135,4289878,3.1
,Kentucky,21,Assault by sharp object,X99,28,4289878,0.7
,Kentucky,21,Assault by unspecified means,Y09,38,4289878,0.9
Total,Kentucky,21,,,240,4289878,5.6
,Louisiana,22,"Assault by rifle, shotgun and larger firearm discharge",X94,10,4435586,
,Louisiana,22,Assault by other and unspecified firearm discharge,X95,414,4435586,9.3
,Louisiana,22,Assault by sharp object,X99,44,4435586,1
,Louisiana,22,Assault by unspecified means,Y09,35,4435586,0.8
Total,Louisiana,22,,,541,4435586,12.2
,Maine,23,Assault by unspecified means,Y09,10,1330509,
Total,Maine,23,,,34,1330509,2.6
,Maryland,24,"Assault by hanging, strangulation and suffocation",X91,17,5684965,
,Maryland,24,Assault by other and unspecified firearm discharge,X95,370,5684965,6.5
,Maryland,24,Assault by sharp object,X99,51,5684965,0.9
,Maryland,24,Assault by unspecified means,Y09,42,5684965,0.7
Total,Maryland,24,,,523,5684965,9.2
,Massachusetts,25,Assault by other and unspecified firearm discharge,X95,97,6468967,1.5
,Massachusetts,25,Assault by sharp object,X99,48,6468967,0.7
,Massachusetts,25,Assault by unspecified means,Y09,10,6468967,
Total,Massachusetts,25,,,167,6468967,2.6
,Michigan,26,"Assault by hanging, strangulation and suffocation",X91,14,9946889,
,Michigan,26,Assault by handgun discharge,X93,12,9946889,
,Michigan,26,"Assault by rifle, shotgun and larger firearm discharge",X94,21,9946889,0.2
,Michigan,26,Assault by other and unspecified firearm discharge,X95,456,9946889,4.6
,Michigan,26,Assault by sharp object,X99,47,9946889,0.5
,Michigan,26,Assault by other specified means,Y08,37,9946889,0.4
,Michigan,26,Assault by unspecified means,Y09,26,9946889,0.3
Total,Michigan,26,,,644,9946889,6.5
,Minnesota,27,Assault by other and unspecified firearm discharge,X95,58,5247018,1.1
,Minnesota,27,Assault by sharp object,X99,16,5247018,
,Minnesota,27,Assault by unspecified means,Y09,30,5247018,0.6
Total,Minnesota,27,,,128,5247018,2.4
,Mississippi,28,Assault by handgun discharge,X93,67,2947806,2.3
,Mississippi,28,"Assault by rifle, shotgun and larger firearm discharge",X94,24,2947806,0.8
,Mississippi,28,Assault by other and unspecified firearm discharge,X95,154,2947806,5.2
,Mississippi,28,Assault by sharp object,X99,33,2947806,1.1
,Mississippi,28,Assault by unspecified means,Y09,25,2947806,0.8
Total,Mississippi,28,,,330,2947806,11.2
,Missouri,29,"Assault by hanging, strangulation and suffocation",X91,11,5923916,
,Missouri,29,Assault by handgun discharge,X93,60,5923916,1
,Missouri,29,"Assault by rifle, shotgun and larger firearm discharge",X94,24,5923916,0.4
,Missouri,29,Assault by other and unspecified firearm discharge,X95,276,5923916,4.7
,Missouri,29,Assault by sharp object,X99,37,5923916,0.6
,Missouri,29,Assault by unspecified means,Y09,42,5923916,0.7
,Missouri,29,Sequelae of assault,Y87.1,12,5923916,
Total,Missouri,29,,,482,5923916,8.1
,Montana,30,Assault by other and unspecified firearm discharge,X95,13,976415,
,Montana,30,Assault by sharp object,X99,10,976415,
Total,Montana,30,,,40,976415,4.1
,Nebraska,31,"Assault by hanging, strangulation and suffocation",X91,10,1796378,
,Nebraska,31,Assault by other and unspecified firearm discharge,X95,46,1796378,2.6
Total,Nebraska,31,,,78,1796378,4.3
,Nevada,32,"Assault by hanging, strangulation and suffocation",X91,10,2653630,
,Nevada,32,Assault by other and unspecified firearm discharge,X95,95,2653630,3.6
,Nevada,32,Assault by sharp object,X99,23,2653630,0.9
,Nevada,32,Assault by unspecified means,Y09,20,2653630,0.8
Total,Nevada,32,,,161,2653630,6.1
Total,New Hampshire,33,,,22,1315906,1.7
,New Jersey,34,Assault by other and unspecified firearm discharge,X95,237,8711090,2.7
,New Jersey,34,Assault by sharp object,X99,61,8711090,0.7
,New Jersey,34,Assault by unspecified means,Y09,41,8711090,0.5
,New Jersey,34,Sequelae of assault,Y87.1,10,8711090,
Total,New Jersey,34,,,377,8711090,4.3
,New Mexico,35,Assault by handgun discharge,X93,29,2010662,1.4
,New Mexico,35,"Assault by rifle, shotgun and larger firearm discharge",X94,14,2010662,
,New Mexico,35,Assault by other and unspecified firearm discharge,X95,43,2010662,2.1
,New Mexico,35,Assault by sharp object,X99,21,2010662,1
,New Mexico,35,Assault by other specified means,Y08,18,2010662,
,New Mexico,35,Assault by unspecified means,Y09,15,2010662,
Total,New Mexico,35,,,151,2010662,7.5
,New York,36,"Assault by hanging, strangulation and suffocation",X91,37,19212436,0.2
,New York,36,"Assault by rifle, shotgun and larger firearm discharge",X94,32,19212436,0.2
,New York,36,Assault by other and unspecified firearm discharge,X95,471,19212436,2.5
,New York,36,Assault by sharp object,X99,175,19212436,0.9
,New York,36,Assault by unspecified means,Y09,96,19212436,0.5
,New York,36,Sequelae of assault,Y87.1,24,19212436,0.1
Total,New York,36,,,882,19212436,4.6
,North Carolina,37,"Assault by hanging, strangulation and suffocation",X91,30,9309449,0.3
,North Carolina,37,"Assault by rifle, shotgun and larger firearm discharge",X94,27,9309449,0.3
,North Carolina,37,Assault by other and unspecified firearm discharge,X95,436,9309449,4.7
,North Carolina,37,Assault by sharp object,X99,75,9309449,0.8
,North Carolina,37,By unspecified person,Y07.9,13,9309449,
,North Carolina,37,Assault by other specified means,Y08,13,9309449,
,North Carolina,37,Assault by unspecified means,Y09,58,9309449,0.6
Total,North Carolina,37,,,668,9309449,7.2
,Ohio,39,"Assault by hanging, strangulation and suffocation",X91,27,11515391,0.2
,Ohio,39,Assault by handgun discharge,X93,14,11515391,
,Ohio,39,"Assault by rifle, shotgun and larger firearm discharge",X94,14,11515391,
,Ohio,39,Assault by other and unspecified firearm discharge,X95,374,11515391,3.2
,Ohio,39,"Assault by smoke, fire and flames",X97,15,11515391,
,Ohio,39,Assault by sharp object,X99,41,11515391,0.4
,Ohio,39,By unspecified person,Y07.9,10,11515391,
,Ohio,39,Assault by other specified means,Y08,19,11515391,
,Ohio,39,Assault by unspecified means,Y09,62,11515391,0.5
Total,Ohio,39,,,598,11515391,5.2
,Oklahoma,40,Assault by handgun discharge,X93,35,3668976,1
,Oklahoma,40,"Assault by rifle, shotgun and larger firearm discharge",X94,13,3668976,
,Oklahoma,40,Assault by other and unspecified firearm discharge,X95,99,3668976,2.7
,Oklahoma,40,Assault by sharp object,X99,35,3668976,1
,Oklahoma,40,Assault by unspecified means,Y09,37,3668976,1
Total,Oklahoma,40,,,230,3668976,6.3
,Oregon,41,Assault by other and unspecified firearm discharge,X95,39,3768748,1
,Oregon,41,Assault by sharp object,X99,19,3768748,
,Oregon,41,Assault by unspecified means,Y09,17,3768748,
Total,Oregon,41,,,103,3768748,2.7
,Pennsylvania,42,"Assault by hanging, strangulation and suffocation",X91,22,12612285,0.2
,Pennsylvania,42,"Assault by rifle, shotgun and larger firearm discharge",X94,15,12612285,
,Pennsylvania,42,Assault by other and unspecified firearm discharge,X95,505,12612285,4
,Pennsylvania,42,Assault by sharp object,X99,60,12612285,0.5
,Pennsylvania,42,Assault by other specified means,Y08,15,12612285,
,Pennsylvania,42,Assault by unspecified means,Y09,43,12612285,0.3
,Pennsylvania,42,Sequelae of assault,Y87.1,14,12612285,
Total,Pennsylvania,42,,,697,12612285,5.5
,Rhode Island,44,Assault by other and unspecified firearm discharge,X95,19,1055003,
Total,Rhode Island,44,,,29,1055003,2.7
,South Carolina,45,"Assault by hanging, strangulation and suffocation",X91,18,4528996,
,South Carolina,45,"Assault by rifle, shotgun and larger firearm discharge",X94,19,4528996,
,South Carolina,45,Assault by other and unspecified firearm discharge,X95,224,4528996,4.9
,South Carolina,45,Assault by sharp object,X99,33,4528996,0.7
,South Carolina,45,Assault by other specified means,Y08,14,4528996,
,South Carolina,45,Assault by unspecified means,Y09,26,4528996,0.6
Total,South Carolina,45,,,354,4528996,7.8
Total,South Dakota,46,,,20,799124,2.5
,Tennessee,47,"Assault by hanging, strangulation and suffocation",X91,16,6247411,
,Tennessee,47,Assault by handgun discharge,X93,16,6247411,
,Tennessee,47,"Assault by rifle, shotgun and larger firearm discharge",X94,21,6247411,0.3
,Tennessee,47,Assault by other and unspecified firearm discharge,X95,299,6247411,4.8
,Tennessee,47,Assault by sharp object,X99,42,6247411,0.7
,Tennessee,47,Assault by unspecified means,Y09,63,6247411,1
Total,Tennessee,47,,,479,6247411,7.7
,Texas,48,"Assault by hanging, strangulation and suffocation",X91,35,24309039,0.1
,Texas,48,Assault by handgun discharge,X93,41,24309039,0.2
,Texas,48,"Assault by rifle, shotgun and larger firearm discharge",X94,68,24309039,0.3
,Texas,48,Assault by other and unspecified firearm discharge,X95,897,24309039,3.7
,Texas,48,Assault by sharp object,X99,190,24309039,0.8
,Texas,48,Assault by other specified means,Y08,14,24309039,
,Texas,48,Assault by unspecified means,Y09,187,24309039,0.8
,Texas,48,Sequelae of assault,Y87.1,11,24309039,
Total,Texas,48,,,1487,24309039,6.1
,Utah,49,Assault by other and unspecified firearm discharge,X95,22,2663029,0.8
,Utah,49,Assault by unspecified means,Y09,10,2663029,
Total,Utah,49,,,46,2663029,1.7
Total,Vermont,50,,,17,624151,
,Virginia,51,"Assault by hanging, strangulation and suffocation",X91,14,7833496,
,Virginia,51,Assault by handgun discharge,X93,88,7833496,1.1
,Virginia,51,"Assault by rifle, shotgun and larger firearm discharge",X94,21,7833496,0.3
,Virginia,51,Assault by other and unspecified firearm discharge,X95,142,7833496,1.8
,Virginia,51,Assault by sharp object,X99,62,7833496,0.8
,Virginia,51,Assault by unspecified means,Y09,30,7833496,0.4
Total,Virginia,51,,,376,7833496,4.8
,Washington,53,"Assault by hanging, strangulation and suffocation",X91,11,6562231,
,Washington,53,Assault by handgun discharge,X93,14,6562231,
,Washington,53,Assault by other and unspecified firearm discharge,X95,104,6562231,1.6
,Washington,53,Assault by sharp object,X99,32,6562231,0.5
,Washington,53,Assault by unspecified means,Y09,33,6562231,0.5
Total,Washington,53,,,224,6562231,3.4
,West Virginia,54,Assault by other and unspecified firearm discharge,X95,27,1840310,1.5
,West Virginia,54,Assault by unspecified means,Y09,14,1840310,
Total,West Virginia,54,,,70,1840310,3.8
,Wisconsin,55,Assault by handgun discharge,X93,42,5640996,0.7
,Wisconsin,55,Assault by other and unspecified firearm discharge,X95,30,5640996,0.5
,Wisconsin,55,Assault by sharp object,X99,19,5640996,
,Wisconsin,55,Assault by unspecified means,Y09,18,5640996,
Total,Wisconsin,55,,,153,5640996,2.7
Total,Wyoming,56,,,18,546043,
Total,,,,,17826,304093966,5.9
