Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,37,1623018,2.3
,"Broward County, FL",12011,Assault by unspecified means,Y09,17,1623018,
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,43,778879,5.5
,"Duval County, FL",12031,Assault by unspecified means,Y09,11,778879,
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,29,998948,2.9
,"Hillsborough County, FL",12057,Assault by sharp object,X99,14,998948,
,"Hillsborough County, FL",12057,Assault by unspecified means,Y09,11,998948,
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,10,440888,
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,87,2253362,3.9
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,23,2253362,1
,"Miami-Dade County, FL",12086,Assault by other specified means,Y08,10,2253362,
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,52,2253362,2.3
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,28,896344,3.1
,"Orange County, FL",12095,Assault by unspecified means,Y09,12,896344,
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,34,1131184,3
,"Palm Beach County, FL",12099,Assault by unspecified means,Y09,19,1131184,
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,13,483924,
,"St. Lucie County, FL",12111,Assault by other and unspecified firearm discharge,X95,12,192695,
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,14,153887,
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,27,232048,11.6
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,18,236517,
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,24,607751,3.9
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,41,665865,6.2
,"Fulton County, GA",13121,Assault by handgun discharge,X93,16,816006,
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,82,816006,10
,"Fulton County, GA",13121,Assault by sharp object,X99,10,816006,
,"Fulton County, GA",13121,Assault by other specified means,Y08,12,816006,
,"Fulton County, GA",13121,Assault by unspecified means,Y09,10,816006,
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,21,588448,3.6
,"Muscogee County, GA",13215,Assault by other and unspecified firearm discharge,X95,10,186291,
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,10,199775,
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,31,5376741,0.6
,"Cook County, IL",17031,Assault by handgun discharge,X93,21,5376741,0.4
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,522,5376741,9.7
,"Cook County, IL",17031,Assault by sharp object,X99,60,5376741,1.1
,"Cook County, IL",17031,Assault by bodily force,Y04,11,5376741,
,"Cook County, IL",17031,Assault by other specified means,Y08,30,5376741,0.6
,"Cook County, IL",17031,Assault by unspecified means,Y09,50,5376741,0.9
,"Kane County, IL",17089,Assault by other and unspecified firearm discharge,X95,15,404119,
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,15,256082,
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,16,502266,
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,11,278418,
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,89,484564,18.4
,"Marion County, IN",18097,Assault by handgun discharge,X93,14,860454,
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,35,860454,4.1
,"Marion County, IN",18097,Assault by other specified means,Y08,11,860454,
,"Marion County, IN",18097,Assault by unspecified means,Y09,27,860454,3.1
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,11,265559,
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,20,452869,4.4
,"Shawnee County, KS",20177,Assault by other and unspecified firearm discharge,X95,14,169871,
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,30,157882,19
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,37,693604,5.3
,"Ascension Parish, LA",22005,Assault by other and unspecified firearm discharge,X95,10,76627,
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,39,252161,15.5
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,41,412852,9.9
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,38,455466,8.3
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,154,484674,31.8
,"Orleans Parish, LA",22071,Assault by sharp object,X99,10,484674,
,"Ouachita Parish, LA",22073,Assault by other and unspecified firearm discharge,X95,11,147250,
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,12,489656,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,30,754292,4
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,88,801515,11
,"Prince George's County, MD",24033,Assault by sharp object,X99,11,801515,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,175,651154,26.9
,"Baltimore city, MD",24510,Assault by sharp object,X99,18,651154,
,"Baltimore city, MD",24510,Assault by blunt object,Y00,15,651154,
,"Baltimore city, MD",24510,Assault by other specified means,Y08,10,651154,
,"Essex County, MA",25009,Assault by other and unspecified firearm discharge,X95,10,723419,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,28,689807,4.1
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,31,436141,7.1
,"Kalamazoo County, MI",26077,Assault by other and unspecified firearm discharge,X95,10,238603,
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,10,574335,
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,16,788149,
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,20,1194156,1.7
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,10,210039,
,"Wayne County, MI",26163,"Assault by hanging, strangulation and suffocation",X91,13,2061162,
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,23,2061162,1.1
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,325,2061162,15.8
,"Wayne County, MI",26163,Assault by sharp object,X99,29,2061162,1.4
,"Wayne County, MI",26163,Assault by other specified means,Y08,22,2061162,1.1
,"Wayne County, MI",26163,Assault by unspecified means,Y09,16,2061162,
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,28,1116200,2.5
,"Ramsey County, MN",27123,Assault by other and unspecified firearm discharge,X95,23,511035,4.5
,"Hinds County, MS",28049,Assault by handgun discharge,X93,25,250800,10
,"Jackson County, MO",29095,Assault by handgun discharge,X93,29,654880,4.4
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,43,654880,6.6
,"Jackson County, MO",29095,Assault by unspecified means,Y09,13,654880,
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,37,1016315,3.6
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,76,348189,21.8
,"St. Louis city, MO",29510,Assault by sharp object,X99,12,348189,
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,21,463585,4.5
,"Clark County, NV",32003,Assault by handgun discharge,X93,18,1375765,
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,51,1375765,3.7
,"Clark County, NV",32003,Assault by sharp object,X99,10,1375765,
,"Clark County, NV",32003,Assault by unspecified means,Y09,10,1375765,
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,24,508932,4.7
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,64,793633,8.1
,"Essex County, NJ",34013,Assault by sharp object,X99,18,793633,
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,15,608975,
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,15,556678,
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,120,1332650,9
,"Bronx County, NY",36005,Assault by sharp object,X99,34,1332650,2.6
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,23,950265,2.4
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,183,2465326,7.4
,"Kings County, NY",36047,Assault by sharp object,X99,32,2465326,1.3
,"Kings County, NY",36047,Assault by unspecified means,Y09,17,2465326,
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,30,735343,4.1
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,12,1334544,
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,59,1537195,3.8
,"New York County, NY",36061,Assault by sharp object,X99,26,1537195,1.7
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,70,2229379,3.1
,"Queens County, NY",36081,Assault by sharp object,X99,24,2229379,1.1
,"Queens County, NY",36081,Assault by unspecified means,Y09,10,2229379,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,15,1419369,
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,11,923459,
,"Cleveland County, NC",37045,Assault by other and unspecified firearm discharge,X95,10,96287,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,31,302963,10.2
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,15,223314,
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,17,306067,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,24,421048,5.7
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,59,695454,8.5
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,20,123339,16.2
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,23,627846,3.7
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,44,1393978,3.2
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,15,1393978,
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,38,1068978,3.6
,"Franklin County, OH",39049,Assault by sharp object,X99,10,1068978,
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,13,845303,
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,24,257555,9.3
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,25,559062,4.5
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,13,542899,
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,28,660448,4.2
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,19,563299,
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,12,660486,
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,44,1281666,3.4
,"Allegheny County, PA",42003,Assault by other specified means,Y08,10,1281666,
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,20,373638,5.4
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,24,550864,4.4
,"Philadelphia County, PA",42101,"Assault by hanging, strangulation and suffocation",X91,11,1517550,
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,249,1517550,16.4
,"Philadelphia County, PA",42101,Assault by other specified means,Y08,24,1517550,1.6
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,20,1517550,1.3
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,25,621602,4
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,11,309969,
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,11,379616,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,15,320677,
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,16,253791,
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,65,569891,11.4
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,16,307896,
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,18,382032,
,"Shelby County, TN",47157,"Assault by rifle, shotgun and larger firearm discharge",X94,10,897472,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,108,897472,12
,"Shelby County, TN",47157,Assault by sharp object,X99,16,897472,
,"Shelby County, TN",47157,Assault by unspecified means,Y09,13,897472,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,50,1392931,3.6
,"Bexar County, TX",48029,Assault by sharp object,X99,10,1392931,
,"Bexar County, TX",48029,Assault by other specified means,Y08,12,1392931,
,"Dallas County, TX",48113,"Assault by rifle, shotgun and larger firearm discharge",X94,12,2218899,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,171,2218899,7.7
,"Dallas County, TX",48113,Assault by sharp object,X99,16,2218899,
,"Dallas County, TX",48113,Assault by other specified means,Y08,16,2218899,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,27,2218899,1.2
,"Harris County, TX",48201,"Assault by hanging, strangulation and suffocation",X91,10,3400578,
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,11,3400578,
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,186,3400578,5.5
,"Harris County, TX",48201,Assault by sharp object,X99,20,3400578,0.6
,"Harris County, TX",48201,Assault by other specified means,Y08,17,3400578,
,"Harris County, TX",48201,Assault by unspecified means,Y09,25,3400578,0.7
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,12,569463,
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,11,252051,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,59,1446219,4.1
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,14,812280,
,"Travis County, TX",48453,Assault by unspecified means,Y09,10,812280,
,"Webb County, TX",48479,Assault by other and unspecified firearm discharge,X95,11,193117,
,"Newport News city, VA",51700,Assault by handgun discharge,X93,13,180150,
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,19,234403,
,"Portsmouth city, VA",51740,Assault by handgun discharge,X93,12,100565,
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,39,197790,19.7
,"Virginia Beach city, VA",51810,Assault by handgun discharge,X93,10,425257,
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,22,1737034,1.3
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,15,700820,
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,69,940164,7.3
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,13,940164,
,"Milwaukee County, WI",55079,Assault by sharp object,X99,12,940164,
