Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Orange County, CA",6059,Assault by handgun discharge,X93,21,2987177,0.7
,"Orange County, CA",6059,Assault by other and unspecified firearm discharge,X95,25,2987177,0.8
,"Orange County, CA",6059,Assault by sharp object,X99,10,2987177,
,"Riverside County, CA",6065,Assault by other and unspecified firearm discharge,X95,47,2146725,2.2
,"Riverside County, CA",6065,Assault by sharp object,X99,14,2146725,
,"Riverside County, CA",6065,Assault by unspecified means,Y09,15,2146725,
,"Sacramento County, CA",6067,Assault by handgun discharge,X93,16,1408601,
,"Sacramento County, CA",6067,Assault by other and unspecified firearm discharge,X95,32,1408601,2.3
,"San Bernardino County, CA",6071,Assault by other and unspecified firearm discharge,X95,83,2013960,4.1
,"San Bernardino County, CA",6071,Assault by sharp object,X99,16,2013960,
,"San Bernardino County, CA",6071,Assault by unspecified means,Y09,14,2013960,
,"San Diego County, CA",6073,Assault by other and unspecified firearm discharge,X95,44,3061203,1.4
,"San Diego County, CA",6073,Assault by sharp object,X99,20,3061203,0.7
,"San Diego County, CA",6073,Assault by unspecified means,Y09,15,3061203,
,"San Francisco County, CA",6075,Assault by other and unspecified firearm discharge,X95,20,801922,2.5
,"San Joaquin County, CA",6077,Assault by handgun discharge,X93,25,677736,3.7
,"San Joaquin County, CA",6077,Assault by other and unspecified firearm discharge,X95,17,677736,
,"San Mateo County, CA",6081,Assault by other and unspecified firearm discharge,X95,12,713617,
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,24,1765137,1.4
,"Santa Clara County, CA",6085,Assault by sharp object,X99,11,1765137,
,"Solano County, CA",6095,Assault by other and unspecified firearm discharge,X95,21,410290,5.1
,"Stanislaus County, CA",6099,Assault by other and unspecified firearm discharge,X95,19,511536,
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,21,436987,4.8
,"Ventura County, CA",6111,Assault by sharp object,X99,11,815130,
,"Arapahoe County, CO",8005,Assault by other and unspecified firearm discharge,X95,12,563161,
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,20,589011,3.4
,"El Paso County, CO",8041,Assault by other and unspecified firearm discharge,X95,15,608061,
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,16,910421,
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,38,891667,4.3
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,18,860025,
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,30,536898,5.6
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,104,592228,17.6
,"District of Columbia, DC",11001,Assault by sharp object,X99,21,592228,3.5
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,20,542109,3.7
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,60,1733310,3.5
,"Broward County, FL",12011,Assault by sharp object,X99,12,1733310,
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,94,859795,10.9
,"Escambia County, FL",12033,Assault by other and unspecified firearm discharge,X95,17,297015,
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,29,1214050,2.4
,"Lee County, FL",12071,Assault by handgun discharge,X93,11,612297,
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,17,612297,
,"Lee County, FL",12071,Assault by sharp object,X99,10,612297,
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,160,2463943,6.5
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,21,2463943,0.9
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,14,2463943,
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,53,1131351,4.7
,"Orange County, FL",12095,Assault by sharp object,X99,14,1131351,
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,69,1307371,5.3
,"Pasco County, FL",12101,Assault by other and unspecified firearm discharge,X95,11,462607,
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,22,915330,2.4
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,13,598683,
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,18,262122,
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,17,260067,
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,20,684776,2.9
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,61,690658,8.8
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,75,905511,8.3
,"Glynn County, GA",13127,Assault by unspecified means,Y09,10,78946,
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,23,796276,2.9
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,19,198489,
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,21,5181728,0.4
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,455,5181728,8.8
,"Cook County, IL",17031,Assault by sharp object,X99,55,5181728,1.1
,"Cook County, IL",17031,By unspecified person,Y07.9,10,5181728,
,"Cook County, IL",17031,Assault by unspecified means,Y09,22,5181728,0.4
,"Cook County, IL",17031,Sequelae of assault,Y87.1,10,5181728,
,"DuPage County, IL",17043,Assault by other and unspecified firearm discharge,X95,11,912732,
,"Peoria County, IL",17143,Assault by other and unspecified firearm discharge,X95,17,186930,
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,40,268489,14.9
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,20,674970,3
,"Winnebago County, IL",17201,Assault by other and unspecified firearm discharge,X95,11,295612,
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,17,353693,
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,70,495789,14.1
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,68,898394,7.6
,"Marion County, IN",18097,Assault by sharp object,X99,11,898394,
,"Marion County, IN",18097,Assault by unspecified means,Y09,10,898394,
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,11,266827,
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,20,495006,4
,"Shawnee County, KS",20177,Assault by other and unspecified firearm discharge,X95,10,176786,
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,30,156416,19.2
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,45,736705,6.1
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,27,253245,10.7
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,74,437623,16.9
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,74,431921,17.1
,"Lafayette Parish, LA",22055,Assault by other and unspecified firearm discharge,X95,10,219466,
,"Livingston Parish, LA",22063,Assault by other and unspecified firearm discharge,X95,10,126230,
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,135,327803,41.2
,"Anne Arundel County, MD",24003,Assault by other and unspecified firearm discharge,X95,10,532395,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,40,801808,5
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,10,959013,
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,66,856161,7.7
,"Prince George's County, MD",24033,Assault by sharp object,X99,16,856161,
,"Prince George's County, MD",24033,Assault by unspecified means,Y09,12,856161,
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,158,620509,25.5
,"Baltimore city, MD",24510,Assault by sharp object,X99,18,620509,
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,16,620509,
,"Baltimore city, MD",24510,Sequelae of assault,Y87.1,11,620509,
,"Bristol County, MA",25005,Assault by other and unspecified firearm discharge,X95,12,547324,
,"Essex County, MA",25009,Assault by other and unspecified firearm discharge,X95,11,739086,
,"Hampden County, MA",25013,Assault by other and unspecified firearm discharge,X95,17,462777,
,"Middlesex County, MA",25017,Assault by other and unspecified firearm discharge,X95,13,1494764,
,"Plymouth County, MA",25023,Assault by other and unspecified firearm discharge,X95,11,492738,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,27,716214,3.8
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,42,427989,9.8
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,19,839435,
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,33,1200890,2.7
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,12,200835,
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,11,1837536,
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,288,1837536,15.7
,"Wayne County, MI",26163,Assault by sharp object,X99,22,1837536,1.2
,"Wayne County, MI",26163,Assault by other specified means,Y08,22,1837536,1.2
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,16,1146721,
,"Hinds County, MS",28049,Assault by handgun discharge,X93,27,244474,11
,"Jackson County, MO",29095,Assault by handgun discharge,X93,22,670763,3.3
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,62,670763,9.2
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,63,998618,6.3
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,99,318842,31
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,24,511902,4.7
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,81,1939407,4.2
,"Clark County, NV",32003,Assault by sharp object,X99,10,1939407,
,"Clark County, NV",32003,Assault by unspecified means,Y09,19,1939407,
,"Atlantic County, NJ",34001,Assault by other and unspecified firearm discharge,X95,11,274049,
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,34,513668,6.6
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,90,781943,11.5
,"Hudson County, NJ",34017,Assault by other and unspecified firearm discharge,X95,21,628572,3.3
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,16,498641,
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,14,532434,
,"Bernalillo County, NM",35001,Assault by handgun discharge,X93,13,655279,
,"Bernalillo County, NM",35001,Assault by other and unspecified firearm discharge,X95,13,655279,
,"Bernalillo County, NM",35001,Assault by unspecified means,Y09,19,655279,
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,79,1376261,5.7
,"Bronx County, NY",36005,Assault by sharp object,X99,17,1376261,
,"Broome County, NY",36007,Assault by other and unspecified firearm discharge,X95,12,200935,
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,51,919334,5.5
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,142,2487751,5.7
,"Kings County, NY",36047,Assault by sharp object,X99,41,2487751,1.6
,"Kings County, NY",36047,Assault by unspecified means,Y09,15,2487751,
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,21,743386,2.8
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,12,1332088,
,"Nassau County, NY",36059,Assault by sharp object,X99,10,1332088,
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,30,1583431,1.9
,"New York County, NY",36061,Assault by sharp object,X99,15,1583431,
,"Onondaga County, NY",36067,Assault by other and unspecified firearm discharge,X95,10,465633,
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,38,2217166,1.7
,"Queens County, NY",36081,Assault by sharp object,X99,18,2217166,
,"Queens County, NY",36081,Assault by unspecified means,Y09,13,2217166,
,"Richmond County, NY",36085,Assault by other and unspecified firearm discharge,X95,11,466965,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,16,1487206,
,"Suffolk County, NY",36103,Assault by sharp object,X99,14,1487206,
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,13,944201,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,23,317252,7.2
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,12,265356,
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,11,348532,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,16,484180,
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,45,908704,5
,"Pitt County, NC",37147,Assault by other and unspecified firearm discharge,X95,11,165581,
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,22,132984,16.5
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,14,883624,
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,60,1285082,4.7
,"Cuyahoga County, OH",39035,Assault by sharp object,X99,13,1285082,
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,15,1285082,
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,63,1155408,5.5
,"Franklin County, OH",39049,Assault by sharp object,X99,10,1155408,
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,39,802149,4.9
,"Lorain County, OH",39093,Assault by other and unspecified firearm discharge,X95,11,300893,
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,17,442603,
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,17,240050,
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,38,535294,7.1
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,13,542135,
,"Trumbull County, OH",39155,Assault by other and unspecified firearm discharge,X95,11,211290,
,"Oklahoma County, OK",40109,Assault by handgun discharge,X93,18,711595,
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,19,711595,
,"Oklahoma County, OK",40109,Assault by sharp object,X99,10,711595,
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,26,597748,4.3
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,69,1222171,5.6
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,11,409904,
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,11,267090,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,23,558094,4.1
,"Montgomery County, PA",42091,Assault by other and unspecified firearm discharge,X95,12,795494,
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,244,1514694,16.1
,"Philadelphia County, PA",42101,Assault by sharp object,X99,20,1514694,1.3
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,13,1514694,
,"York County, PA",42133,Assault by other and unspecified firearm discharge,X95,10,433022,
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,14,626304,
,"Aiken County, SC",45003,Assault by other and unspecified firearm discharge,X95,11,158499,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,18,346795,
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,10,446655,
,"Lexington County, SC",45063,Assault by other and unspecified firearm discharge,X95,11,258983,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,22,380245,5.8
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,13,283335,
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,52,621008,8.4
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,14,332659,
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,16,429475,
,"Madison County, TN",47113,Assault by other and unspecified firearm discharge,X95,13,97727,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,119,922541,12.9
,"Shelby County, TN",47157,Assault by unspecified means,Y09,21,922541,2.3
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,12,301050,
,"Bexar County, TX",48029,"Assault by rifle, shotgun and larger firearm discharge",X94,10,1685628,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,67,1685628,4
,"Bexar County, TX",48029,Assault by sharp object,X99,15,1685628,
,"Bexar County, TX",48029,Assault by unspecified means,Y09,22,1685628,1.3
,"Bowie County, TX",48037,Assault by other and unspecified firearm discharge,X95,10,92231,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,144,2346378,6.1
,"Dallas County, TX",48113,Assault by sharp object,X99,14,2346378,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,33,2346378,1.4
,"El Paso County, TX",48141,Assault by other and unspecified firearm discharge,X95,15,786759,
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,15,569130,
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,17,4034866,
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,310,4034866,7.7
,"Harris County, TX",48201,Assault by sharp object,X99,51,4034866,1.3
,"Harris County, TX",48201,Assault by unspecified means,Y09,43,4034866,1.1
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,23,757468,3
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,13,251332,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,27,1784078,1.5
,"Tarrant County, TX",48439,Assault by sharp object,X99,13,1784078,
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,16,1006503,
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,12,1016795,
,"Fairfax County, VA",51059,Assault by other and unspecified firearm discharge,X95,13,1065142,
,"Henrico County, VA",51087,Assault by other and unspecified firearm discharge,X95,10,304763,
,"Chesapeake city, VA",51550,Assault by handgun discharge,X93,10,220176,
,"Hampton city, VA",51650,Assault by handgun discharge,X93,10,137833,
,"Newport News city, VA",51700,Assault by handgun discharge,X93,22,181000,12.2
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,26,241725,10.8
,"Petersburg city, VA",51730,Assault by other and unspecified firearm discharge,X95,11,32168,
,"Portsmouth city, VA",51740,Assault by handgun discharge,X93,10,95384,
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,15,203678,
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,24,1912012,1.3
,"King County, WA",53033,Assault by sharp object,X99,10,1912012,
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,21,796483,2.6
,"Yakima County, WA",53077,Assault by other and unspecified firearm discharge,X95,11,239604,
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,38,942668,4
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,16,942668,
