Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"Merced County, CA",6047,Assault by other and unspecified firearm discharge,X95,14,262305,
,"Monterey County, CA",6053,Assault by handgun discharge,X93,21,426762,4.9
,"Monterey County, CA",6053,Assault by other and unspecified firearm discharge,X95,12,426762,
,"Orange County, CA",6059,Assault by handgun discharge,X93,18,3090132,
,"Orange County, CA",6059,Assault by sharp object,X99,10,3090132,
,"Riverside County, CA",6065,Assault by other and unspecified firearm discharge,X95,47,2268783,2.1
,"Riverside County, CA",6065,Assault by sharp object,X99,15,2268783,
,"Sacramento County, CA",6067,Assault by other and unspecified firearm discharge,X95,57,1450121,3.9
,"Sacramento County, CA",6067,Assault by sharp object,X99,10,1450121,
,"Sacramento County, CA",6067,Assault by unspecified means,Y09,12,1450121,
,"San Bernardino County, CA",6071,Assault by handgun discharge,X93,10,2081313,
,"San Bernardino County, CA",6071,Assault by other and unspecified firearm discharge,X95,73,2081313,3.5
,"San Bernardino County, CA",6071,Assault by sharp object,X99,16,2081313,
,"San Diego County, CA",6073,Assault by other and unspecified firearm discharge,X95,50,3177063,1.6
,"San Diego County, CA",6073,Assault by sharp object,X99,33,3177063,1
,"San Diego County, CA",6073,Assault by unspecified means,Y09,19,3177063,
,"San Francisco County, CA",6075,Assault by other and unspecified firearm discharge,X95,22,825863,2.7
,"San Francisco County, CA",6075,Assault by unspecified means,Y09,10,825863,
,"San Joaquin County, CA",6077,Assault by other and unspecified firearm discharge,X95,75,702612,10.7
,"San Mateo County, CA",6081,Assault by other and unspecified firearm discharge,X95,10,739311,
,"Santa Clara County, CA",6085,Assault by handgun discharge,X93,19,1837504,
,"Santa Clara County, CA",6085,Assault by other and unspecified firearm discharge,X95,20,1837504,1.1
,"Solano County, CA",6095,Assault by other and unspecified firearm discharge,X95,28,420757,6.7
,"Stanislaus County, CA",6099,Assault by other and unspecified firearm discharge,X95,29,521726,5.6
,"Tulare County, CA",6107,Assault by other and unspecified firearm discharge,X95,24,451977,5.3
,"Adams County, CO",8001,Assault by other and unspecified firearm discharge,X95,15,459598,
,"Arapahoe County, CO",8005,Assault by other and unspecified firearm discharge,X95,17,595546,
,"Denver County, CO",8031,Assault by other and unspecified firearm discharge,X95,18,634265,
,"El Paso County, CO",8041,Assault by other and unspecified firearm discharge,X95,15,644964,
,"Fairfield County, CT",9001,Assault by other and unspecified firearm discharge,X95,52,933835,5.6
,"Hartford County, CT",9003,Assault by other and unspecified firearm discharge,X95,24,897259,2.7
,"New Haven County, CT",9009,Assault by other and unspecified firearm discharge,X95,30,862813,3.5
,"New Castle County, DE",10003,Assault by other and unspecified firearm discharge,X95,38,546076,7
,"District of Columbia, DC",11001,Assault by other and unspecified firearm discharge,X95,54,632323,8.5
,"District of Columbia, DC",11001,Assault by sharp object,X99,12,632323,
,"Brevard County, FL",12009,Assault by other and unspecified firearm discharge,X95,25,547307,4.6
,"Broward County, FL",12011,Assault by other and unspecified firearm discharge,X95,62,1815137,3.4
,"Broward County, FL",12011,Assault by sharp object,X99,10,1815137,
,"Duval County, FL",12031,Assault by other and unspecified firearm discharge,X95,83,879602,9.4
,"Escambia County, FL",12033,Assault by other and unspecified firearm discharge,X95,19,302715,
,"Hillsborough County, FL",12057,Assault by handgun discharge,X93,26,1277746,2
,"Hillsborough County, FL",12057,Assault by other and unspecified firearm discharge,X95,12,1277746,
,"Lake County, FL",12069,Assault by other and unspecified firearm discharge,X95,10,303186,
,"Lee County, FL",12071,Assault by handgun discharge,X93,14,645293,
,"Lee County, FL",12071,Assault by other and unspecified firearm discharge,X95,24,645293,3.7
,"Manatee County, FL",12081,Assault by handgun discharge,X93,14,333895,
,"Marion County, FL",12083,Assault by other and unspecified firearm discharge,X95,17,335125,
,"Miami-Dade County, FL",12086,Assault by other and unspecified firearm discharge,X95,186,2591035,7.2
,"Miami-Dade County, FL",12086,Assault by sharp object,X99,16,2591035,
,"Miami-Dade County, FL",12086,Assault by unspecified means,Y09,19,2591035,
,"Orange County, FL",12095,Assault by handgun discharge,X93,13,1202234,
,"Orange County, FL",12095,Assault by other and unspecified firearm discharge,X95,49,1202234,4.1
,"Orange County, FL",12095,Assault by sharp object,X99,11,1202234,
,"Palm Beach County, FL",12099,Assault by other and unspecified firearm discharge,X95,64,1356545,4.7
,"Pinellas County, FL",12103,Assault by other and unspecified firearm discharge,X95,27,921319,2.9
,"Polk County, FL",12105,Assault by other and unspecified firearm discharge,X95,18,616158,
,"Polk County, FL",12105,Assault by unspecified means,Y09,11,616158,
,"St. Lucie County, FL",12111,Assault by other and unspecified firearm discharge,X95,10,283866,
,"Seminole County, FL",12117,Assault by other and unspecified firearm discharge,X95,10,430838,
,"Volusia County, FL",12127,Assault by other and unspecified firearm discharge,X95,16,496950,
,"Bibb County, GA",13021,Assault by other and unspecified firearm discharge,X95,12,156462,
,"Chatham County, GA",13051,Assault by other and unspecified firearm discharge,X95,15,276434,
,"Clayton County, GA",13063,Assault by other and unspecified firearm discharge,X95,23,265888,8.7
,"Cobb County, GA",13067,Assault by other and unspecified firearm discharge,X95,15,707442,
,"DeKalb County, GA",13089,Assault by other and unspecified firearm discharge,X95,69,707089,9.8
,"Fulton County, GA",13121,Assault by other and unspecified firearm discharge,X95,82,977773,8.4
,"Fulton County, GA",13121,Assault by unspecified means,Y09,13,977773,
,"Gwinnett County, GA",13135,Assault by other and unspecified firearm discharge,X95,22,842046,2.6
,"Henry County, GA",13151,Assault by other and unspecified firearm discharge,X95,14,209053,
,"Richmond County, GA",13245,Assault by other and unspecified firearm discharge,X95,25,202587,12.3
,"Cook County, IL",17031,"Assault by hanging, strangulation and suffocation",X91,10,5231351,
,"Cook County, IL",17031,Assault by other and unspecified firearm discharge,X95,495,5231351,9.5
,"Cook County, IL",17031,Assault by sharp object,X99,43,5231351,0.8
,"Cook County, IL",17031,Assault by unspecified means,Y09,20,5231351,0.4
,"DuPage County, IL",17043,Assault by other and unspecified firearm discharge,X95,11,927987,
,"Peoria County, IL",17143,Assault by other and unspecified firearm discharge,X95,13,187254,
,"St. Clair County, IL",17163,Assault by other and unspecified firearm discharge,X95,24,268858,8.9
,"Sangamon County, IL",17167,Assault by other and unspecified firearm discharge,X95,11,199271,
,"Will County, IL",17197,Assault by other and unspecified firearm discharge,X95,22,682518,3.2
,"Allen County, IN",18003,Assault by other and unspecified firearm discharge,X95,20,360412,5.5
,"Lake County, IN",18089,Assault by other and unspecified firearm discharge,X95,54,493618,10.9
,"Marion County, IN",18097,Assault by handgun discharge,X93,17,918977,
,"Marion County, IN",18097,Assault by other and unspecified firearm discharge,X95,68,918977,7.4
,"Marion County, IN",18097,Assault by unspecified means,Y09,13,918977,
,"St. Joseph County, IN",18141,Assault by other and unspecified firearm discharge,X95,17,266344,
,"Sedgwick County, KS",20173,Assault by other and unspecified firearm discharge,X95,12,503889,
,"Shawnee County, KS",20177,Assault by other and unspecified firearm discharge,X95,13,178991,
,"Wyandotte County, KS",20209,Assault by other and unspecified firearm discharge,X95,14,159129,
,"Jefferson County, KY",21111,Assault by other and unspecified firearm discharge,X95,53,750828,7.1
,"Caddo Parish, LA",22017,Assault by other and unspecified firearm discharge,X95,15,257093,
,"East Baton Rouge Parish, LA",22033,Assault by other and unspecified firearm discharge,X95,73,444526,16.4
,"Jefferson Parish, LA",22051,Assault by other and unspecified firearm discharge,X95,51,433676,11.8
,"Orleans Parish, LA",22071,Assault by other and unspecified firearm discharge,X95,150,369250,40.6
,"Rapides Parish, LA",22079,Assault by other and unspecified firearm discharge,X95,10,132373,
,"Baltimore County, MD",24005,Assault by other and unspecified firearm discharge,X95,29,817455,3.5
,"Baltimore County, MD",24005,Assault by unspecified means,Y09,10,817455,
,"Montgomery County, MD",24031,Assault by other and unspecified firearm discharge,X95,11,1004709,
,"Prince George's County, MD",24033,Assault by other and unspecified firearm discharge,X95,54,881138,6.1
,"Baltimore city, MD",24510,Assault by other and unspecified firearm discharge,X95,158,621342,25.4
,"Baltimore city, MD",24510,Assault by sharp object,X99,15,621342,
,"Baltimore city, MD",24510,Assault by unspecified means,Y09,15,621342,
,"Suffolk County, MA",25025,Assault by other and unspecified firearm discharge,X95,35,744426,4.7
,"Suffolk County, MA",25025,Assault by sharp object,X99,12,744426,
,"Genesee County, MI",26049,Assault by other and unspecified firearm discharge,X95,60,418408,14.3
,"Kent County, MI",26081,Assault by other and unspecified firearm discharge,X95,16,614462,
,"Macomb County, MI",26099,Assault by other and unspecified firearm discharge,X95,14,847383,
,"Oakland County, MI",26125,Assault by other and unspecified firearm discharge,X95,32,1220657,2.6
,"Saginaw County, MI",26145,Assault by other and unspecified firearm discharge,X95,32,198353,16.1
,"Wayne County, MI",26163,"Assault by rifle, shotgun and larger firearm discharge",X94,12,1792365,
,"Wayne County, MI",26163,Assault by other and unspecified firearm discharge,X95,353,1792365,19.7
,"Wayne County, MI",26163,Assault by sharp object,X99,29,1792365,1.6
,"Wayne County, MI",26163,Assault by unspecified means,Y09,17,1792365,
,"Hennepin County, MN",27053,Assault by other and unspecified firearm discharge,X95,35,1184576,3
,"Ramsey County, MN",27123,Assault by other and unspecified firearm discharge,X95,11,520152,
,"Harrison County, MS",28047,Assault by other and unspecified firearm discharge,X95,11,194029,
,"Hinds County, MS",28049,Assault by handgun discharge,X93,36,248643,14.5
,"Hinds County, MS",28049,Assault by other and unspecified firearm discharge,X95,12,248643,
,"Jackson County, MO",29095,Assault by handgun discharge,X93,17,677377,
,"Jackson County, MO",29095,Assault by other and unspecified firearm discharge,X95,74,677377,10.9
,"St. Louis County, MO",29189,Assault by other and unspecified firearm discharge,X95,60,1000438,6
,"St. Louis city, MO",29510,Assault by other and unspecified firearm discharge,X95,79,318172,24.8
,"Douglas County, NE",31055,Assault by other and unspecified firearm discharge,X95,34,531265,6.4
,"Clark County, NV",32003,Assault by other and unspecified firearm discharge,X95,60,2000759,3
,"Clark County, NV",32003,Assault by sharp object,X99,13,2000759,
,"Clark County, NV",32003,Assault by unspecified means,Y09,14,2000759,
,"Atlantic County, NJ",34001,Assault by other and unspecified firearm discharge,X95,25,275422,9.1
,"Camden County, NJ",34007,Assault by other and unspecified firearm discharge,X95,53,513539,10.3
,"Camden County, NJ",34007,Assault by sharp object,X99,10,513539,
,"Essex County, NJ",34013,Assault by other and unspecified firearm discharge,X95,93,787744,11.8
,"Essex County, NJ",34013,Assault by sharp object,X99,11,787744,
,"Essex County, NJ",34013,Assault by unspecified means,Y09,11,787744,
,"Mercer County, NJ",34021,Assault by other and unspecified firearm discharge,X95,20,368303,5.4
,"Passaic County, NJ",34031,Assault by other and unspecified firearm discharge,X95,18,502885,
,"Union County, NJ",34039,Assault by other and unspecified firearm discharge,X95,18,543976,
,"Bernalillo County, NM",35001,Assault by handgun discharge,X93,17,673460,
,"Bronx County, NY",36005,Assault by other and unspecified firearm discharge,X95,70,1408473,5
,"Bronx County, NY",36005,Assault by sharp object,X99,23,1408473,1.6
,"Bronx County, NY",36005,Assault by unspecified means,Y09,15,1408473,
,"Erie County, NY",36029,Assault by other and unspecified firearm discharge,X95,43,919086,4.7
,"Kings County, NY",36047,Assault by other and unspecified firearm discharge,X95,92,2565635,3.6
,"Kings County, NY",36047,Assault by sharp object,X99,27,2565635,1.1
,"Kings County, NY",36047,Assault by unspecified means,Y09,21,2565635,0.8
,"Monroe County, NY",36055,Assault by other and unspecified firearm discharge,X95,29,747813,3.9
,"Nassau County, NY",36059,Assault by other and unspecified firearm discharge,X95,24,1349233,1.8
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,18,1619090,
,"New York County, NY",36061,Assault by sharp object,X99,15,1619090,
,"New York County, NY",36061,Assault by unspecified means,Y09,10,1619090,
,"Orange County, NY",36071,Assault by other and unspecified firearm discharge,X95,12,374512,
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,49,2272771,2.2
,"Queens County, NY",36081,Assault by sharp object,X99,14,2272771,
,"Queens County, NY",36081,Assault by unspecified means,Y09,12,2272771,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,14,1499273,
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,12,961670,
,"Catawba County, NC",37035,Assault by other and unspecified firearm discharge,X95,11,154339,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,33,324049,10.2
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,19,279641,
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,12,358137,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,18,500879,
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,42,969031,4.3
,"Pitt County, NC",37147,Assault by other and unspecified firearm discharge,X95,10,172554,
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,23,135496,17
,"Vance County, NC",37181,Assault by other and unspecified firearm discharge,X95,10,45132,
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,18,952151,
,"Wayne County, NC",37191,Assault by other and unspecified firearm discharge,X95,14,124246,
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,82,1265111,6.5
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,18,1265111,
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,79,1195537,6.6
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,49,802038,6.1
,"Lucas County, OH",39095,Assault by other and unspecified firearm discharge,X95,28,437998,6.4
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,26,235145,11.1
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,32,534325,6
,"Stark County, OH",39151,Assault by other and unspecified firearm discharge,X95,11,374868,
,"Summit County, OH",39153,Assault by other and unspecified firearm discharge,X95,20,540811,3.7
,"Trumbull County, OH",39155,Assault by other and unspecified firearm discharge,X95,12,207406,
,"Oklahoma County, OK",40109,Assault by handgun discharge,X93,39,741781,5.3
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,30,741781,4
,"Oklahoma County, OK",40109,Assault by unspecified means,Y09,14,741781,
,"Tulsa County, OK",40143,Assault by handgun discharge,X93,10,613816,
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,29,613816,4.7
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,84,1229338,6.8
,"Berks County, PA",42011,Assault by other and unspecified firearm discharge,X95,12,413491,
,"Dauphin County, PA",42043,Assault by other and unspecified firearm discharge,X95,15,269665,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,32,561098,5.7
,"Lehigh County, PA",42077,Assault by other and unspecified firearm discharge,X95,12,355245,
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,268,1547607,17.3
,"Philadelphia County, PA",42101,Assault by sharp object,X99,19,1547607,
,"York County, PA",42133,Assault by other and unspecified firearm discharge,X95,17,437846,
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,13,628323,
,"Anderson County, SC",45007,Assault by other and unspecified firearm discharge,X95,12,189355,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,34,365162,9.3
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,13,467605,
,"Horry County, SC",45051,Assault by other and unspecified firearm discharge,X95,15,282285,
,"Lancaster County, SC",45057,Assault by other and unspecified firearm discharge,X95,10,79089,
,"Orangeburg County, SC",45075,Assault by other and unspecified firearm discharge,X95,13,91476,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,20,393830,5.1
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,18,288745,
,"Sumter County, SC",45085,Assault by other and unspecified firearm discharge,X95,11,108052,
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,50,648295,7.7
,"Davidson County, TN",47037,Assault by unspecified means,Y09,12,648295,
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,20,345545,5.8
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,11,441311,
,"Montgomery County, TN",47125,Assault by other and unspecified firearm discharge,X95,12,184468,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,125,940764,13.3
,"Shelby County, TN",47157,Assault by unspecified means,Y09,20,940764,2.1
,"Bell County, TX",48027,Assault by other and unspecified firearm discharge,X95,12,323037,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,77,1785704,4.3
,"Bexar County, TX",48029,Assault by sharp object,X99,11,1785704,
,"Bexar County, TX",48029,Assault by unspecified means,Y09,15,1785704,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,133,2453843,5.4
,"Dallas County, TX",48113,Assault by sharp object,X99,15,2453843,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,25,2453843,1
,"El Paso County, TX",48141,Assault by other and unspecified firearm discharge,X95,11,827398,
,"Fort Bend County, TX",48157,Assault by other and unspecified firearm discharge,X95,10,627293,
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,239,4253700,5.6
,"Harris County, TX",48201,Assault by sharp object,X99,29,4253700,0.7
,"Harris County, TX",48201,Assault by unspecified means,Y09,52,4253700,1.2
,"Hidalgo County, TX",48215,Assault by other and unspecified firearm discharge,X95,18,806552,
,"Jefferson County, TX",48245,Assault by other and unspecified firearm discharge,X95,15,251813,
,"Montgomery County, TX",48339,Assault by other and unspecified firearm discharge,X95,13,485047,
,"Smith County, TX",48423,Assault by other and unspecified firearm discharge,X95,10,214821,
,"Tarrant County, TX",48439,Assault by handgun discharge,X93,10,1880153,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,37,1880153,2
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,13,1880153,
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,11,1095584,
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,15,1063842,
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,18,245782,
,"Norfolk city, VA",51710,Assault by other and unspecified firearm discharge,X95,11,245782,
,"Richmond city, VA",51760,Assault by handgun discharge,X93,19,210309,
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,12,210309,
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,39,2007440,1.9
,"King County, WA",53033,Assault by sharp object,X99,13,2007440,
,"Pierce County, WA",53053,Assault by other and unspecified firearm discharge,X95,22,811681,2.7
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,32,955205,3.4
,"Milwaukee County, WI",55079,Assault by other and unspecified firearm discharge,X95,61,955205,6.4
---,,,,,,,
