Notes,County,County Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,"New York County, NY",36061,Assault by other and unspecified firearm discharge,X95,63,1535624,4.1
,"New York County, NY",36061,Assault by sharp object,X99,19,1535624,
,"Queens County, NY",36081,Assault by other and unspecified firearm discharge,X95,62,2208975,2.8
,"Queens County, NY",36081,Assault by sharp object,X99,25,2208975,1.1
,"Queens County, NY",36081,Assault by unspecified means,Y09,10,2208975,
,"Richmond County, NY",36085,Assault by other and unspecified firearm discharge,X95,11,437814,
,"Suffolk County, NY",36103,Assault by other and unspecified firearm discharge,X95,12,1406161,
,"Westchester County, NY",36119,Assault by other and unspecified firearm discharge,X95,11,918532,
,"Cumberland County, NC",37051,Assault by other and unspecified firearm discharge,X95,16,301608,
,"Durham County, NC",37063,Assault by other and unspecified firearm discharge,X95,13,219811,
,"Forsyth County, NC",37067,Assault by other and unspecified firearm discharge,X95,16,303630,
,"Gaston County, NC",37071,Assault by other and unspecified firearm discharge,X95,13,189127,
,"Guilford County, NC",37081,Assault by other and unspecified firearm discharge,X95,20,416459,4.8
,"Mecklenburg County, NC",37119,Assault by other and unspecified firearm discharge,X95,62,682071,9.1
,"Robeson County, NC",37155,Assault by other and unspecified firearm discharge,X95,20,122514,16.3
,"Wake County, NC",37183,Assault by other and unspecified firearm discharge,X95,17,612728,
,"Wayne County, NC",37191,Assault by other and unspecified firearm discharge,X95,10,113176,
,"Cuyahoga County, OH",39035,Assault by other and unspecified firearm discharge,X95,48,1399752,3.4
,"Cuyahoga County, OH",39035,Assault by unspecified means,Y09,15,1399752,
,"Franklin County, OH",39049,Assault by other and unspecified firearm discharge,X95,38,1061223,3.6
,"Franklin County, OH",39049,Assault by unspecified means,Y09,11,1061223,
,"Hamilton County, OH",39061,Assault by other and unspecified firearm discharge,X95,15,849917,
,"Mahoning County, OH",39099,Assault by other and unspecified firearm discharge,X95,29,259145,11.2
,"Montgomery County, OH",39113,Assault by other and unspecified firearm discharge,X95,36,561944,6.4
,"Oklahoma County, OK",40109,Assault by other and unspecified firearm discharge,X95,40,657182,6.1
,"Tulsa County, OK",40143,Assault by other and unspecified firearm discharge,X95,35,561682,6.2
,"Multnomah County, OR",41051,Assault by other and unspecified firearm discharge,X95,14,657740,
,"Allegheny County, PA",42003,Assault by other and unspecified firearm discharge,X95,48,1287247,3.7
,"Allegheny County, PA",42003,Assault by other specified means,Y08,13,1287247,
,"Delaware County, PA",42045,Assault by other and unspecified firearm discharge,X95,13,550820,
,"Philadelphia County, PA",42101,Assault by other and unspecified firearm discharge,X95,241,1520064,15.9
,"Philadelphia County, PA",42101,Assault by sharp object,X99,18,1520064,
,"Philadelphia County, PA",42101,Assault by other specified means,Y08,23,1520064,1.5
,"Philadelphia County, PA",42101,Assault by unspecified means,Y09,13,1520064,
,"Providence County, RI",44007,Assault by other and unspecified firearm discharge,X95,18,616607,
,"Charleston County, SC",45019,Assault by other and unspecified firearm discharge,X95,13,309247,
,"Greenville County, SC",45045,Assault by other and unspecified firearm discharge,X95,14,374851,
,"Richland County, SC",45079,Assault by other and unspecified firearm discharge,X95,24,318034,7.5
,"Spartanburg County, SC",45083,Assault by other and unspecified firearm discharge,X95,13,251886,
,"Davidson County, TN",47037,Assault by other and unspecified firearm discharge,X95,43,567251,7.6
,"Hamilton County, TN",47065,Assault by other and unspecified firearm discharge,X95,11,306915,
,"Knox County, TN",47093,Assault by other and unspecified firearm discharge,X95,16,380010,
,"Shelby County, TN",47157,Assault by other and unspecified firearm discharge,X95,90,893826,10.1
,"Shelby County, TN",47157,Assault by sharp object,X99,18,893826,
,"Bexar County, TX",48029,Assault by other and unspecified firearm discharge,X95,50,1378688,3.6
,"Bexar County, TX",48029,Assault by sharp object,X99,11,1378688,
,"Bexar County, TX",48029,Assault by other specified means,Y08,22,1378688,1.6
,"Bexar County, TX",48029,Assault by unspecified means,Y09,13,1378688,
,"Dallas County, TX",48113,"Assault by rifle, shotgun and larger firearm discharge",X94,11,2197658,
,"Dallas County, TX",48113,Assault by other and unspecified firearm discharge,X95,135,2197658,6.1
,"Dallas County, TX",48113,Assault by sharp object,X99,14,2197658,
,"Dallas County, TX",48113,Assault by unspecified means,Y09,24,2197658,1.1
,"Harris County, TX",48201,"Assault by hanging, strangulation and suffocation",X91,13,3359671,
,"Harris County, TX",48201,"Assault by rifle, shotgun and larger firearm discharge",X94,17,3359671,
,"Harris County, TX",48201,Assault by other and unspecified firearm discharge,X95,208,3359671,6.2
,"Harris County, TX",48201,Assault by sharp object,X99,24,3359671,0.7
,"Harris County, TX",48201,Assault by unspecified means,Y09,23,3359671,0.7
,"McLennan County, TX",48309,Assault by other and unspecified firearm discharge,X95,11,211548,
,"Montgomery County, TX",48339,Assault by other and unspecified firearm discharge,X95,18,284271,
,"Smith County, TX",48423,Assault by other and unspecified firearm discharge,X95,10,172758,
,"Tarrant County, TX",48439,Assault by other and unspecified firearm discharge,X95,52,1422372,3.7
,"Tarrant County, TX",48439,Assault by sharp object,X99,12,1422372,
,"Tarrant County, TX",48439,Assault by unspecified means,Y09,19,1422372,
,"Travis County, TX",48453,Assault by other and unspecified firearm discharge,X95,15,788500,
,"Salt Lake County, UT",49035,Assault by other and unspecified firearm discharge,X95,19,891116,
,"Chesapeake city, VA",51550,Assault by handgun discharge,X93,10,196035,
,"Newport News city, VA",51700,Assault by handgun discharge,X93,10,180224,
,"Norfolk city, VA",51710,Assault by handgun discharge,X93,20,233497,8.6
,"Portsmouth city, VA",51740,Assault by handgun discharge,X93,12,100794,
,"Richmond city, VA",51760,Assault by handgun discharge,X93,14,199145,
,"Richmond city, VA",51760,Assault by other and unspecified firearm discharge,X95,37,199145,18.6
,"King County, WA",53033,Assault by other and unspecified firearm discharge,X95,32,1729058,1.9
,"King County, WA",53033,Assault by sharp object,X99,10,1729058,
,"King County, WA",53033,Assault by other specified means,Y08,10,1729058,
,"Pierce County, WA",53053,Assault by handgun discharge,X93,13,692662,
,"Kanawha County, WV",54039,Assault by other and unspecified firearm discharge,X95,10,201309,
,"Milwaukee County, WI",55079,Assault by handgun discharge,X93,87,940529,9.3
,"Milwaukee County, WI",55079,Assault by sharp object,X99,14,940529,
